branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
hypertension-specific,OK,REAC,REAC:R-HSA-70326,Glucose metabolism,Glucose metabolism,1,4,682,248,1.0,False,0.004032258064516129,0.25,1101,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-156588,Glucuronidation,Glucuronidation,4,7,682,248,1.0,False,0.016129032258064516,0.5714285714285714,1102,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-156590,Glutathione conjugation,Glutathione conjugation,8,15,682,248,1.0,False,0.03225806451612903,0.5333333333333333,1106,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-174403,Glutathione synthesis and recycling,Glutathione synthesis and recycling,2,4,682,248,1.0,False,0.008064516129032258,0.5,1107,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-1483206,Glycerophospholipid biosynthesis,Glycerophospholipid biosynthesis,2,7,682,248,1.0,False,0.008064516129032258,0.2857142857142857,1108,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-70221,Glycogen breakdown (glycogenolysis),Glycogen breakdown (glycogenolysis),1,1,682,248,1.0,False,0.004032258064516129,1.0,1111,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8982491,Glycogen metabolism,Glycogen metabolism,2,2,682,248,1.0,False,0.008064516129032258,1.0,1112,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5357609,Glycogen storage disease type II (GAA),Glycogen storage disease type II (GAA),1,1,682,248,1.0,False,0.004032258064516129,1.0,1115,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3229121,Glycogen storage diseases,Glycogen storage diseases,2,2,682,248,1.0,False,0.008064516129032258,1.0,1120,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3322077,Glycogen synthesis,Glycogen synthesis,1,1,682,248,1.0,False,0.004032258064516129,1.0,1121,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9840310,Glycosphingolipid catabolism,Glycosphingolipid catabolism,3,3,682,248,1.0,False,0.012096774193548387,1.0,1127,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-1660662,Glycosphingolipid metabolism,Glycosphingolipid metabolism,3,3,682,248,1.0,False,0.012096774193548387,1.0,1128,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-432722,Golgi Associated Vesicle Biogenesis,Golgi Associated Vesicle Biogenesis,1,1,682,248,1.0,False,0.004032258064516129,1.0,1131,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,Golgi Cisternae Pericentriolar Stack Reorganization,2,4,682,248,1.0,False,0.008064516129032258,0.5,1132,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8856688,Golgi-to-ER retrograde transport,Golgi-to-ER retrograde transport,5,11,682,248,1.0,False,0.020161290322580645,0.45454545454545453,1133,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3214847,HATs acetylate histones,HATs acetylate histones,2,4,682,248,1.0,False,0.008064516129032258,0.5,1136,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9609690,HCMV Early Events,HCMV Early Events,3,7,682,248,1.0,False,0.012096774193548387,0.42857142857142855,1137,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9609646,HCMV Infection,HCMV Infection,3,8,682,248,1.0,False,0.012096774193548387,0.375,1138,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8963896,HDL assembly,HDL assembly,1,2,682,248,1.0,False,0.004032258064516129,0.5,1142,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8964058,HDL remodeling,HDL remodeling,1,2,682,248,1.0,False,0.004032258064516129,0.5,1144,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5685942,HDR through Homologous Recombination (HRR),HDR through Homologous Recombination (HRR),1,8,682,248,1.0,False,0.004032258064516129,0.125,1146,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),3,13,682,248,1.0,False,0.012096774193548387,0.23076923076923078,1147,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5685939,HDR through MMEJ (alt-NHEJ),HDR through MMEJ (alt-NHEJ),2,3,682,248,1.0,False,0.008064516129032258,0.6666666666666666,1148,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5685938,HDR through Single Strand Annealing (SSA),HDR through Single Strand Annealing (SSA),1,7,682,248,1.0,False,0.004032258064516129,0.14285714285714285,1149,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-162906,HIV Infection,HIV Infection,3,8,682,248,1.0,False,0.012096774193548387,0.375,1151,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-162587,HIV Life Cycle,HIV Life Cycle,3,6,682,248,1.0,False,0.012096774193548387,0.5,1152,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3371571,HSF1-dependent transactivation,HSF1-dependent transactivation,2,2,682,248,1.0,False,0.008064516129032258,1.0,1159,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,5,10,682,248,1.0,False,0.020161290322580645,0.5,1160,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5610787,Hedgehog 'off' state,Hedgehog 'off' state,6,11,682,248,1.0,False,0.024193548387096774,0.5454545454545454,1161,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5632684,Hedgehog 'on' state,Hedgehog 'on' state,3,6,682,248,1.0,False,0.012096774193548387,0.5,1162,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5358346,Hedgehog ligand biogenesis,Hedgehog ligand biogenesis,2,5,682,248,1.0,False,0.008064516129032258,0.4,1163,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-189483,Heme degradation,Heme degradation,3,5,682,248,1.0,False,0.012096774193548387,0.6,1166,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9707616,Heme signaling,Heme signaling,2,8,682,248,1.0,False,0.008064516129032258,0.25,1167,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-109582,Hemostasis,Hemostasis,21,64,682,248,1.0,False,0.0846774193548387,0.328125,1168,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5387390,Hh mutants abrogate ligand secretion,Hh mutants abrogate ligand secretion,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1171,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5362768,Hh mutants are degraded by ERAD,Hh mutants are degraded by ERAD,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1172,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-390650,Histamine receptors,Histamine receptors,2,2,682,248,1.0,False,0.008064516129032258,1.0,1177,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5693538,Homology Directed Repair,Homology Directed Repair,4,14,682,248,1.0,False,0.016129032258064516,0.2857142857142857,1180,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-162909,Host Interactions of HIV factors,Host Interactions of HIV factors,2,6,682,248,1.0,False,0.008064516129032258,0.3333333333333333,1182,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-2428924,IGF1R signaling cascade,IGF1R signaling cascade,1,4,682,248,1.0,False,0.004032258064516129,0.25,1191,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-937041,IKK complex recruitment mediated by RIP1,IKK complex recruitment mediated by RIP1,1,2,682,248,1.0,False,0.004032258064516129,0.5,1194,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,IL-6-type cytokine receptor ligand interactions,1,1,682,248,1.0,False,0.004032258064516129,1.0,1195,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-937039,IRAK1 recruits IKK complex,IRAK1 recruits IKK complex,1,2,682,248,1.0,False,0.004032258064516129,0.5,1203,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,1,2,682,248,1.0,False,0.004032258064516129,0.5,1204,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-937042,IRAK2 mediated activation of TAK1 complex,IRAK2 mediated activation of TAK1 complex,1,1,682,248,1.0,False,0.004032258064516129,1.0,1205,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,1,1,682,248,1.0,False,0.004032258064516129,1.0,1206,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5603041,IRAK4 deficiency (TLR2/4),IRAK4 deficiency (TLR2/4),1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1207,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-381070,IRE1alpha activates chaperones,IRE1alpha activates chaperones,1,5,682,248,1.0,False,0.004032258064516129,0.2,1209,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-112399,IRS-mediated signalling,IRS-mediated signalling,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1213,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-2428928,IRS-related events triggered by IGF1R,IRS-related events triggered by IGF1R,1,4,682,248,1.0,False,0.004032258064516129,0.25,1214,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-1169408,ISG15 antiviral mechanism,ISG15 antiviral mechanism,1,6,682,248,1.0,False,0.004032258064516129,0.16666666666666666,1215,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5603029,IkBA variant leads to EDA-ID,IkBA variant leads to EDA-ID,1,2,682,248,1.0,False,0.004032258064516129,0.5,1216,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-168256,Immune System,Immune System,51,152,682,248,1.0,False,0.2056451612903226,0.3355263157894737,1219,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,1,4,682,248,1.0,False,0.004032258064516129,0.25,1220,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,Inactivation of APC/C via direct inhibition of the APC/C complex,1,1,682,248,1.0,False,0.004032258064516129,1.0,1225,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,Inactivation of CSF3 (G-CSF) signaling,1,2,682,248,1.0,False,0.004032258064516129,0.5,1227,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9635486,Infection with Mycobacterium tuberculosis,Infection with Mycobacterium tuberculosis,2,5,682,248,1.0,False,0.008064516129032258,0.4,1232,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5663205,Infectious disease,Infectious disease,21,61,682,248,1.0,False,0.0846774193548387,0.3442622950819672,1233,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-622312,Inflammasomes,Inflammasomes,1,7,682,248,1.0,False,0.004032258064516129,0.14285714285714285,1234,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-168255,Influenza Infection,Influenza Infection,4,6,682,248,1.0,False,0.016129032258064516,0.6666666666666666,1235,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-168273,Influenza Viral RNA Transcription and Replication,Influenza Viral RNA Transcription and Replication,2,3,682,248,1.0,False,0.008064516129032258,0.6666666666666666,1236,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9670095,Inhibition of DNA recombination at telomere,Inhibition of DNA recombination at telomere,1,1,682,248,1.0,False,0.004032258064516129,1.0,1239,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,Inhibition of Signaling by Overexpressed EGFR,1,2,682,248,1.0,False,0.004032258064516129,0.5,1244,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,1,1,682,248,1.0,False,0.004032258064516129,1.0,1249,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,Initiation of Nuclear Envelope (NE) Reformation,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1251,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,InlA-mediated entry of Listeria monocytogenes into host cells,1,1,682,248,1.0,False,0.004032258064516129,1.0,1252,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,InlB-mediated entry of Listeria monocytogenes into host cell,1,1,682,248,1.0,False,0.004032258064516129,1.0,1253,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-168249,Innate Immune System,Innate Immune System,28,87,682,248,1.0,False,0.11290322580645161,0.3218390804597701,1254,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-1483249,Inositol phosphate metabolism,Inositol phosphate metabolism,1,5,682,248,1.0,False,0.004032258064516129,0.2,1256,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,1,4,682,248,1.0,False,0.004032258064516129,0.25,1258,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-264876,Insulin processing,Insulin processing,1,1,682,248,1.0,False,0.004032258064516129,1.0,1260,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-77387,Insulin receptor recycling,Insulin receptor recycling,1,1,682,248,1.0,False,0.004032258064516129,1.0,1261,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-74751,Insulin receptor signalling cascade,Insulin receptor signalling cascade,1,4,682,248,1.0,False,0.004032258064516129,0.25,1262,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-163685,Integration of energy metabolism,Integration of energy metabolism,6,12,682,248,1.0,False,0.024193548387096774,0.5,1264,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-216083,Integrin cell surface interactions,Integrin cell surface interactions,5,11,682,248,1.0,False,0.020161290322580645,0.45454545454545453,1267,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-354192,Integrin signaling,Integrin signaling,2,4,682,248,1.0,False,0.008064516129032258,0.5,1268,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-445095,Interaction between L1 and Ankyrins,Interaction between L1 and Ankyrins,1,2,682,248,1.0,False,0.004032258064516129,0.5,1270,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-177243,Interactions of Rev with host cellular proteins,Interactions of Rev with host cellular proteins,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1272,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-913531,Interferon Signaling,Interferon Signaling,8,20,682,248,1.0,False,0.03225806451612903,0.4,1278,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-909733,Interferon alpha/beta signaling,Interferon alpha/beta signaling,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1279,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-877300,Interferon gamma signaling,Interferon gamma signaling,1,5,682,248,1.0,False,0.004032258064516129,0.2,1280,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
