Table_section,stage,n,definition,ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
267-chemical actionability matrix,,,,C022838,nickel chloride,GeneCards_Disorders,1000.0,28.0,0.0064361288972716,1.0,505.0,26.0,M1,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,nickel chloride,nickel chloride;7718-54-9,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7718-54-9,,DTXSID7040316,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C006718,"1,12-benzoperylene",GeneCards_Disorders,1000.0,29.0,0.0070098815354021,0.1756536146780049,59.0,7.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,1 12 benzoperylene,"1,12-benzoperylene;191-24-2",CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,191-24-2,CID:9117,DTXSID5023908,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C494620,CPS 11,GeneCards_Disorders,1000.0,30.0,0.007374435343881,0.0355644355644355,8.0,3.0,M1,False,1.0,specific_entity_identifier:PubChemCID,False,cps 11,CPS 11,CTD entity,,,phthalates,flame-retardant exposure axis,family-level flame-retardant metabolite proxy,LBXBB1,low,CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified,0.0,,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXBB1"", ""n_cycles_available"": 1, ""total_measured"": 2032, ""total_above_lod"": 1485, ""pooled_above_lod_pct"": 73.08070866141732, ""min_cycle_above_lod_pct"": 73.08070866141732, ""median_cycle_above_lod_pct"": 73.08070866141732, ""max_cycle_above_lod_pct"": 73.08070866141732}]",73.08070866141732,73.08070866141732,73.08070866141732,73.08070866141732,2032.0,1485.0,1.0,1.0,2003-2004,2003-2004,2003-2004,serum_or_blood,Brominated Flame Retardants (BFRs),2032.0,17382.0,1410.0,1303.0,13.0,1184.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,LBXBB1,phthalates,,CID:9900574,,1.0,1.0,LBXBB1,LBXBB1,serum/blood biomarker,2003-2004,1.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: none matched; CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,family-level flame-retardant metabolite proxy,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C026105,butylidenephthalide,GeneCards_Disorders,1000.0,31.0,0.007374435343881,0.1984991752433613,60.0,7.0,M1,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,butylidenephthalide,butylidenephthalide;551-08-6,CTD entity,,,phthalates,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,phthalates,551-08-6,,DTXSID9060281,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C019273,bisphenol A diglycidyl ether,GeneCards_Disorders,1000.0,32.0,0.0080993816005604,0.2015318015318015,45.0,6.0,M1,False,1.0,specific_entity_identifier:PubChemCID,False,bisphenol a diglycidyl ether,bisphenol A diglycidyl ether;BPA,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33.0,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.6251920122888,12907.0,11918.0,2.0,5.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907.0,17382.0,6912.0,6261.0,45.0,5706.0,True,True,True,True,1.0,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:2286,,1.0,1.0,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,D010575,Pesticides,GeneCards_Disorders,1000.0,34.0,0.0122601751133211,0.3282870975178668,242.0,15.0,M1,False,0.0,broad_or_umbrella_name:\bpesticides?\b,True,pesticides,Pesticides,umbrella exposure class,,,pesticides,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168.0,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,pesticides,,,,0.0,0.0,,,,,0.0,0.0,0.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus); CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 168 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,candidate-specific pesticide biomarker not established from NHANES domains,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",True,broad_or_umbrella_name:\bpesticides?\b,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C047971,"2,4'-bisphenol F",GeneCards_Disorders,1000.0,35.0,0.0148027913580327,0.0121242393969666,3.0,2.0,M1,False,1.0,specific_entity_identifier:PubChemCID,False,2 4 bisphenol f,"2,4'-bisphenol F",bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33.0,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.6251920122888,12907.0,11918.0,2.0,5.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907.0,17382.0,6912.0,6261.0,45.0,5706.0,True,True,True,True,1.0,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:75576,,1.0,1.0,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5.0,2.0,1.0,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C539348,perfluorobutanesulfonic acid,GeneCards_Disorders,1000.0,36.0,0.0182154111552326,0.4837366023806702,180.0,12.0,M1,False,1.0,specific_ctd_entity_id:C539348,False,perfluorobutanesulfonic acid,perfluorobutanesulfonic acid;PFAS;PFbutanesulfonic acid,PFAS or fluorinated compound,,,pfas_perfluoro,PFAS exposure axis,direct serum PFAS analyte,LBXPFBS,high,CDC NHANES PFAS serum panel and codebook,27.0,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXPFBS"", ""n_cycles_available"": 6, ""total_measured"": 12619, ""total_above_lod"": 249, ""pooled_above_lod_pct"": 1.9732149932641254, ""min_cycle_above_lod_pct"": 0.28653295128939826, ""median_cycle_above_lod_pct"": 0.8540080609046126, ""max_cycle_above_lod_pct"": 7.9245283018867925}]",1.9732149932641252,0.2865329512893982,0.8540080609046126,7.924528301886792,12619.0,249.0,0.0,6.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014,2003-2004,2013-2014,serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC);Polyfluoroalkyl Chemicals,12619.0,17382.0,3326.0,2980.0,15.0,2715.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,LBXPFBS,pfas_perfluoro,,,,1.0,1.0,LBXPFBS,LBXPFBS,serum/blood biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014,6.0,2.0,1.0,pending_manual_review,M1,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC); CDC NHANES PFAS serum panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 27 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct serum PFAS analyte,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C027387,di-n-hexyl phthalate,GeneCards_Disorders,1000.0,37.0,0.0186350651620082,0.1231076615692,23.0,4.0,M1,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,di n hexyl phthalate,di-n-hexyl phthalate;84-75-3;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,,none,,unresolved,,161.0,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,phthalates,84-75-3,,DTXSID6025068,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; ; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D014873,Water Pollutants,GeneCards_Disorders,1000.0,38.0,0.0207942226866864,0.1467032967032967,12.0,3.0,M1,False,1.0,specific_ctd_entity_id:D014873,False,water pollutants,Water Pollutants,umbrella exposure class,,,environmental_pollutants,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,environmental_pollutants,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D014874,"Water Pollutants, Chemical",GeneCards_Disorders,1000.0,39.0,0.0207942226866864,0.3040759240759241,24.0,4.0,M1,False,1.0,specific_ctd_entity_id:D014874,False,water pollutants chemical,"Water Pollutants, Chemical",umbrella exposure class,,,environmental_pollutants,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,environmental_pollutants,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C080276,mono(2-ethyl-5-oxohexyl)phthalate,GeneCards_Disorders,1000.0,40.0,0.0207942226866864,0.1111388611388611,56.0,6.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,mono 2 ethyl 5 oxohexyl phthalate,mono(2-ethyl-5-oxohexyl)phthalate;40321-98-0;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,phthalate exposure axis,direct urinary metabolite,URXMOH,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161.0,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMOH"", ""n_cycles_available"": 9, ""total_measured"": 24199, ""total_above_lod"": 24038, ""pooled_above_lod_pct"": 99.33468325137402, ""min_cycle_above_lod_pct"": 98.31029185867895, ""median_cycle_above_lod_pct"": 99.46218487394958, ""max_cycle_above_lod_pct"": 100.0}]",99.33468325137402,98.31029185867897,99.46218487394958,100.0,24199.0,24038.0,2.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine",24199.0,17382.0,15286.0,13749.0,97.0,12506.0,True,True,True,True,2.0,predefined primary survey model feasible,URXMOH,phthalates,40321-98-0,CID:119096,DTXSID00865994,1.0,1.0,URXMOH,URXMOH,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M1,True,True,True,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary metabolite,,False,,Tier_A_strict,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,D005411,Flame Retardants,GeneCards_Disorders,1000.0,41.0,0.0214165090219212,0.6409560588665065,211.0,13.0,M1,False,0.0,broad_or_umbrella_name:\bflame retardants?\b,True,flame retardants,Flame Retardants,CTD entity,,,flame_retardants,flame-retardant exposure axis,family-level flame-retardant metabolite proxy,LBXBB1,low,CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified,28.0,Brominated Flame Retardants (BFRs);Flame Retardants - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXBB1"", ""n_cycles_available"": 1, ""total_measured"": 2032, ""total_above_lod"": 1485, ""pooled_above_lod_pct"": 73.08070866141732, ""min_cycle_above_lod_pct"": 73.08070866141732, ""median_cycle_above_lod_pct"": 73.08070866141732, ""max_cycle_above_lod_pct"": 73.08070866141732}]",73.08070866141732,73.08070866141732,73.08070866141732,73.08070866141732,2032.0,1485.0,1.0,1.0,2003-2004,2003-2004,2003-2004,serum_or_blood,Brominated Flame Retardants (BFRs),2032.0,17382.0,1410.0,1303.0,13.0,1184.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,LBXBB1,flame_retardants,,CID:136917,,1.0,1.0,LBXBB1,LBXBB1,serum/blood biomarker,2003-2004,1.0,0.0,0.0,pending_manual_review,M1,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Brominated Flame Retardants (BFRs);Flame Retardants - Urine; CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 28 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,family-level flame-retardant metabolite proxy,,True,broad_or_umbrella_name:\bflame retardants?\b,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C000720115,perfluoroheptanesulfonic acid,GeneCards_Disorders,1000.0,42.0,0.0242513562157501,0.0213386613386613,4.0,2.0,M1,False,1.0,specific_ctd_entity_id:C000720115,False,perfluoroheptanesulfonic acid,perfluoroheptanesulfonic acid;PFAS;PFheptanesulfonic acid,PFAS or fluorinated compound,,,pfas_perfluoro,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,27.0,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,pfas_perfluoro,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC); CDC NHANES PFAS panels searched; no specific analyte name match; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 27 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,PFAS class searched; no candidate-specific NHANES variable,CDC NHANES PFAS panels searched; no specific analyte name match,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D008628,Mercury,GeneCards_Disorders,1000.0,43.0,0.0287765072968602,0.6540445855514349,436.0,21.0,M1,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,mercury,Mercury;7439-97-6,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUHG,unresolved,CDC NHANES metals blood/urine panels and codebooks; proposed variable code absent from downloaded CDC XPT registry,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7439-97-6,CID:23931,DTXSID1024172,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; proposed variable code absent from downloaded CDC XPT registry; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,CDC NHANES metals blood/urine panels and codebooks; proposed variable code absent from downloaded CDC XPT registry,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D052244,Endocrine Disruptors,GeneCards_Disorders,1000.0,44.0,0.0369201732868263,0.09145140573712,15.0,3.0,M1,False,1.0,specific_ctd_entity_id:D052244,False,endocrine disruptors,Endocrine Disruptors,umbrella exposure class,,,endocrine_disruptors,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,endocrine_disruptors,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M1,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
