background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
primary_genecards881,GO:BP,GO:0002941,synoviocyte proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0002674,negative regulation of acute inflammatory response,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0008627,intrinsic apoptotic signaling pathway in response to osmotic stress,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0045820,negative regulation of glycolytic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0043562,cellular response to nitrogen levels,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0098883,synapse pruning,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0098754,detoxification,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051336,regulation of hydrolase activity,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0070914,UV-damage excision repair,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0032651,regulation of interleukin-1 beta production,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1905771,negative regulation of mesodermal cell differentiation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1905606,regulation of presynapse assembly,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051128,regulation of cellular component organization,167,167,7,7,18,18,868,868,0.04082579711427202,0.25488887412679523,0.10153072803840134,0.04082579711427202,0.10153072803859944,0.36687163863906996,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0070163,regulation of adiponectin secretion,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0070162,adiponectin secretion,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051607,defense response to virus,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051549,positive regulation of keratinocyte migration,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0106014,regulation of inflammatory response to wounding,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0099527,postsynapse to nucleus signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0033234,negative regulation of protein sumoylation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0034121,regulation of toll-like receptor signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0033574,response to testosterone,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0034063,stress granule assembly,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0055092,sterol homeostasis,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1990700,nucleolar chromatin organization,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0033122,negative regulation of purine nucleotide catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0019372,lipoxygenase pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0055089,fatty acid homeostasis,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0022008,neurogenesis,127,127,6,6,18,18,868,868,0.0359911371964192,0.1928162985091256,0.10153072803840134,0.0359911371964192,0.10153072803859944,0.31714856123059043,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0060099,"regulation of phagocytosis, engulfment",2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0060687,regulation of branching involved in prostate gland morphogenesis,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0070543,response to linoleic acid,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0036295,cellular response to increased oxygen levels,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway",2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000627,positive regulation of miRNA catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000479,regulation of cAMP-dependent protein kinase activity,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0038110,interleukin-2-mediated signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0038124,toll-like receptor TLR6:TLR2 signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000096,"positive regulation of Wnt signaling pathway, planar cell polarity pathway",2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000625,regulation of miRNA catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0035723,interleukin-15-mediated signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0050862,positive regulation of T cell receptor signaling pathway,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0007567,parturition,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0014842,regulation of skeletal muscle satellite cell proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0014841,skeletal muscle satellite cell proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0014823,response to activity,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010868,negative regulation of triglyceride biosynthetic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0036072,direct ossification,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1901647,positive regulation of synoviocyte proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010587,miRNA catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0016241,regulation of macroautophagy,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071248,cellular response to metal ion,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000288,positive regulation of myoblast proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051049,regulation of transport,94,94,5,5,18,18,868,868,0.03654654412217183,0.1604804520365655,0.10153072803840134,0.03654654412217183,0.10153072803859944,0.2871491599263464,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071224,cellular response to peptidoglycan,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000481,positive regulation of cAMP-dependent protein kinase activity,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0062014,negative regulation of small molecule metabolic process,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2000111,positive regulation of macrophage apoptotic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0014856,skeletal muscle cell proliferation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0006290,pyrimidine dimer repair,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071375,cellular response to peptide hormone stimulus,62,62,4,4,18,18,868,868,0.033827989290036296,0.12162605921761444,0.10153072803840134,0.033827989290036296,0.10153072803859944,0.24782545602776113,1.9810542095655137e-13,False
