GeneCards_Rank,GeneSymbol,GeneName,GeneType,RelevanceScore,KnowledgeScore,gene_symbol
1,POLD1,"DNA Polymerase Delta 1, Catalytic Subunit",Protein Coding,233.3,100,POLD1
2,MLH1,MutL Homolog 1,Protein Coding,179.5,100,MLH1
3,AXIN2,Axin 2,Protein Coding,170.3,100,AXIN2
4,APC,APC Regulator Of Wnt Signaling Pathway,Protein Coding,149.1,100,APC
5,POLE,"DNA Polymerase Epsilon, Catalytic Subunit",Protein Coding,143.5,100,POLE
6,MLH3,MutL Homolog 3,Protein Coding,117.3,89,MLH3
7,BRAF,"B-Raf Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,114.3,100,BRAF
8,MSH2,MutS Homolog 2,Protein Coding,103.9,100,MSH2
9,KRAS,"KRAS Proto-Oncogene, GTPase",Protein Coding,98.5,100,KRAS
10,MSH6,MutS Homolog 6,Protein Coding,94.1,100,MSH6
11,TP53,Tumor Protein P53,Protein Coding,90.2,100,TP53
12,GALNT12,Polypeptide N-Acetylgalactosaminyltransferase 12,Protein Coding,84.2,84,GALNT12
13,CTNNB1,Catenin Beta 1,Protein Coding,76.2,100,CTNNB1
14,MUTYH,MutY DNA Glycosylase,Protein Coding,72.6,96,MUTYH
15,PMS2,"PMS1 Homolog 2, Mismatch Repair System Component",Protein Coding,70.2,99,PMS2
16,PIK3CA,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha",Protein Coding,68.8,100,PIK3CA
17,ATM,ATM Serine/Threonine Kinase,Protein Coding,67.3,100,ATM
18,EGFR,Epidermal Growth Factor Receptor,Protein Coding,64.9,100,EGFR
19,DLC1,DLC1 Rho GTPase Activating Protein,Protein Coding,64.0,96,DLC1
20,FLCN,Folliculin,Protein Coding,64.0,91,FLCN
21,CHEK2,Checkpoint Kinase 2,Protein Coding,58.6,100,CHEK2
22,SMAD4,SMAD Family Member 4,Protein Coding,55.2,100,SMAD4
23,PTEN,Phosphatase And Tensin Homolog,Protein Coding,54.6,100,PTEN
24,NRAS,"NRAS Proto-Oncogene, GTPase",Protein Coding,52.3,97,NRAS
25,BRCA2,BRCA2 DNA Repair Associated,Protein Coding,50.0,100,BRCA2
26,ERBB2,Erb-B2 Receptor Tyrosine Kinase 2,Protein Coding,49.6,100,ERBB2
27,TGFBR2,Transforming Growth Factor Beta Receptor 2,Protein Coding,49.2,100,TGFBR2
28,CDH1,Cadherin 1,Protein Coding,48.4,100,CDH1
29,EPCAM,Epithelial Cell Adhesion Molecule,Protein Coding,47.7,94,EPCAM
30,DCC,DCC Netrin 1 Receptor,Protein Coding,46.7,100,DCC
31,CCND1,Cyclin D1,Protein Coding,46.5,91,CCND1
32,AKT1,AKT Serine/Threonine Kinase 1,Protein Coding,46.4,100,AKT1
33,BRCA1,BRCA1 DNA Repair Associated,Protein Coding,46.0,100,BRCA1
34,PALB2,Partner And Localizer Of BRCA2,Protein Coding,44.8,98,PALB2
35,MYC,"MYC Proto-Oncogene, BHLH Transcription Factor",Protein Coding,43.2,95,MYC
36,BUB1B,BUB1 Mitotic Checkpoint Serine/Threonine Kinase B,Protein Coding,42.7,100,BUB1B
37,PMS1,"PMS1 Homolog 1, Mismatch Repair System Component",Protein Coding,42.6,79,PMS1
38,BMPR1A,Bone Morphogenetic Protein Receptor Type 1A,Protein Coding,42.5,100,BMPR1A
39,FGFR3,Fibroblast Growth Factor Receptor 3,Protein Coding,42.4,100,FGFR3
40,COLCA1,Colorectal Cancer Associated 1,RNA Gene,42.1,58,COLCA1
41,MSH3,MutS Homolog 3,Protein Coding,41.6,93,MSH3
42,STK11,Serine/Threonine Kinase 11,Protein Coding,40.9,100,STK11
43,CTNNA1,Catenin Alpha 1,Protein Coding,39.9,100,CTNNA1
44,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,39.9,91,PTGS2
45,BAX,"BCL2 Associated X, Apoptosis Regulator",Protein Coding,39.4,92,BAX
46,SMAD7,SMAD Family Member 7,Protein Coding,38.1,93,SMAD7
47,GREM1,"Gremlin 1, DAN Family BMP Antagonist",Protein Coding,37.8,89,GREM1
48,EP300,EP300 Lysine Acetyltransferase,Protein Coding,37.6,100,EP300
49,MET,"MET Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,36.9,100,MET
50,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,36.7,100,PPARG
51,H19,H19 Imprinted Maternally Expressed Transcript,RNA Gene,36.3,66,H19
52,VEGFA,Vascular Endothelial Growth Factor A,Protein Coding,35.5,97,VEGFA
53,NTHL1,Nth Like DNA Glycosylase 1,Protein Coding,35.1,94,NTHL1
54,TYMS,Thymidylate Synthetase,Protein Coding,34.6,92,TYMS
55,RPS20,Ribosomal Protein S20,Protein Coding,34.6,99,RPS20
56,BLM,BLM RecQ Like Helicase,Protein Coding,34.1,100,BLM
57,ARID1A,AT-Rich Interaction Domain 1A,Protein Coding,33.6,100,ARID1A
58,RAD51D,RAD51 Paralog D,Protein Coding,33.4,97,RAD51D
59,RNF43,Ring Finger Protein 43,Protein Coding,33.4,89,RNF43
60,NFKB1,Nuclear Factor Kappa B Subunit 1,Protein Coding,32.8,100,NFKB1
61,RET,Ret Proto-Oncogene,Protein Coding,32.6,100,RET
62,BRIP1,BRCA1 Interacting DNA Helicase 1,Protein Coding,32.2,100,BRIP1
63,FBXW7,F-Box And WD Repeat Domain Containing 7,Protein Coding,31.9,100,FBXW7
64,C11orf65,Chromosome 11 Open Reading Frame 65,Protein Coding,31.9,69,C11ORF65
65,MCC,MCC Regulator Of Wnt Signaling Pathway,Protein Coding,31.9,75,MCC
66,TCF7L2,Transcription Factor 7 Like 2,Protein Coding,31.6,100,TCF7L2
67,MIR21,MicroRNA 21,RNA Gene,31.1,73,MIR21
68,RAD51C,RAD51 Paralog C,Protein Coding,31.1,100,RAD51C
69,MIR215,MicroRNA 215,RNA Gene,30.7,58,MIR215
70,STAT3,Signal Transducer And Activator Of Transcription 3,Protein Coding,30.7,100,STAT3
71,FLT1,Fms Related Receptor Tyrosine Kinase 1,Protein Coding,29.8,97,FLT1
72,SEPTIN9,Septin 9,Protein Coding,29.8,90,SEPTIN9
73,NFE2L2,NFE2 Like BZIP Transcription Factor 2,Protein Coding,29.8,100,NFE2L2
74,AURKA,Aurora Kinase A,Protein Coding,29.6,91,AURKA
75,HRAS,"HRas Proto-Oncogene, GTPase",Protein Coding,29.6,100,HRAS
76,CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,Protein Coding,29.3,100,CDKN2A
77,FGFR2,Fibroblast Growth Factor Receptor 2,Protein Coding,29.1,100,FGFR2
78,CCAT1,Colon Cancer Associated Transcript 1,RNA Gene,29.1,56,CCAT1
79,KDR,Kinase Insert Domain Receptor,Protein Coding,29.0,99,KDR
80,IGF2,Insulin Like Growth Factor 2,Protein Coding,28.5,98,IGF2
81,CD274,CD274 Molecule,Protein Coding,28.3,89,CD274
82,XIST,X Inactive Specific Transcript,RNA Gene,28.0,62,XIST
83,GAS5,Growth Arrest Specific 5,RNA Gene,27.8,58,GAS5
84,TLR2,Toll Like Receptor 2,Protein Coding,27.6,96,TLR2
85,CRCS2,"Colorectal Cancer, Susceptibility To, 2",Genetic Locus,27.6,29,CRCS2
86,MIR133B,MicroRNA 133b,RNA Gene,27.5,65,MIR133B
87,MEG3,Maternally Expressed 3,RNA Gene,27.4,67,MEG3
88,CRCS11,"Colorectal Cancer, Susceptibility To, 11",Genetic Locus,27.3,27,CRCS11
89,CRCS5,"Colorectal Cancer, Susceptibility To, 5",Genetic Locus,27.3,27,CRCS5
90,CRCS6,"Colorectal Cancer, Susceptibility To, 6",Genetic Locus,27.3,27,CRCS6
91,CRCS9,"Colorectal Cancer, Susceptibility To, 9",Genetic Locus,27.3,27,CRCS9
92,FANCC,FA Complementation Group C,Protein Coding,26.8,91,FANCC
93,SMAD2,SMAD Family Member 2,Protein Coding,26.5,100,SMAD2
94,CRCS7,"Colorectal Cancer, Susceptibility To, 7",Genetic Locus,26.5,24,CRCS7
95,CRCS8,"Colorectal Cancer, Susceptibility To, 8",Genetic Locus,26.5,24,CRCS8
96,TERT,Telomerase Reverse Transcriptase,Protein Coding,26.5,100,TERT
97,BUB1,BUB1 Mitotic Checkpoint Serine/Threonine Kinase,Protein Coding,26.1,100,BUB1
98,MIR34C,MicroRNA 34c,RNA Gene,26.1,65,MIR34C
99,AXIN1,Axin 1,Protein Coding,26.0,96,AXIN1
100,MTOR,Mechanistic Target Of Rapamycin Kinase,Protein Coding,25.9,100,MTOR
101,TUG1,Taurine Up-Regulated 1,Protein Coding,25.9,52,TUG1
102,PIK3R1,Phosphoinositide-3-Kinase Regulatory Subunit 1,Protein Coding,25.9,100,PIK3R1
103,FLT4,Fms Related Receptor Tyrosine Kinase 4,Protein Coding,25.9,100,FLT4
104,MIR31,MicroRNA 31,RNA Gene,25.8,65,MIR31
105,PCAT1,Prostate Cancer Associated Transcript 1,RNA Gene,25.8,56,PCAT1
106,SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,25.2,97,SRC
107,AMER1,APC Membrane Recruitment Protein 1,Protein Coding,25.1,81,AMER1
108,JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,24.9,89,JUN
109,RB1,RB Transcriptional Corepressor 1,Protein Coding,24.9,100,RB1
110,MIR320A,MicroRNA 320a,RNA Gene,24.8,63,MIR320A
111,MIR145,MicroRNA 145,RNA Gene,24.6,72,MIR145
112,PDGFRA,Platelet Derived Growth Factor Receptor Alpha,Protein Coding,24.6,100,PDGFRA
113,MIR18A,MicroRNA 18a,RNA Gene,24.5,62,MIR18A
114,ODC1,Ornithine Decarboxylase 1,Protein Coding,24.5,88,ODC1
115,KIT,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,24.4,100,KIT
116,SNHG16,Small Nucleolar RNA Host Gene 16,RNA Gene,24.3,58,SNHG16
117,MIR17,MicroRNA 17,RNA Gene,24.0,66,MIR17
118,PDCD1,Programmed Cell Death 1,Protein Coding,23.9,92,PDCD1
119,METTL3,"Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit",Protein Coding,23.9,75,METTL3
120,NBN,Nibrin,Protein Coding,23.9,100,NBN
121,CYTOR,Cytoskeleton Regulator RNA,RNA Gene,23.9,53,CYTOR
122,SOX9,SRY-Box Transcription Factor 9,Protein Coding,23.8,98,SOX9
123,ADIPOQ,"Adiponectin, C1Q And Collagen Domain Containing",Protein Coding,23.8,85,ADIPOQ
124,MIR203A,MicroRNA 203a,RNA Gene,23.8,63,MIR203A
125,MIR27A,MicroRNA 27a,RNA Gene,23.7,66,MIR27A
126,MMP9,Matrix Metallopeptidase 9,Protein Coding,23.7,100,MMP9
127,CASP3,Caspase 3,Protein Coding,23.7,91,CASP3
128,ZFAS1,ZNFX1 Antisense RNA 1,RNA Gene,23.6,58,ZFAS1
129,BARD1,BRCA1 Associated RING Domain 1,Protein Coding,23.6,100,BARD1
130,DANCR,Differentiation Antagonizing Non-Protein Coding RNA,RNA Gene,23.6,59,DANCR
131,MIR125A,MicroRNA 125a,RNA Gene,23.6,63,MIR125A
132,HOTTIP,HOXA Distal Transcript Antisense RNA,RNA Gene,23.6,59,HOTTIP
133,CRP,C-Reactive Protein,Protein Coding,23.6,87,CRP
134,MIR29A,MicroRNA 29a,RNA Gene,23.5,71,MIR29A
135,MALAT1,Metastasis Associated Lung Adenocarcinoma Transcript 1,RNA Gene,23.5,60,MALAT1
136,MT-CO1,Mitochondrially Encoded Cytochrome C Oxidase I,Protein Coding,23.4,88,MT-CO1
137,CASP8,Caspase 8,Protein Coding,23.3,100,CASP8
138,CDK4,Cyclin Dependent Kinase 4,Protein Coding,23.2,100,CDK4
139,MIR143,MicroRNA 143,RNA Gene,23.2,67,MIR143
140,PLA2G2A,Phospholipase A2 Group IIA,Protein Coding,23.1,86,PLA2G2A
141,LINC-ROR,"Long Intergenic Non-Protein Coding RNA, Regulator Of Reprogramming",RNA Gene,23.1,57,LINC-ROR
142,MTHFR,Methylenetetrahydrofolate Reductase,Protein Coding,23.0,100,MTHFR
143,PTPRJ,Protein Tyrosine Phosphatase Receptor Type J,Protein Coding,22.9,93,PTPRJ
144,NOTCH1,Notch Receptor 1,Protein Coding,22.9,100,NOTCH1
145,KCNQ1OT1,KCNQ1 Opposite Strand/Antisense Transcript 1,RNA Gene,22.8,73,KCNQ1OT1
146,PTPN12,Protein Tyrosine Phosphatase Non-Receptor Type 12,Protein Coding,22.7,88,PTPN12
147,MAP2K4,Mitogen-Activated Protein Kinase Kinase 4,Protein Coding,22.6,90,MAP2K4
148,MIR139,MicroRNA 139,RNA Gene,22.6,59,MIR139
149,FGFR1,Fibroblast Growth Factor Receptor 1,Protein Coding,22.4,100,FGFR1
150,MIR451A,MicroRNA 451a,RNA Gene,22.3,60,MIR451A
151,ITGA5,Integrin Subunit Alpha 5,Protein Coding,22.3,92,ITGA5
152,SCG5,Secretogranin V,Protein Coding,22.2,67,SCG5
153,MMP2,Matrix Metallopeptidase 2,Protein Coding,22.1,100,MMP2
154,MIR200C,MicroRNA 200c,RNA Gene,22.1,67,MIR200C
155,FANCI,FA Complementation Group I,Protein Coding,22.0,92,FANCI
156,HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,Protein Coding,21.9,96,HIF1A
157,SNHG1,Small Nucleolar RNA Host Gene 1,RNA Gene,21.8,58,SNHG1
158,REV3L,"REV3 Like, DNA Directed Polymerase Zeta Catalytic Subunit",Protein Coding,21.8,93,REV3L
159,FEZF1-AS1,FEZF1 Antisense RNA 1,RNA Gene,21.8,58,FEZF1-AS1
160,ERBB4,Erb-B2 Receptor Tyrosine Kinase 4,Protein Coding,21.8,100,ERBB4
161,MIR19A,MicroRNA 19a,RNA Gene,21.8,65,MIR19A
162,MIR141,MicroRNA 141,RNA Gene,21.6,63,MIR141
163,MGMT,O-6-Methylguanine-DNA Methyltransferase,Protein Coding,21.6,82,MGMT
164,FANCE,FA Complementation Group E,Protein Coding,21.6,89,FANCE
165,TGFB1,Transforming Growth Factor Beta 1,Protein Coding,21.5,100,TGFB1
166,HOXA11-AS,HOXA11 Antisense RNA,RNA Gene,21.4,57,HOXA11-AS
167,MIR30A,MicroRNA 30a,RNA Gene,21.4,63,MIR30A
168,BCL2,BCL2 Apoptosis Regulator,Protein Coding,21.3,93,BCL2
169,MIR195,MicroRNA 195,RNA Gene,21.3,65,MIR195
170,ADAR,Adenosine Deaminase RNA Specific,Protein Coding,21.3,98,ADAR
171,LINC00858,Long Intergenic Non-Protein Coding RNA 858,RNA Gene,21.3,53,LINC00858
172,DMD,Dystrophin,Protein Coding,21.3,100,DMD
173,MIR100HG,Mir-100-Let-7a-2-Mir-125b-1 Cluster Host Gene,RNA Gene,21.2,56,MIR100HG
174,MIR20A,MicroRNA 20a,RNA Gene,21.2,67,MIR20A
175,FZD3,Frizzled Class Receptor 3,Protein Coding,21.1,83,FZD3
176,ABCB1,ATP Binding Cassette Subfamily B Member 1,Protein Coding,20.9,100,ABCB1
177,PVT1,Pvt1 Oncogene,RNA Gene,20.9,66,PVT1
178,MBD4,"Methyl-CpG Binding Domain 4, DNA Glycosylase",Protein Coding,20.8,92,MBD4
179,MIR155,MicroRNA 155,RNA Gene,20.8,62,MIR155
180,MIR34A,MicroRNA 34a,RNA Gene,20.7,69,MIR34A
181,CCAT2,Colon Cancer Associated Transcript 2,RNA Gene,20.6,54,CCAT2
182,MIR182,MicroRNA 182,RNA Gene,20.6,65,MIR182
183,MIR221,MicroRNA 221,RNA Gene,20.6,66,MIR221
184,MIR126,MicroRNA 126,RNA Gene,20.6,68,MIR126
185,UCA1,Urothelial Cancer Associated 1,RNA Gene,20.5,60,UCA1
186,LOC129933707,ATAC-STARR-Seq Lymphoblastoid Silent Region 11468,Functional Element,20.5,56,LOC129933707
187,RBFOX1,RNA Binding Fox-1 Homolog 1,Protein Coding,20.5,90,RBFOX1
188,MIR223,MicroRNA 223,RNA Gene,20.3,66,MIR223
189,CDKN1A,Cyclin Dependent Kinase Inhibitor 1A,Protein Coding,20.3,90,CDKN1A
190,SNHG14,Small Nucleolar RNA Host Gene 14,RNA Gene,20.3,70,SNHG14
191,MIR106A,MicroRNA 106a,RNA Gene,20.3,62,MIR106A
192,FBXO11,F-Box Protein 11,Protein Coding,20.3,92,FBXO11
193,HOTAIRM1,"HOXA Transcript Antisense RNA, Myeloid-Specific 1",RNA Gene,20.2,56,HOTAIRM1
194,RAD51L3-RFFL,RAD51L3-RFFL Readthrough,RNA Gene,20.2,64,RAD51L3-RFFL
195,SLCO4A1-AS1,SLCO4A1 Antisense RNA 1,RNA Gene,20.2,52,SLCO4A1-AS1
196,GSTP1,Glutathione S-Transferase Pi 1,Protein Coding,20.1,94,GSTP1
197,TYMP,Thymidine Phosphorylase,Protein Coding,20.1,99,TYMP
198,BIRC5,Baculoviral IAP Repeat Containing 5,Protein Coding,20.1,93,BIRC5
199,CASC2,Cancer Susceptibility 2,RNA Gene,20.1,56,CASC2
200,MIR135B,MicroRNA 135b,RNA Gene,20.1,61,MIR135B
201,RAD54B,RAD54 Homolog B,Protein Coding,20.1,75,RAD54B
202,MIR4435-2HG,MIR4435-2 Host Gene,RNA Gene,20.0,54,MIR4435-2HG
203,HOTAIR,HOX Transcript Antisense RNA,RNA Gene,19.9,59,HOTAIR
204,MYO1B,Myosin IB,Protein Coding,19.9,74,MYO1B
205,PDGFRL,Platelet Derived Growth Factor Receptor Like,Protein Coding,19.8,63,PDGFRL
206,FANCM,FA Complementation Group M,Protein Coding,19.8,95,FANCM
207,SLC9A9,Solute Carrier Family 9 Member A9,Protein Coding,19.8,76,SLC9A9
208,DLEU1,Deleted In Lymphocytic Leukemia 1,RNA Gene,19.7,56,DLEU1
209,MIR23A,MicroRNA 23a,RNA Gene,19.7,67,MIR23A
210,MIR140,MicroRNA 140,RNA Gene,19.7,68,MIR140
211,MIR497,MicroRNA 497,RNA Gene,19.6,59,MIR497
212,UICLM,Up-Regulated In Colorectal Cancer Liver Metastasis,RNA Gene,19.6,49,UICLM
213,MIR183,MicroRNA 183,RNA Gene,19.6,61,MIR183
214,LINC02940,Long Intergenic Non-Protein Coding RNA 2940,RNA Gene,19.6,52,LINC02940
215,NEAT1,Nuclear Paraspeckle Assembly Transcript 1,RNA Gene,19.6,65,NEAT1
216,ERCC1,"ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit",Protein Coding,19.6,100,ERCC1
217,LINC00511,Long Intergenic Non-Protein Coding RNA 511,RNA Gene,19.5,52,LINC00511
218,FARP1,"FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1",Protein Coding,19.4,82,FARP1
219,MIRLET7A1,MicroRNA Let-7a-1,RNA Gene,19.4,63,MIRLET7A1
220,PRNCR1,Prostate Cancer Associated Non-Coding RNA 1,RNA Gene,19.4,53,PRNCR1
221,CASC15,Cancer Susceptibility 15,RNA Gene,19.4,56,CASC15
222,ALB,Albumin,Protein Coding,19.4,100,ALB
223,PROM1,Prominin 1,Protein Coding,19.4,91,PROM1
224,MIR93,MicroRNA 93,RNA Gene,19.3,64,MIR93
225,TCERG1,Transcription Elongation Regulator 1,Protein Coding,19.3,78,TCERG1
226,NORAD,Non-Coding RNA Activated By DNA Damage,RNA Gene,19.3,57,NORAD
227,BCL10,BCL10 Immune Signaling Adaptor,Protein Coding,19.3,94,BCL10
228,MIR130B,MicroRNA 130b,RNA Gene,19.3,61,MIR130B
229,MIR192,MicroRNA 192,RNA Gene,19.3,59,MIR192
230,MIR17HG,MiR-17-92a-1 Cluster Host Gene,RNA Gene,19.3,63,MIR17HG
231,SOD2,Superoxide Dismutase 2,Protein Coding,19.2,93,SOD2
232,RSPO3,R-Spondin 3,Protein Coding,19.2,72,RSPO3
233,CBR3-AS1,CBR3 Antisense RNA 1,RNA Gene,19.2,53,CBR3-AS1
234,MIR224,MicroRNA 224,RNA Gene,19.2,59,MIR224
235,ELFN1-AS1,ELFN1 Antisense RNA 1,RNA Gene,19.2,51,ELFN1-AS1
236,LINC00473,Long Intergenic Non-Protein Coding RNA 473,RNA Gene,19.1,75,LINC00473
237,IL6,Interleukin 6,Protein Coding,19.1,93,IL6
238,MIR107,MicroRNA 107,RNA Gene,19.1,63,MIR107
239,SNHG5,Small Nucleolar RNA Host Gene 5,RNA Gene,19.0,57,SNHG5
240,PKD1-AS1,PKD1 Antisense RNA 1,RNA Gene,19.0,65,PKD1-AS1
241,MIR25,MicroRNA 25,RNA Gene,18.9,59,MIR25
242,DPYD,Dihydropyrimidine Dehydrogenase,Protein Coding,18.9,97,DPYD
243,ENG,Endoglin,Protein Coding,18.9,98,ENG
244,CASC21,Cancer Susceptibility 21,RNA Gene,18.9,51,CASC21
245,PGM5-AS1,PGM5 Antisense RNA 1,RNA Gene,18.9,51,PGM5-AS1
246,HAGLR,HOXD Antisense Growth-Associated Long Non-Coding RNA,RNA Gene,18.9,53,HAGLR
247,TMEM238L,Transmembrane Protein 238 Like,Protein Coding,18.8,43,TMEM238L
248,NBR2,Neighbor Of BRCA1 LncRNA 2,RNA Gene,18.8,58,NBR2
249,UGT1A1,UDP Glucuronosyltransferase Family 1 Member A1,Protein Coding,18.8,99,UGT1A1
250,CASC9,Cancer Susceptibility 9,RNA Gene,18.7,53,CASC9
251,MIR15B,MicroRNA 15b,RNA Gene,18.7,69,MIR15B
252,MIR27B,MicroRNA 27b,RNA Gene,18.7,68,MIR27B
253,CRNDE,Colorectal Neoplasia Differentially Expressed,RNA Gene,18.7,56,CRNDE
254,CASC19,Cancer Susceptibility 19,RNA Gene,18.7,52,CASC19
255,MIR342,MicroRNA 342,RNA Gene,18.7,63,MIR342
256,LINC00941,Long Intergenic Non-Protein Coding RNA 941,RNA Gene,18.6,59,LINC00941
257,HLA-F-AS1,HLA-F Antisense RNA 1,RNA Gene,18.6,53,HLA-F-AS1
258,CASC11,Cancer Susceptibility 11,RNA Gene,18.6,60,CASC11
259,DPP10-AS1,DPP10 Antisense RNA 1,RNA Gene,18.6,51,DPP10-AS1
260,SNHG6,Small Nucleolar RNA Host Gene 6,RNA Gene,18.5,51,SNHG6
261,TMPO-AS1,TMPO Antisense RNA 1,RNA Gene,18.5,59,TMPO-AS1
262,SNHG17,Small Nucleolar RNA Host Gene 17,RNA Gene,18.5,58,SNHG17
263,LINC00963,Long Intergenic Non-Protein Coding RNA 963,RNA Gene,18.5,52,LINC00963
264,MIR106B,MicroRNA 106b,RNA Gene,18.4,65,MIR106B
265,MIR32,MicroRNA 32,RNA Gene,18.4,59,MIR32
266,OIP5-AS1,OIP5 Antisense RNA 1,RNA Gene,18.4,58,OIP5-AS1
267,MIR10B,MicroRNA 10b,RNA Gene,18.4,62,MIR10B
268,VTI1A,Vesicle Transport Through Interaction With T-SNAREs 1A,Protein Coding,18.3,73,VTI1A
269,LGR5,Leucine Rich Repeat Containing G Protein-Coupled Receptor 5,Protein Coding,18.3,80,LGR5
270,TTN-AS1,TTN Antisense RNA 1,RNA Gene,18.3,68,TTN-AS1
271,MIRLET7G,MicroRNA Let-7g,RNA Gene,18.3,64,MIRLET7G
272,LINC02418,Long Intergenic Non-Protein Coding RNA 2418,RNA Gene,18.2,53,LINC02418
273,MIR191,MicroRNA 191,RNA Gene,18.2,60,MIR191
274,MIR132,MicroRNA 132,RNA Gene,18.2,65,MIR132
275,MIRLET7B,MicroRNA Let-7b,RNA Gene,18.1,66,MIRLET7B
276,YWHAE,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon,Protein Coding,18.1,95,YWHAE
277,AGO2,Argonaute RISC Catalytic Component 2,Protein Coding,18.1,95,AGO2
278,MEN1,Menin 1,Protein Coding,18.1,100,MEN1
279,LINC01354,Long Intergenic Non-Protein Coding RNA 1354,RNA Gene,18.0,53,LINC01354
280,MIR34B,MicroRNA 34b,RNA Gene,18.0,67,MIR34B
281,FENDRR,FOXF1 Adjacent Non-Coding Developmental Regulatory RNA,RNA Gene,18.0,56,FENDRR
282,BCYRN1,Brain Cytoplasmic RNA 1,RNA Gene,18.0,57,BCYRN1
283,POU2AF3,POU Class 2 Homeobox Associating Factor 3,Protein Coding,18.0,51,POU2AF3
284,MIR328,MicroRNA 328,RNA Gene,18.0,60,MIR328
285,ZNF407-AS1,ZNF407 Antisense RNA 1,RNA Gene,18.0,51,ZNF407-AS1
286,MIR24-1,MicroRNA 24-1,RNA Gene,17.9,64,MIR24-1
287,MIR137,MicroRNA 137,RNA Gene,17.9,60,MIR137
288,XRCC1,X-Ray Repair Cross Complementing 1,Protein Coding,17.9,95,XRCC1
289,MIAT,Myocardial Infarction Associated Transcript,RNA Gene,17.9,60,MIAT
290,SMO,"Smoothened, Frizzled Class Receptor",Protein Coding,17.8,100,SMO
291,LINC00707,Long Intergenic Non-Protein Coding RNA 707,RNA Gene,17.8,50,LINC00707
292,PROX1,Prospero Homeobox 1,Protein Coding,17.8,76,PROX1
293,THORLNC,Testis Associated Oncogenic LncRNA,RNA Gene,17.8,56,THORLNC
294,GSTM1,Glutathione S-Transferase Mu 1,Protein Coding,17.8,85,GSTM1
295,MIR296,MicroRNA 296,RNA Gene,17.7,58,MIR296
296,B3GALT5-AS1,B3GALT5 Antisense RNA 1,RNA Gene,17.7,53,B3GALT5-AS1
297,ETV6,ETS Variant Transcription Factor 6,Protein Coding,17.7,95,ETV6
298,FALEC,Focally Amplified LncRNA Regulator Of ECM1,RNA Gene,17.7,53,FALEC
299,MILIP,MYC Inducible LncRNA Inactivating P53,RNA Gene,17.6,51,MILIP
300,LINC02023,Long Intergenic Non-Protein Coding RNA 2023,RNA Gene,17.6,49,LINC02023
301,MIR9-1,MicroRNA 9-1,RNA Gene,17.6,68,MIR9-1
302,MCM3AP-AS1,MCM3AP Antisense RNA 1,RNA Gene,17.6,65,MCM3AP-AS1
303,BANCR,BRAF-Activated Non-Protein Coding RNA,RNA Gene,17.5,53,BANCR
304,MELTF-AS1,MELTF Antisense RNA 1,RNA Gene,17.5,53,MELTF-AS1
305,SLC30A10,Solute Carrier Family 30 Member 10,Protein Coding,17.5,87,SLC30A10
306,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,17.5,96,GSK3B
307,CDKN2B-AS1,CDKN2B And CDKN2A Antisense Cis And Trans Regulatory RNA 1,RNA Gene,17.5,61,CDKN2B-AS1
308,CPS1-IT1,CPS1 Intronic Transcript 1,RNA Gene,17.5,53,CPS1-IT1
309,HNF1A-AS1,HNF1A Antisense RNA 1,RNA Gene,17.4,56,HNF1A-AS1
310,LUCAT1,Lung Cancer Associated Transcript 1,RNA Gene,17.4,53,LUCAT1
311,RUNX1-IT1,RUNX1 Intronic Transcript 1,RNA Gene,17.4,50,RUNX1-IT1
312,DGCR5,DiGeorge Syndrome Critical Region Gene 5,RNA Gene,17.4,56,DGCR5
313,ERCC2,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",Protein Coding,17.4,100,ERCC2
314,MIR96,MicroRNA 96,RNA Gene,17.4,62,MIR96
315,ZEB1-AS1,ZEB1 Antisense RNA 1,RNA Gene,17.4,55,ZEB1-AS1
316,CP,Ceruloplasmin,Protein Coding,17.3,96,CP
317,DLGAP1-AS1,DLGAP1 Antisense RNA 1,RNA Gene,17.3,53,DLGAP1-AS1
318,NR2F1-AS1,NR2F1 Regulatory Antisense RNA 1,RNA Gene,17.3,64,NR2F1-AS1
319,FTX,"FTX Transcript, XIST Regulator",RNA Gene,17.3,57,FTX
320,CD44,CD44 Molecule (IN Blood Group),Protein Coding,17.3,97,CD44
321,BDNF-AS,BDNF Antisense RNA,RNA Gene,17.3,63,BDNF-AS
