analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_BP,Process,GO:0050767,Regulation of neurogenesis,11,368,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000454071']","['IFNG', 'IL1B', 'TP53', 'PPARG', 'ACE', 'BMP2', 'IL33', 'IL6', 'CXCR4', 'TNF', 'LDLR']",2.26e-06,5.79e-05,2.26e-06,5.79e-05,True
GO_BP,Process,GO:0002708,Positive regulation of lymphocyte mediated immunity,7,116,"['9606.ENSP00000231449', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000300134', '9606.ENSP00000337383', '9606.ENSP00000385675', '9606.ENSP00000398698']","['IL4', 'IL1B', 'IL18', 'STAT6', 'NLRP3', 'IL6', 'TNF']",2.27e-06,5.81e-05,2.27e-06,5.81e-05,True
GO_BP,Process,GO:1903201,Regulation of oxidative stress-induced cell death,6,73,"['9606.ENSP00000212015', '9606.ENSP00000336790', '9606.ENSP00000363641', '9606.ENSP00000380252', '9606.ENSP00000398698', '9606.ENSP00000451828']","['SIRT1', 'ATF4', 'TXN', 'NFE2L2', 'TNF', 'AKT1']",2.32e-06,5.93e-05,2.32e-06,5.93e-05,True
GO_BP,Process,GO:0009636,Response to toxic substance,9,229,"['9606.ENSP00000221130', '9606.ENSP00000241052', '9606.ENSP00000261170', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000336790', '9606.ENSP00000363641', '9606.ENSP00000380252', '9606.ENSP00000398698']","['GSR', 'CAT', 'GUCY2C', 'FABP1', 'NOS3', 'ATF4', 'TXN', 'NFE2L2', 'TNF']",2.36e-06,6.01e-05,2.36e-06,6.01e-05,True
GO_BP,Process,GO:0046321,Positive regulation of fatty acid oxidation,4,16,"['9606.ENSP00000287820', '9606.ENSP00000295834', '9606.ENSP00000310928', '9606.ENSP00000385523']","['PPARG', 'FABP1', 'PPARD', 'PPARA']",2.37e-06,6.03e-05,2.37e-06,6.03e-05,True
GO_BP,Process,GO:0019752,Carboxylic acid metabolic process,16,819,"['9606.ENSP00000075120', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000297494', '9606.ENSP00000304592', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000363512', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498939']","['SLC2A3', 'TP53', 'PPARG', 'NOS3', 'FASN', 'PPARD', 'ATF4', 'ACSL4', 'ALOX5', 'PPARA', 'ADIPOQ', 'CD36', 'SLC2A1', 'ACLY', 'ACACA', 'CYP3A4']",2.44e-06,6.2e-05,2.44e-06,6.2e-05,True
GO_BP,Process,GO:0042110,T cell activation,10,298,"['9606.ENSP00000231449', '9606.ENSP00000246657', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000330393', '9606.ENSP00000358072', '9606.ENSP00000385675']","['IL4', 'CCR7', 'STAT3', 'TP53', 'WNT4', 'STAT6', 'CEBPB', 'LEPR', 'ATG5', 'IL6']",2.49e-06,6.3e-05,2.49e-06,6.3e-05,True
GO_BP,Process,GO:0032890,Regulation of organic acid transport,6,74,"['9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000339787', '9606.ENSP00000385523', '9606.ENSP00000398698', '9606.ENSP00000451828']","['IL1A', 'IL1B', 'ACSL4', 'PPARA', 'TNF', 'AKT1']",2.5e-06,6.32e-05,2.5e-06,6.32e-05,True
GO_BP,Process,GO:0045685,Regulation of glial cell differentiation,6,74,"['9606.ENSP00000287820', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000454071']","['PPARG', 'BMP2', 'IL33', 'IL6', 'CXCR4', 'LDLR']",2.5e-06,6.32e-05,2.5e-06,6.32e-05,True
GO_BP,Process,GO:0002252,Immune effector process,11,375,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000290866', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000370842', '9606.ENSP00000385675']","['GRN', 'IFNG', 'IL4', 'STAT3', 'TP53', 'IL18', 'ACE', 'STAT6', 'CEBPB', 'IL33', 'IL6']",2.69e-06,6.78e-05,2.69e-06,6.78e-05,True
GO_BP,Process,GO:0015908,Fatty acid transport,6,75,"['9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000310928', '9606.ENSP00000415743', '9606.ENSP00000416293']","['PPARG', 'ACE', 'FABP1', 'PPARD', 'CD36', 'SLC2A1']",2.69e-06,6.78e-05,2.69e-06,6.78e-05,True
GO_BP,Process,GO:0050766,Positive regulation of phagocytosis,6,75,"['9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000345681', '9606.ENSP00000398698', '9606.ENSP00000415743']","['IFNG', 'IL1B', 'PPARG', 'GATA2', 'TNF', 'CD36']",2.69e-06,6.78e-05,2.69e-06,6.78e-05,True
GO_BP,Process,GO:0046649,Lymphocyte activation,12,457,"['9606.ENSP00000231449', '9606.ENSP00000246657', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000358072', '9606.ENSP00000385675']","['IL4', 'CCR7', 'STAT3', 'TP53', 'IL18', 'WNT4', 'STAT6', 'CEBPB', 'LEPR', 'CD86', 'ATG5', 'IL6']",2.8e-06,7.03e-05,2.8e-06,7.03e-05,True
GO_BP,Process,GO:0010885,Regulation of cholesterol storage,4,17,"['9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000385523', '9606.ENSP00000415743']","['PPARG', 'PPARD', 'PPARA', 'CD36']",2.92e-06,7.29e-05,2.92e-06,7.29e-05,True
GO_BP,Process,GO:0048143,Astrocyte activation,4,17,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000263341', '9606.ENSP00000398698']","['GRN', 'IFNG', 'IL1B', 'TNF']",2.92e-06,7.29e-05,2.92e-06,7.29e-05,True
GO_BP,Process,GO:0071356,Cellular response to tumor necrosis factor,8,175,"['9606.ENSP00000212015', '9606.ENSP00000269305', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'TP53', 'NFE2L2', 'RELA', 'TNF', 'CEBPA', 'AKT1', 'FAS']",3.03e-06,7.55e-05,3.03e-06,7.55e-05,True
GO_BP,Process,GO:0045622,Regulation of T-helper cell differentiation,5,42,"['9606.ENSP00000231449', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000332049', '9606.ENSP00000337383']","['IL4', 'CD80', 'IL18', 'CD86', 'NLRP3']",3.15e-06,7.81e-05,3.15e-06,7.81e-05,True
GO_BP,Process,GO:0009790,Embryo development,18,1049,"['9606.ENSP00000219070', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000263734', '9606.ENSP00000269305', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000305422', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000361405', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828']","['MMP2', 'DUSP1', 'INHBA', 'EPAS1', 'TP53', 'WNT4', 'ACE', 'NOS3', 'CEBPB', 'ATF4', 'ACSL4', 'GATA2', 'MMP9', 'AR', 'BMP2', 'TNF', 'CEBPA', 'AKT1']",3.22e-06,7.96e-05,3.22e-06,7.96e-05,True
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,9,239,"['9606.ENSP00000231449', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000385675', '9606.ENSP00000398698']","['IL4', 'IL1B', 'IL18', 'STAT6', 'IL13', 'NLRP3', 'GATA2', 'IL6', 'TNF']",3.3e-06,8.16e-05,3.3e-06,8.16e-05,True
GO_BP,Process,GO:0035556,Intracellular signal transduction,22,1518,"['9606.ENSP00000212015', '9606.ENSP00000246657', '9606.ENSP00000261170', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000297494', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000352608', '9606.ENSP00000356954', '9606.ENSP00000363822', '9606.ENSP00000374455', '9606.ENSP00000384273', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000415743', '9606.ENSP00000451828']","['SIRT1', 'CCR7', 'GUCY2C', 'IL1B', 'CD80', 'TP53', 'IL18', 'NOS3', 'CEBPB', 'PPARD', 'ATF4', 'NLRP3', 'RYR1', 'CCN2', 'AR', 'SQSTM1', 'RELA', 'CXCR4', 'TNF', 'AGTR1', 'CD36', 'AKT1']",3.37e-06,8.31e-05,3.37e-06,8.31e-05,True
GO_BP,Process,GO:0045058,T cell selection,5,43,"['9606.ENSP00000246657', '9606.ENSP00000264657', '9606.ENSP00000300134', '9606.ENSP00000358072', '9606.ENSP00000385675']","['CCR7', 'STAT3', 'STAT6', 'ATG5', 'IL6']",3.51e-06,8.63e-05,3.51e-06,8.63e-05,True
GO_BP,Process,GO:0097009,Energy homeostasis,5,43,"['9606.ENSP00000212015', '9606.ENSP00000264657', '9606.ENSP00000330393', '9606.ENSP00000374455', '9606.ENSP00000415743']","['SIRT1', 'STAT3', 'LEPR', 'SQSTM1', 'CD36']",3.51e-06,8.63e-05,3.51e-06,8.63e-05,True
GO_BP,Process,GO:0071900,Regulation of protein serine/threonine kinase activity,11,386,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000239223', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000368104', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828']","['SIRT1', 'IFNG', 'DUSP1', 'IL1B', 'PPARG', 'HMGCR', 'BMP2', 'ADIPOQ', 'TNF', 'CEBPA', 'AKT1']",3.52e-06,8.65e-05,3.52e-06,8.65e-05,True
GO_BP,Process,GO:0014068,Positive regulation of phosphatidylinositol 3-kinase signaling,6,79,"['9606.ENSP00000212015', '9606.ENSP00000241052', '9606.ENSP00000280357', '9606.ENSP00000310928', '9606.ENSP00000355231', '9606.ENSP00000398698']","['SIRT1', 'CAT', 'IL18', 'PPARD', 'BECN1', 'TNF']",3.57e-06,8.73e-05,3.57e-06,8.73e-05,True
GO_BP,Process,GO:1902107,Positive regulation of leukocyte differentiation,8,181,"['9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000398698']","['IFNG', 'IL4', 'IL5', 'CD80', 'IL18', 'CD86', 'NLRP3', 'TNF']",3.85e-06,9.4e-05,3.85e-06,9.4e-05,True
GO_BP,Process,GO:2000378,Negative regulation of reactive oxygen species metabolic process,5,44,"['9606.ENSP00000269305', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000377192', '9606.ENSP00000385523']","['TP53', 'BECN1', 'ATG5', 'G6PD', 'PPARA']",3.89e-06,9.46e-05,3.89e-06,9.46e-05,True
GO_BP,Process,GO:0009416,Response to light stimulus,10,314,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000241052', '9606.ENSP00000269305', '9606.ENSP00000287936', '9606.ENSP00000336790', '9606.ENSP00000361405', '9606.ENSP00000384273', '9606.ENSP00000451828']","['SIRT1', 'TIMP1', 'MMP2', 'CAT', 'TP53', 'HMGCR', 'ATF4', 'MMP9', 'RELA', 'AKT1']",3.9e-06,9.48e-05,3.9e-06,9.48e-05,True
GO_BP,Process,GO:0046483,Heterocycle metabolic process,32,2891,"['9606.ENSP00000075120', '9606.ENSP00000212015', '9606.ENSP00000242208', '9606.ENSP00000261170', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000323036', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000356954', '9606.ENSP00000363512', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000391269', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498939']","['SLC2A3', 'SIRT1', 'INHBA', 'GUCY2C', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'HMGCR', 'STAT6', 'CEBPB', 'ACPP', 'ATF4', 'ACSL4', 'GATA2', 'SREBF1', 'CCN2', 'ALOX5', 'AR', 'BMP2', 'SQSTM1', 'NFE2L2', 'RELA', 'RBFOX1', 'ESR1', 'SLC2A1', 'RXRA', 'CEBPA', 'NR4A1', 'ACLY', 'ACACA', 'CYP3A4']",3.93e-06,9.53e-05,3.93e-06,9.53e-05,True
GO_BP,Process,GO:0007399,Nervous system development,27,2188,"['9606.ENSP00000053867', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000242208', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000355231', '9606.ENSP00000358513', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000377192', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000416293', '9606.ENSP00000451828']","['GRN', 'MMP2', 'IFNG', 'INHBA', 'IL1B', 'STAT3', 'TNC', 'TP53', 'WNT4', 'ACE', 'CEBPB', 'PPARD', 'LEPR', 'ATF4', 'ACSL4', 'GATA2', 'BECN1', 'CNR1', 'BMP2', 'IL33', 'G6PD', 'IL6', 'CXCR4', 'RBFOX1', 'TNF', 'SLC2A1', 'AKT1']",4.14e-06,0.0001,4.14e-06,0.0001,True
GO_BP,Process,GO:0071456,Cellular response to hypoxia,7,128,"['9606.ENSP00000212015', '9606.ENSP00000263734', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000295834', '9606.ENSP00000310928', '9606.ENSP00000380252']","['SIRT1', 'EPAS1', 'TP53', 'PPARG', 'FABP1', 'PPARD', 'NFE2L2']",4.22e-06,0.0001,4.22e-06,0.0001,True
GO_BP,Process,GO:1900221,Regulation of amyloid-beta clearance,4,19,"['9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000287936', '9606.ENSP00000398698']","['IFNG', 'IL4', 'HMGCR', 'TNF']",4.29e-06,0.0001,4.29e-06,0.0001,True
GO_BP,Process,GO:0061041,Regulation of wound healing,7,130,"['9606.ENSP00000290167', '9606.ENSP00000297494', '9606.ENSP00000363512', '9606.ENSP00000380252', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000415743']","['WNT4', 'NOS3', 'ALOX5', 'NFE2L2', 'CXCR4', 'TNF', 'CD36']",4.65e-06,0.00011,4.65e-06,0.00011,True
GO_BP,Process,GO:0045165,Cell fate commitment,9,250,"['9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000345681', '9606.ENSP00000368104', '9606.ENSP00000385675']","['EPAS1', 'STAT3', 'TP53', 'PPARG', 'WNT4', 'STAT6', 'GATA2', 'BMP2', 'IL6']",4.7e-06,0.00011,4.7e-06,0.00011,True
GO_BP,Process,GO:1903522,Regulation of blood circulation,9,250,"['9606.ENSP00000219070', '9606.ENSP00000263734', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000356954', '9606.ENSP00000398698', '9606.ENSP00000398832']","['MMP2', 'EPAS1', 'ACE', 'NOS3', 'SREBF1', 'TPM1', 'CCN2', 'TNF', 'AGTR1']",4.7e-06,0.00011,4.7e-06,0.00011,True
GO_BP,Process,GO:1903202,Negative regulation of oxidative stress-induced cell death,5,46,"['9606.ENSP00000212015', '9606.ENSP00000336790', '9606.ENSP00000363641', '9606.ENSP00000380252', '9606.ENSP00000451828']","['SIRT1', 'ATF4', 'TXN', 'NFE2L2', 'AKT1']",4.75e-06,0.00011,4.75e-06,0.00011,True
GO_BP,Process,GO:2001239,Regulation of extrinsic apoptotic signaling pathway in absence of ligand,5,46,"['9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000398698', '9606.ENSP00000451828']","['INHBA', 'IL1A', 'IL1B', 'TNF', 'AKT1']",4.75e-06,0.00011,4.75e-06,0.00011,True
GO_BP,Process,GO:0042129,Regulation of T cell proliferation,8,187,"['9606.ENSP00000231449', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000305422', '9606.ENSP00000332049', '9606.ENSP00000385675']","['IL4', 'IL1A', 'IL1B', 'CD80', 'IL18', 'CEBPB', 'CD86', 'IL6']",4.86e-06,0.00012,4.86e-06,0.00012,True
GO_BP,Process,GO:0031998,Regulation of fatty acid beta-oxidation,4,20,"['9606.ENSP00000295834', '9606.ENSP00000358513', '9606.ENSP00000385523', '9606.ENSP00000451828']","['FABP1', 'CNR1', 'PPARA', 'AKT1']",5.12e-06,0.00012,5.12e-06,0.00012,True
GO_BP,Process,GO:1902894,Negative regulation of miRNA transcription,4,20,"['9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000384273', '9606.ENSP00000385523']","['PPARG', 'PPARD', 'RELA', 'PPARA']",5.12e-06,0.00012,5.12e-06,0.00012,True
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,8,190,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000300134', '9606.ENSP00000370842', '9606.ENSP00000385675']","['GRN', 'IFNG', 'IL4', 'STAT3', 'TP53', 'STAT6', 'IL33', 'IL6']",5.43e-06,0.00013,5.43e-06,0.00013,True
GO_BP,Process,GO:0055093,Response to hyperoxia,4,21,"['9606.ENSP00000219070', '9606.ENSP00000241052', '9606.ENSP00000287820', '9606.ENSP00000498466']","['MMP2', 'CAT', 'PPARG', 'FAS']",6.08e-06,0.00014,6.08e-06,0.00014,True
GO_BP,Process,GO:0022408,Negative regulation of cell-cell adhesion,8,194,"['9606.ENSP00000231449', '9606.ENSP00000264246', '9606.ENSP00000305422', '9606.ENSP00000332049', '9606.ENSP00000368104', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000451828']","['IL4', 'CD80', 'CEBPB', 'CD86', 'BMP2', 'PPARA', 'ADIPOQ', 'AKT1']",6.3e-06,0.00015,6.3e-06,0.00015,True
GO_BP,Process,GO:0043618,Regulation of transcription from RNA polymerase II promoter in response to stress,5,49,"['9606.ENSP00000263734', '9606.ENSP00000269305', '9606.ENSP00000305422', '9606.ENSP00000336790', '9606.ENSP00000380252']","['EPAS1', 'TP53', 'CEBPB', 'ATF4', 'NFE2L2']",6.33e-06,0.00015,6.33e-06,0.00015,True
GO_BP,Process,GO:0045776,Negative regulation of blood pressure,5,49,"['9606.ENSP00000297494', '9606.ENSP00000358513', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698']","['NOS3', 'CNR1', 'PPARA', 'ADIPOQ', 'TNF']",6.33e-06,0.00015,6.33e-06,0.00015,True
GO_BP,Process,GO:0010952,Positive regulation of peptidase activity,8,195,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000264657', '9606.ENSP00000287820', '9606.ENSP00000337383', '9606.ENSP00000356954', '9606.ENSP00000398698', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'STAT3', 'PPARG', 'NLRP3', 'CCN2', 'TNF', 'FAS']",6.53e-06,0.00015,6.53e-06,0.00015,True
GO_BP,Process,GO:0002695,Negative regulation of leukocyte activation,8,196,"['9606.ENSP00000053867', '9606.ENSP00000231449', '9606.ENSP00000242208', '9606.ENSP00000264246', '9606.ENSP00000305422', '9606.ENSP00000332049', '9606.ENSP00000358513', '9606.ENSP00000454071']","['GRN', 'IL4', 'INHBA', 'CD80', 'CEBPB', 'CD86', 'CNR1', 'LDLR']",6.77e-06,0.00016,6.77e-06,0.00016,True
GO_BP,Process,GO:0051726,Regulation of cell cycle,18,1108,"['9606.ENSP00000212015', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000290167', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000357643', '9606.ENSP00000368104', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828']","['SIRT1', 'DUSP1', 'INHBA', 'IL1A', 'IL1B', 'STAT3', 'TP53', 'WNT4', 'UBE2C', 'COPS5', 'BECN1', 'CCN2', 'MKI67', 'BMP2', 'TNF', 'CEBPA', 'NR4A1', 'AKT1']",6.79e-06,0.00016,6.79e-06,0.00016,True
GO_BP,Process,GO:0032370,Positive regulation of lipid transport,6,89,"['9606.ENSP00000212015', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000389814', '9606.ENSP00000419692']","['SIRT1', 'IL1A', 'IL1B', 'PPARG', 'ADIPOQ', 'RXRA']",6.82e-06,0.00016,6.82e-06,0.00016,True
GO_BP,Process,GO:0007623,Circadian rhythm,7,139,"['9606.ENSP00000212015', '9606.ENSP00000269305', '9606.ENSP00000336790', '9606.ENSP00000348069', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698']","['SIRT1', 'TP53', 'ATF4', 'SREBF1', 'PPARA', 'ADIPOQ', 'TNF']",7.08e-06,0.00016,7.08e-06,0.00016,True
GO_BP,Process,GO:0032787,Monocarboxylic acid metabolic process,12,502,"['9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000304592', '9606.ENSP00000310928', '9606.ENSP00000339787', '9606.ENSP00000363512', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000415743', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498939']","['TP53', 'PPARG', 'FASN', 'PPARD', 'ACSL4', 'ALOX5', 'PPARA', 'ADIPOQ', 'CD36', 'ACLY', 'ACACA', 'CYP3A4']",7.13e-06,0.00016,7.13e-06,0.00016,True
GO_BP,Process,GO:0045624,Positive regulation of T-helper cell differentiation,4,22,"['9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000332049', '9606.ENSP00000337383']","['CD80', 'IL18', 'CD86', 'NLRP3']",7.15e-06,0.00017,7.15e-06,0.00017,True
GO_BP,Process,GO:0034644,Cellular response to UV,6,90,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000269305', '9606.ENSP00000336790', '9606.ENSP00000361405']","['SIRT1', 'TIMP1', 'MMP2', 'TP53', 'ATF4', 'MMP9']",7.25e-06,0.00017,7.25e-06,0.00017,True
GO_BP,Process,GO:0071248,Cellular response to metal ion,8,198,"['9606.ENSP00000292427', '9606.ENSP00000336790', '9606.ENSP00000352608', '9606.ENSP00000355231', '9606.ENSP00000361405', '9606.ENSP00000380252', '9606.ENSP00000427514', '9606.ENSP00000451828']","['CYP11B1', 'ATF4', 'RYR1', 'BECN1', 'MMP9', 'NFE2L2', 'CEBPA', 'AKT1']",7.27e-06,0.00017,7.27e-06,0.00017,True
GO_BP,Process,GO:0097746,Blood vessel diameter maintenance,7,140,"['9606.ENSP00000219070', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000358072', '9606.ENSP00000398698', '9606.ENSP00000398832']","['MMP2', 'ACE', 'NOS3', 'PPARD', 'ATG5', 'TNF', 'AGTR1']",7.41e-06,0.00017,7.41e-06,0.00017,True
GO_BP,Process,GO:0006111,Regulation of gluconeogenesis,5,51,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000330393', '9606.ENSP00000385523', '9606.ENSP00000389814']","['SIRT1', 'NR3C1', 'LEPR', 'PPARA', 'ADIPOQ']",7.59e-06,0.00017,7.59e-06,0.00017,True
GO_BP,Process,GO:1903531,Negative regulation of secretion by cell,7,141,"['9606.ENSP00000242208', '9606.ENSP00000263341', '9606.ENSP00000287936', '9606.ENSP00000339787', '9606.ENSP00000348069', '9606.ENSP00000358513', '9606.ENSP00000389814']","['INHBA', 'IL1B', 'HMGCR', 'ACSL4', 'SREBF1', 'CNR1', 'ADIPOQ']",7.74e-06,0.00018,7.74e-06,0.00018,True
GO_BP,Process,GO:0010638,Positive regulation of organelle organization,12,508,"['9606.ENSP00000053867', '9606.ENSP00000231454', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000290167', '9606.ENSP00000351022', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000398698']","['GRN', 'IL5', 'CCR7', 'IL1A', 'IL1B', 'TP53', 'WNT4', 'TPM1', 'BECN1', 'CCN2', 'MMP9', 'TNF']",8.02e-06,0.00018,8.02e-06,0.00018,True
