"RelativePath","Bytes","LastWriteTimeUtc"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_chemical_classification.csv","37930032","2026-08-22T06:35:49.4025305Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_degree_matched_permutation.csv","12943","2026-08-22T06:38:36.0909554Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_manifest.json","1950","2026-08-22T06:39:40.9871898Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_protocol.md","9892","2026-08-22T06:35:19.7300661Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_ranked_allctd.csv","876601","2026-08-22T06:35:52.8745853Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_ranked_core.csv","872082","2026-08-22T06:35:52.8476858Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_report.md","5963","2026-08-22T06:38:36.1239990Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_top20_stability.csv","1145","2026-08-22T06:38:36.1199585Z"
"repository\whynot17\outputs\environmental_toxicology_crc_phase1_top20.csv","13051","2026-08-22T06:35:52.8790993Z"
"repository\whynot17\outputs\figure5_collision_audit.csv","3037","2026-08-24T12:32:22.6271597Z"
"repository\whynot17\outputs\figure5_epithelial_state_composition.csv","28669","2026-08-24T12:29:56.9071164Z"
"repository\whynot17\outputs\figure5_evidence_tier_lock.csv","1041","2026-08-24T12:32:22.6321604Z"
"repository\whynot17\outputs\figure5_final_report.md","17327","2026-08-24T12:32:22.6623208Z"
"repository\whynot17\outputs\figure5_manifest.json","2029","2026-08-24T12:32:22.7483255Z"
"repository\whynot17\outputs\figure5_ppar_definition_comparison.csv","7603","2026-08-24T12:29:54.6808301Z"
"repository\whynot17\outputs\figure5_ppar_gene_module_decomposition.csv","79370","2026-08-24T12:29:56.6064706Z"
"repository\whynot17\outputs\figure5_ppar_literature_definition_audit.csv","5081","2026-08-24T12:32:22.6161595Z"
"repository\whynot17\outputs\figure5_state_correlation_matrix.csv","1621","2026-08-24T12:30:23.1356307Z"
"repository\whynot17\outputs\figure5_toxicology_bridge_evidence.csv","3448","2026-08-24T12:32:22.6211602Z"
"repository\whynot17\outputs\figure5_within_state_ppar_analysis.csv","620","2026-08-24T12:29:56.9595732Z"
"repository\whynot17\outputs\leave_one_dataset_out.csv","2237","2026-08-22T02:50:42.5753820Z"
"repository\whynot17\outputs\manifest.json","396","2026-08-22T02:50:42.5753820Z"
"repository\whynot17\outputs\manuscript\figure_contracts_v1.md","4435","2026-08-23T11:17:28.2867905Z"
"repository\whynot17\outputs\manuscript\figure_master_blueprint_v1.md","17503","2026-08-23T11:17:28.9505804Z"
"repository\whynot17\outputs\manuscript\figures\derive_manuscript_rcs_ci_v1.py","5815","2026-08-23T08:32:33.1006615Z"
"repository\whynot17\outputs\manuscript\figures\figure_legends_v1.md","3894","2026-08-23T11:16:15.8548427Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v1.pdf","64425","2026-08-23T09:35:35.2133984Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v1.png","497954","2026-08-23T09:35:35.5496693Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v1.svg","72337","2026-08-23T09:35:34.9294166Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2_QA.md","1870","2026-08-23T11:17:41.4060642Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2_source_manifest.csv","355","2026-08-23T11:17:41.4040668Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2_statistics.md","1859","2026-08-23T11:17:41.4050637Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2.pdf","61578","2026-08-23T11:17:41.0571801Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2.png","245412","2026-08-23T11:17:41.2752150Z"
"repository\whynot17\outputs\manuscript\figures\Figure1_study_design_v2.svg","55776","2026-08-23T11:17:41.4006424Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1_legend.md","1017","2026-08-23T11:39:00.3850349Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1_QA.md","433","2026-08-23T11:39:00.3845116Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1_source_manifest.csv","1513","2026-08-23T11:39:00.3834660Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1_statistics.md","509","2026-08-23T11:39:00.3845116Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1.pdf","91595","2026-08-23T11:38:59.8359835Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1.png","427035","2026-08-23T11:39:00.1905106Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v1.svg","89800","2026-08-23T11:39:00.3730375Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2_legend.md","1061","2026-08-23T11:53:23.0811287Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2_QA.md","732","2026-08-23T11:53:23.0811287Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2_source_manifest.csv","1525","2026-08-23T11:53:23.0801278Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2_statistics.md","509","2026-08-23T11:53:23.0811287Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2.pdf","90102","2026-08-23T11:53:22.4915565Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2.png","390870","2026-08-23T11:53:22.8854410Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_candidate_triage_v2.svg","80416","2026-08-23T11:53:23.0701223Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_nhanes_primary_v1.pdf","77028","2026-08-23T09:35:38.0438156Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_nhanes_primary_v1.png","463858","2026-08-23T09:35:38.4041966Z"
"repository\whynot17\outputs\manuscript\figures\Figure2_nhanes_primary_v1.svg","46529","2026-08-23T09:35:37.5861568Z"
"repository\whynot17\outputs\manuscript\figures\Figure3_robustness_v1.pdf","77923","2026-08-23T09:35:40.6457449Z"
"repository\whynot17\outputs\manuscript\figures\Figure3_robustness_v1.png","551772","2026-08-23T09:35:41.0711679Z"
"repository\whynot17\outputs\manuscript\figures\Figure3_robustness_v1.svg","60868","2026-08-23T09:35:40.2727774Z"
"repository\whynot17\outputs\manuscript\figures\Figure4_ppar_singlecell_v1.pdf","83710","2026-08-23T09:35:44.0259642Z"
"repository\whynot17\outputs\manuscript\figures\Figure4_ppar_singlecell_v1.png","1026566","2026-08-23T09:35:44.4984249Z"
"repository\whynot17\outputs\manuscript\figures\Figure4_ppar_singlecell_v1.svg","117187","2026-08-23T09:35:43.5297007Z"
"repository\whynot17\outputs\manuscript\figures\Figure5_integrated_model_v1.pdf","68864","2026-08-23T09:35:46.0601322Z"
"repository\whynot17\outputs\manuscript\figures\Figure5_integrated_model_v1.png","361806","2026-08-23T09:35:46.3066387Z"
"repository\whynot17\outputs\manuscript\figures\Figure5_integrated_model_v1.svg","15460","2026-08-23T09:35:45.7218494Z"
"repository\whynot17\outputs\manuscript\figures\file_manifest_sha256.csv","11726","2026-08-23T09:45:41.8446992Z"
"repository\whynot17\outputs\manuscript\figures\make_manuscript_figures_v1.py","59825","2026-08-23T09:35:23.2626171Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelA_discovery_universe_v1.pdf","40308","2026-08-23T09:35:33.6751730Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelA_discovery_universe_v1.png","114829","2026-08-23T09:35:33.7447732Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelA_discovery_universe_v1.svg","7778","2026-08-23T09:35:33.3471303Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelB_ranked_screen_v1.pdf","49063","2026-08-23T09:35:34.0912294Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelB_ranked_screen_v1.png","147867","2026-08-23T09:35:34.1977377Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelB_ranked_screen_v1.svg","57814","2026-08-23T09:35:33.8632017Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelC_biomarker_translation_v1.pdf","36521","2026-08-23T09:35:34.4510151Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelC_biomarker_translation_v1.png","79549","2026-08-23T09:35:34.5040439Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelC_biomarker_translation_v1.svg","5837","2026-08-23T09:35:34.2529998Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelD_study_roadmap_v1.pdf","50485","2026-08-23T09:35:34.7931597Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelD_study_roadmap_v1.png","114659","2026-08-23T09:35:34.8646886Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure1_panelD_study_roadmap_v1.svg","6961","2026-08-23T09:35:34.5838841Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelA_primary_estimate_v1.pdf","55145","2026-08-23T09:35:36.0267522Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelA_primary_estimate_v1.png","83146","2026-08-23T09:35:36.0899305Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelA_primary_estimate_v1.svg","8356","2026-08-23T09:35:35.7203200Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelB_implementation_check_v1.pdf","40433","2026-08-23T09:35:36.3498026Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelB_implementation_check_v1.png","75065","2026-08-23T09:35:36.4110256Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelB_implementation_check_v1.svg","9526","2026-08-23T09:35:36.1485146Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelC_loco_v1.pdf","52852","2026-08-23T09:35:36.7906378Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelC_loco_v1.png","134322","2026-08-23T09:35:36.8971316Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelC_loco_v1.svg","17838","2026-08-23T09:35:36.5021247Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelD_per_cycle_v1.pdf","63869","2026-08-23T09:35:37.4104366Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelD_per_cycle_v1.png","152458","2026-08-23T09:35:37.5235202Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure2_panelD_per_cycle_v1.svg","17605","2026-08-23T09:35:36.9944044Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelA_sensitivity_v1.pdf","51159","2026-08-23T09:35:38.8590540Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelA_sensitivity_v1.png","174854","2026-08-23T09:35:38.9831053Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelA_sensitivity_v1.svg","18391","2026-08-23T09:35:38.6346325Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelB_coexposure_v1.pdf","41693","2026-08-23T09:35:39.2613519Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelB_coexposure_v1.png","97989","2026-08-23T09:35:39.3421485Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelB_coexposure_v1.svg","14511","2026-08-23T09:35:39.0522642Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelC_rcs_v1.pdf","58961","2026-08-23T09:35:39.7499061Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelC_rcs_v1.png","159216","2026-08-23T09:35:39.8554600Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelC_rcs_v1.svg","23182","2026-08-23T09:35:39.4346788Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelD_quartiles_v1.pdf","43334","2026-08-23T09:35:40.1329467Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelD_quartiles_v1.png","93175","2026-08-23T09:35:40.2017520Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure3_panelD_quartiles_v1.svg","11378","2026-08-23T09:35:39.9214735Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelA_tcga_pairs_v1.pdf","60627","2026-08-23T09:35:41.7160034Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelA_tcga_pairs_v1.png","272797","2026-08-23T09:35:41.8125151Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelA_tcga_pairs_v1.svg","25018","2026-08-23T09:35:41.3274607Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelB_census_epithelium_v1.pdf","56300","2026-08-23T09:35:42.2290275Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelB_census_epithelium_v1.png","336036","2026-08-23T09:35:42.3650070Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelB_census_epithelium_v1.svg","49810","2026-08-23T09:35:41.9230112Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelC_compartments_v1.pdf","56889","2026-08-23T09:35:42.8141555Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelC_compartments_v1.png","196578","2026-08-23T09:35:42.9348686Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelC_compartments_v1.svg","36941","2026-08-23T09:35:42.4860462Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelD_gse144735_v1.pdf","55578","2026-08-23T09:35:43.3401588Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelD_gse144735_v1.png","156578","2026-08-23T09:35:43.4405062Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure4_panelD_gse144735_v1.svg","13165","2026-08-23T09:35:43.0253850Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelA_discovery_layer_v1.pdf","45394","2026-08-23T09:35:44.8542379Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelA_discovery_layer_v1.png","89079","2026-08-23T09:35:44.9239629Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelA_discovery_layer_v1.svg","7291","2026-08-23T09:35:44.6393029Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelB_human_biomonitoring_v1.pdf","51636","2026-08-23T09:35:45.2026586Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelB_human_biomonitoring_v1.png","113748","2026-08-23T09:35:45.2820038Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelB_human_biomonitoring_v1.svg","7346","2026-08-23T09:35:44.9930638Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelC_crc_state_v1.pdf","55403","2026-08-23T09:35:45.6292094Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelC_crc_state_v1.png","97778","2026-08-23T09:35:45.7008445Z"
"repository\whynot17\outputs\manuscript\figures\panels\Figure5_panelC_crc_state_v1.svg","6530","2026-08-23T09:35:45.3425302Z"
"repository\whynot17\outputs\manuscript\figures\QA_report.md","4334","2026-08-23T09:42:13.3845416Z"
"repository\whynot17\outputs\manuscript\figures\README.md","2351","2026-08-23T11:53:14.9544698Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure3_human_mcop_v4.pdf","72075","2026-08-23T12:27:55.7767562Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure3_human_mcop_v4.png","347634","2026-08-23T12:27:56.0805503Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure3_human_mcop_v4.svg","82865","2026-08-23T12:27:56.2600950Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure4_mcop_robustness_v2.pdf","94845","2026-08-23T12:27:56.8501219Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure4_mcop_robustness_v2.png","355508","2026-08-23T12:27:57.1646171Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure4_mcop_robustness_v2.svg","175342","2026-08-23T12:27:57.3536768Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure5_ppar_convergence_v2.pdf","68566","2026-08-23T12:27:57.8718511Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure5_ppar_convergence_v2.png","331432","2026-08-23T12:27:58.1249320Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figure5_ppar_convergence_v2.svg","64005","2026-08-23T12:27:58.2400509Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figures3_5_redesign_v4_QA.md","1529","2026-08-23T12:27:58.2545639Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figures3_5_redesign_v4_source_manifest.csv","3598","2026-08-23T12:27:58.2535629Z"
"repository\whynot17\outputs\manuscript\figures\redesign_v4\Figures3_5_redesign_v4_statistics.md","1087","2026-08-23T12:27:58.2545639Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure1_panelA_workflow_nodes.csv","225","2026-08-23T09:35:33.1412496Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure1_panelC_translation_links.csv","133","2026-08-23T09:35:33.1422488Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure1_panelD_study_roadmap.csv","199","2026-08-23T09:35:33.1432536Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure1_primary_screen.csv","34587","2026-08-23T09:35:33.1402486Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_biomarker_translation_v2.csv","136","2026-08-23T11:53:21.1588462Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_biomarker_translation.csv","136","2026-08-23T11:38:58.6061318Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_cycle_interaction.csv","364","2026-08-22T11:36:16.9744761Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_loco.csv","1567","2026-08-22T09:36:44.3830463Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_per_cycle.csv","1656","2026-08-22T11:36:16.9074082Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_primary_python_vs_r.csv","842","2026-08-23T02:44:03.5376672Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_pubmed_collision_audit_v2.csv","1869","2026-08-23T11:53:21.1588462Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_pubmed_collision_audit.csv","1657","2026-08-23T11:38:58.6051319Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_top30_screen_v2.csv","4214","2026-08-23T11:53:21.1558440Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_top30_screen.csv","4214","2026-08-23T11:38:58.6021317Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_triage_matrix_v2.csv","672","2026-08-23T11:53:21.1578464Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure2_triage_matrix.csv","577","2026-08-23T11:38:58.6041333Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure3_coexposure.csv","4888","2026-08-22T12:52:10.4100633Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure3_rcs_curve_with_ci_metadata.json","701","2026-08-23T08:32:42.5730107Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure3_rcs_curve_with_ci.csv","32175","2026-08-23T08:32:42.5720031Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure3_sensitivity.csv","12013","2026-08-23T02:44:03.5431932Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure3_weighted_quartiles.csv","2641","2026-08-23T02:44:03.5451947Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_bulk_sample_manifest.csv","90629","2026-08-22T13:36:02.5255645Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_bulk_scores.csv","150890","2026-08-22T13:36:02.5384207Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_census_donor_scores.csv","86135","2026-08-23T01:50:36.8443776Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_census_paired_summary.csv","1808","2026-08-23T01:50:36.8577295Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_gse144735_paired_summary.csv","871","2026-08-23T01:51:09.8328026Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_gse144735_scores.csv","2408","2026-08-23T01:51:09.8291066Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure4_tcga_paired_summary.csv","661","2026-08-22T13:36:02.5441200Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure5_evidence_links.csv","341","2026-08-23T09:35:44.5134268Z"
"repository\whynot17\outputs\manuscript\figures\source_data\figure5_evidence_nodes.csv","481","2026-08-23T09:35:44.5124271Z"
"repository\whynot17\outputs\manuscript\figures\source_data\README.md","2942","2026-08-23T11:53:15.6083208Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_clean_loco.png","133225","2026-08-23T12:10:18.8567511Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_clean_per_cycle.png","154999","2026-08-23T12:10:18.9572170Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1_legend.md","477","2026-08-23T12:10:21.0980173Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1_QA.md","427","2026-08-23T12:10:21.0980173Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1_source_manifest.csv","931","2026-08-23T12:10:21.1020172Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1_statistics.md","146","2026-08-23T12:10:21.0980173Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1.pdf","205612","2026-08-23T12:10:19.9722581Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1.png","293254","2026-08-23T12:10:21.0950148Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure3_human_mcop_v1.svg","279300","2026-08-23T12:10:20.5100571Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1_legend.md","204","2026-08-23T12:10:23.9366705Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1_QA.md","225","2026-08-23T12:10:23.9376705Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1_source_manifest.csv","941","2026-08-23T12:10:23.9386724Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1_statistics.md","100","2026-08-23T12:10:23.9366705Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1.pdf","271871","2026-08-23T12:10:22.2549974Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1.png","317345","2026-08-23T12:10:23.9356687Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure4_robustness_v1.svg","402100","2026-08-23T12:10:23.0833234Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1_legend.md","222","2026-08-23T12:10:27.0429165Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1_QA.md","225","2026-08-23T12:10:27.0439232Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1_source_manifest.csv","905","2026-08-23T12:10:27.0449241Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1_statistics.md","100","2026-08-23T12:10:27.0439232Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1.pdf","404888","2026-08-23T12:10:25.2202347Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1.png","480670","2026-08-23T12:10:27.0406817Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v1\Figure5_ppar_convergence_v1.svg","580448","2026-08-23T12:10:26.1173126Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2_QA.md","535","2026-08-23T12:16:02.7736659Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2_source_manifest.csv","288","2026-08-23T12:16:02.7786689Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2_statistics.md","828","2026-08-23T12:16:02.7746685Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2.pdf","31265","2026-08-23T12:16:02.4009165Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2.png","279962","2026-08-23T12:16:02.7706636Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v2\Figure3_human_mcop_v2.svg","37913","2026-08-23T12:16:02.5340213Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3_QA.md","619","2026-08-23T12:19:39.8194207Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3_source_manifest.csv","284","2026-08-23T12:19:39.8232248Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3_statistics.md","680","2026-08-23T12:19:39.8199366Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3.pdf","41708","2026-08-23T12:19:39.2919782Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3.png","371231","2026-08-23T12:19:39.8160815Z"
"repository\whynot17\outputs\manuscript\figures\upgrade_v3\Figure3_human_mcop_v3.svg","75097","2026-08-23T12:19:39.5009693Z"
"repository\whynot17\outputs\mbzp_crc_phase1_full_overlap_genes.csv","6604","2026-08-22T08:01:18.8555809Z"
"repository\whynot17\outputs\mbzp_crc_phase1_overlap_gene_summary.csv","1057","2026-08-22T08:01:18.8661102Z"
"repository\whynot17\outputs\mbzp_crc_phase1_overlap_interactions_long.csv","4423","2026-08-22T08:01:18.8565937Z"
"repository\whynot17\outputs\mbzp_crc_phase2_complete_case_audit.csv","1142","2026-08-22T08:01:23.4502514Z"
"repository\whynot17\outputs\mbzp_crc_phase2_cycle_audit.csv","2338","2026-08-22T07:09:11.0310692Z"
"repository\whynot17\outputs\mbzp_crc_phase2_diagnosis_timing.csv","227","2026-08-22T08:01:25.7665205Z"
"repository\whynot17\outputs\mbzp_crc_phase2_leave_one_cycle_out.csv","1896","2026-08-22T08:01:27.5673352Z"
"repository\whynot17\outputs\mbzp_crc_phase2_main_models.csv","1673","2026-08-22T08:01:24.5264845Z"
"repository\whynot17\outputs\mbzp_crc_phase2_manifest.json","26263","2026-08-22T08:01:29.3152143Z"
"repository\whynot17\outputs\mbzp_crc_phase2_phthalate_burden.csv","311","2026-08-22T08:01:29.2585735Z"
"repository\whynot17\outputs\mbzp_crc_phase2_phthalate_comparison.csv","2903","2026-08-22T08:01:29.2555626Z"
"repository\whynot17\outputs\mbzp_crc_phase2_phthalate_correlations.csv","1668","2026-08-22T08:01:29.2565642Z"
"repository\whynot17\outputs\mbzp_crc_phase2_quartiles.csv","840","2026-08-22T08:01:25.3850825Z"
"repository\whynot17\outputs\mbzp_crc_phase2_report.md","2338","2026-08-22T08:01:29.2645702Z"
"repository\whynot17\outputs\mbzp_crc_phase2_sample_audit.csv","1196","2026-08-22T07:09:11.0342132Z"
"repository\whynot17\outputs\mbzp_crc_phase2_sensitivity.csv","931","2026-08-22T08:01:26.3205329Z"
"repository\whynot17\outputs\mbzp_crc_phase2_spline.csv","123","2026-08-22T08:01:25.7594516Z"
