gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061100,PubChem BioAssay,"assay_name=5-hydroxytryptamine receptor 2A (HTR2A) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH96839"
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061101,PubChem BioAssay,"assay_name=5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession="
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061101,PubChem BioAssay,"assay_name=5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH96839"
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061101,PubChem BioAssay,"assay_name=5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession="
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061101,PubChem BioAssay,"assay_name=5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH96839"
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061102,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_000729"
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061102,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_000729"
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061103,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession="
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061103,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_000729"
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061103,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession="
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061103,PubChem BioAssay,"assay_name=Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_000729"
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061104,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061104,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH21195"
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061104,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061104,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH21195"
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061105,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061105,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH21195"
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061105,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061105,PubChem BioAssay,"assay_name=Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH21195"
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:2061106,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:2061106,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_000015"
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061106,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061106,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_000015"
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,0.702671,,,,,PubChem-AID:2061107,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,0.702671,,,,,PubChem-AID:2061107,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_000015"
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061107,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession="
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:2061107,PubChem BioAssay,"assay_name=Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_000015"
St1a1,P17988,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Rattus norvegicus,,,8000.0,,,,,ChEMBL-assay:CHEMBL651158; ChEMBL-document:CHEMBL1135676,ChEMBL,target=CHEMBL4886; target_type=SINGLE PROTEIN; standard_type=Km; standard_units=nM; relation==; assay_description=Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)
St1a1,P17988,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Rattus norvegicus,,,1130.0,,,,,ChEMBL-assay:CHEMBL651159; ChEMBL-document:CHEMBL1135676,ChEMBL,target=CHEMBL4886; target_type=SINGLE PROTEIN; standard_type=Vmax; standard_units=nM min-1; relation==; assay_description=Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)
St1a1,P17988,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Rattus norvegicus,,,4790.0,,,,,ChEMBL-assay:CHEMBL846524; ChEMBL-document:CHEMBL1135676,ChEMBL,target=CHEMBL4886; target_type=SINGLE PROTEIN; standard_type=Ratio; standard_units=; relation==; assay_description=Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-2.28,,,,,ChEMBL-assay:CHEMBL631962; ChEMBL-document:CHEMBL1132890,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=Log S; standard_units=; relation==; assay_description=Aqueous solubility
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,2.7,,,,,ChEMBL-assay:CHEMBL631694; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.77,,,,,ChEMBL-assay:CHEMBL632431; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (ether)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.74,,,,,ChEMBL-assay:CHEMBL632430; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (chloroform)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.74,,,,,ChEMBL-assay:CHEMBL631695; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (benzene)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.99,,,,,ChEMBL-assay:CHEMBL875968; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (carbon tetrachloride)
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.3,,,,,ChEMBL-assay:CHEMBL632432; ChEMBL-document:CHEMBL1123773,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient (logP) (hexane)
Lithobates pipiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Lithobates pipiens,,,0.0,,,,,ChEMBL-assay:CHEMBL775702; ChEMBL-document:CHEMBL1125698,ChEMBL,target=CHEMBL612906; target_type=ORGANISM; standard_type=Log MBC; standard_units=; relation==; assay_description=Inhibition of Rana pipiens muscle activity.
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,0.3,,,,,ChEMBL-assay:CHEMBL876466; ChEMBL-document:CHEMBL1143634,ChEMBL,target=CHEMBL2362975; target_type=NO TARGET; standard_type=Log PNalk; standard_units=; relation==; assay_description=Lipophilicity determined as logarithm of the partition coefficient in the alkane/water system
CYP1A2,P05177,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,17000.0,,,,,ChEMBL-assay:CHEMBL830921; ChEMBL-document:CHEMBL1144444,ChEMBL,target=CHEMBL3356; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against recombinant human cytochrome P450 1A2
CYP2A3,P11509,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,140000.0,,,,,ChEMBL-assay:CHEMBL832816; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL5282; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against human cytochrome P450 2A6
Cyp2a-5,P20852,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Mus musculus,,,78000.0,,,,,ChEMBL-assay:CHEMBL832818; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL4085; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibitory concentration against mouse cytochrome P450 2A5
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,1.8,,,,,ChEMBL-assay:CHEMBL832232; ChEMBL-document:CHEMBL1141174,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Ratio; standard_units=; relation==; assay_description=Ratio of IC50 for human CYP2A6 to that of mouse CYP2A5 was determined
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,15.3,,,,,ChEMBL-assay:CHEMBL865966; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 100% IPM membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,60.2,,,,,ChEMBL-assay:CHEMBL865965; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 100% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,35.1,,,,,ChEMBL-assay:CHEMBL865964; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 100% silicon membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,14.1,,,,,ChEMBL-assay:CHEMBL865963; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 100% silicon membrane
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,9.4,,,,,ChEMBL-assay:CHEMBL865962; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=pKa; standard_units=; relation==; assay_description=Dissociation constant, pKa of the compound"
Homo sapiens,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.11,,,,,ChEMBL-assay:CHEMBL865441; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL372; target_type=ORGANISM; standard_type=log Kp; standard_units=cm/s; relation==; assay_description=Permeability in human skin
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.19,,,,,ChEMBL-assay:CHEMBL865961; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 70% silicon-30% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,36.5,,,,,ChEMBL-assay:CHEMBL865960; ChEMBL-document:CHEMBL1138041,ChEMBL,"target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane permeability, CA(t)/CD(0) in 70% silicon-30% IPM membrane"
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,20.1,,,,,ChEMBL-assay:CHEMBL865959; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=Activity; standard_units=%; relation==; assay_description=Membrane retention in 70% silicon-30% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.41,,,,,ChEMBL-assay:CHEMBL865956; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 100% IPM membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.35,,,,,ChEMBL-assay:CHEMBL865955; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=cm/s; relation==; assay_description=Effective permeability coefficient in 100% silicon membrane
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.08,,,,,ChEMBL-assay:CHEMBL865954; ChEMBL-document:CHEMBL1138041,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Kp; standard_units=cm/s; relation==; assay_description=Permeability coefficient in silicon membrane using diffusion cells
No relevant target,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,2.7,,,,,ChEMBL-assay:CHEMBL925051; ChEMBL-document:CHEMBL1140614,ChEMBL,"target=CHEMBL2362975; target_type=NO TARGET; standard_type=LogP; standard_units=; relation==; assay_description=Partition coefficient, log P of the compound"
Zone of skin,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.11,,,,,ChEMBL-assay:CHEMBL925052; ChEMBL-document:CHEMBL1140614,ChEMBL,target=CHEMBL613427; target_type=TISSUE; standard_type=log Kp; standard_units=; relation==; assay_description=Permeability across human Skin
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Unknown,,,-4.19,,,,,ChEMBL-assay:CHEMBL925053; ChEMBL-document:CHEMBL1140614,ChEMBL,target=CHEMBL612558; target_type=ADMET; standard_type=log Pe; standard_units=; relation==; assay_description=Permeability across PAMPA membrane after 7 hrs
Zone of skin,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,-5.12,,,,,ChEMBL-assay:CHEMBL926551; ChEMBL-document:CHEMBL1141284,ChEMBL,target=CHEMBL613427; target_type=TISSUE; standard_type=log Kp; standard_units=; relation==; assay_description=Permeability coefficient in human skin
Cyp2a-5,P20852,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,target activity / physicochemical assay,Mus musculus,,,77983.01,,,,,ChEMBL-assay:CHEMBL1023676; ChEMBL-document:CHEMBL1158374,ChEMBL,target=CHEMBL4085; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibition of mouse CYP2A5
CYP2A3,P11509,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,139958.73,,,,,ChEMBL-assay:CHEMBL1023677; ChEMBL-document:CHEMBL1158374,ChEMBL,target=CHEMBL5282; target_type=SINGLE PROTEIN; standard_type=IC50; standard_units=nM; relation==; assay_description=Inhibition of human CYP2A6
STP,P50225,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743314; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743291; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT1A1
STP2,P50226,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743315; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743292; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT1A2
SULT4A1,Q9BR01,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,,,,,,ChEMBL-assay:CHEMBL1743313; ChEMBL-document:CHEMBL1743201,ChEMBL,target=CHEMBL1743298; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=; relation=; assay_description=Major substrate of human cytosolic sulfotransferase SULT4A1_v1
GNT1,P22309,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,180.0,,,,,ChEMBL-assay:CHEMBL1908080; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1287617; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A1
GNT1,Q9HAW8,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,10.0,,,,,ChEMBL-assay:CHEMBL1908087; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743320; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A10
GNT1,P22310,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,11.0,,,,,ChEMBL-assay:CHEMBL1908082; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL3619; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A4
GNT1,P19224,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,1500.0,,,,,ChEMBL-assay:CHEMBL1908083; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743316; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A6
GNT1,P19224,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,15.0,,,,,ChEMBL-assay:CHEMBL1908083; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743316; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A6
GNT1,Q9HAW7,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,33.0,,,,,ChEMBL-assay:CHEMBL1908084; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743317; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A7
GNT1,O60656,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,800.0,,,,,ChEMBL-assay:CHEMBL1908086; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL1743319; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT1A9
Synonyms=UGT2B8,P54855,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,target activity / physicochemical assay,Homo sapiens,,,45.0,,,,,ChEMBL-assay:CHEMBL1908090; ChEMBL-document:CHEMBL1907987,ChEMBL,target=CHEMBL6161; target_type=SINGLE PROTEIN; standard_type=Activity; standard_units=pm/min/mg; relation==; assay_description=Specific activity of expressed human recombinant UGT2B15
