dtxsid,source_class,assay_source,assay_name,assay_component,endpoint_name,organism,human_label,active_hit_call,hit_call_continuous,ac50_uM,bmd_uM,scaled_top,intended_target_family,intended_target_type,intended_target_subtype,biological_process_target,cell_or_tissue,gene_symbols,entrez_gene_ids,uniprot_accessions,flags
DTXSID4022521,ToxCast,ATG,ATG,ATG_PPARg_TRANS,ATG_PPARg_TRANS,human,1,0,1.78111324e-08,100,2000,0.00849287393262811,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,PPARG,5468,P37231,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_TissueFactor,BSK_3C_TissueFactor,human,1,0,0.0008283640102497,8.016381562488869,107.0830220721571,-0.7281900445111787,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,F3,2152,P13726,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881,human,1,0,-3.069e-13,46.05760368663595,226.79160117584726,0.34615492901363026,nuclear receptor,protein,receptor,regulation of transcription factor activity,MDA-kb2,AR,367,P10275,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_Sox_CIS,ATG_Sox_CIS,human,1,0,3.83794115607e-05,100,1145.1701234795723,0.05524304021755811,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,SOX1,6656,O00570,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Antagonist_viability,TOX21_PPARg_BLA_Antagonist_viability,human,1,0,1.2539e-12,38.29310344827585,262.6902729674225,-0.09056908944907545,cell cycle,cellular,cellular,cell proliferation,HEK293,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Antagonist_ch2,TOX21_PPARd_BLA_Antagonist_ch2,human,1,0,0,12.116033411194792,,-0.3660087014693658,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_RXRa_TRANS,ATG_RXRa_TRANS,human,1,0,0,24.22525680815043,217.65904489923844,-0.37996100445317005,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RXRA,6256,P19793,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_TGFb1,BSK_BE3C_TGFb1,human,1,0,1.026e-12,0.016000001233121938,,-0.4305283855084142,growth factor,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,TGFB1,7040,P01137,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_ICAM1,BSK_KF3CT_ICAM1,human,1,0,0.004605320840174611,20,400,0.01956139401182774,cell adhesion molecules,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,ICAM1,3383,P05362,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_IL1a,BSK_KF3CT_IL1a,human,1,1,0.9973908247281981,1.5842213654724104,,-1.2396896908524127,cytokine,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,IL1A,3552,P01583,Average number of replicates per conc < 2 | Efficacy < 50%
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_32_TRANS,ATG_M_32_TRANS,human,1,0,-4.06526119741e-05,100,2000,-0.030066263156442893,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_PPRE_CIS,ATG_PPRE_CIS,human,1,0,0,0.888709297973094,,-0.1834745904325903,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,PPARA;PPARD;PPARG,5465;5467;5468,P37231;Q03181;Q07869,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_ERRa_TRANS,ATG_ERRa_TRANS,human,1,0,0,0.08230000033061749,,-0.11680584266848654,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,ESRRA,2101,P11474,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Agonist_ratio,TOX21_GR_BLA_Agonist_ratio,human,1,0,0,0.00010268606259265445,,-0.0339811297405719,nuclear receptor,protein,receptor,regulation of transcription factor activity,HeLa,NR3C1,2908,P04150,Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Antagonist_ch1,TOX21_AR_BLA_Antagonist_ch1,human,1,0,1.821094e-10,38.29310344827585,111.19053465495918,0.20955738009661812,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Agonist_ratio,TOX21_ERb_BLA_Agonist_ratio,human,1,0,0,1.6279113703568013e-05,,0.10477832478807195,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,ESR2,2100,Q92731,Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_MCSF,BSK_hDFCGF_MCSF,human,1,0,8.91667552497e-05,20,400,-0.07816950255961645,cytokine,protein,protein-specified,regulation of gene expression,foreskin fibroblast,CSF1,1435,P09603,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_Eselectin,BSK_LPS_Eselectin,human,1,0,3.084116e-10,0.014798556520175499,,0.3449417870771618,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,SELE,6401,P16581,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_bFGF,BSK_MyoF_bFGF,human,1,0,1.4e-15,0.2434717272084617,,0.3497464867077578,growth factor,protein,protein-specified,regulation of gene expression,lung fibroblast,FGF2,2247,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,CCTE_PADILLA,CCTE_PADILLA,CCTE_Padilla_ZF_Score.General,CCTE_Padilla_ZF_Score.General,zebrafish,0,0,0,0.01666761759363463,,6.25e-08,zebrafish development,organism,malformation,regulation of development,NA,,,,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Antagonist_viability,TOX21_AR_BLA_Antagonist_viability,human,1,0,6.25424e-11,38.29310344827585,588.7145031341597,-0.05916362398317224,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_PXRE_CIS,ATG_PXRE_CIS,human,1,1,1,1.3929410645913558,0.6217988251519351,3.851122328793263,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1I2,8856,O75469,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_tPA,BSK_BE3C_tPA,human,1,0,9.8399e-12,20,196.4496629299074,-0.1369450993421164,protease,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,PLAT,5327,P00750,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_CollagenIII,BSK_hDFCGF_CollagenIII,human,1,0,0,0.282874086420317,,0.14260799359013343,cell adhesion molecules,protein,protein-specified,regulation of gene expression,foreskin fibroblast,COL3A1,1281,P02461,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_xTNFa,BSK_BT_xTNFa,human,1,0,0.0062323226053058655,0.23023132768350574,,0.719904605798812,cytokine,protein,protein-specified,regulation of gene protein expression,B and peripheral blood mononuclear cells,TNF,7124,P01375,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_MCP1,BSK_3C_MCP1,human,1,0,4.30623044627e-05,3.968502764225134,400,0.7938043172957971,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,CCL2,6347,P13500,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide,human,1,0,0,0.024119674881196405,,0.04389032766463531,nuclear receptor,protein,receptor,regulation of transcription factor activity,MDA-kb2,AR,367,P10275,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_Oct_MLP_CIS,ATG_Oct_MLP_CIS,human,1,0,9.94361162e-08,100,513.3614149467613,0.12184505415175283,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,POU2F1,5451,P14859,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_IL8,BSK_3C_IL8,human,1,0,1.2012622109e-06,3.968502658176533,400,-0.5215487460172208,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,CXCL8,3576,P10145,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_LXRa_TRANS,ATG_LXRa_TRANS,human,1,0,3.920216e-10,100,1346.2965439466425,0.04720236635141697,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1H3,10062,Q13133,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Antagonist_ch2,TOX21_ERb_BLA_Antagonist_ch2,human,1,0,0,46.05760368663595,769.2702423033218,0.044323759746264825,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_NF_kB_CIS,ATG_NF_kB_CIS,human,1,0,5.79e-14,100,1015.4561478861825,-0.060163434383891094,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,NFKB1,4790,P19838,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_Pax6_CIS,ATG_Pax6_CIS,human,1,0,1.5555553e-09,100,367.6203569296872,0.16627257829627576,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,PAX6,5080,P26367,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Antagonist_ch1,TOX21_GR_BLA_Antagonist_ch1,human,1,0,0,9.721786585601144,,-0.14286121338949703,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_uPA,BSK_BE3C_uPA,human,1,0,0.0001185107110093,19.999999999999996,100.92555279296856,-0.4250312475372992,protease,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,PLAU,5328,P00749,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Agonist_ch1,TOX21_PR_BLA_Agonist_ch1,human,1,0,5.858238401e-07,46.05760368663595,900,-0.014458062566126235,channel 1,pathway,pathway-specified,regulation of transcription factor activity,PR-UAS-bla-HEK293T,,,,"Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Agonist_ch1,TOX21_PPARg_BLA_Agonist_ch1,human,1,0,0,10.618582904398123,,-0.20960786344132407,channel 1,protein,receptor,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_NFI_CIS,ATG_NFI_CIS,human,1,0,2.78027838e-08,100,444.78776967335256,-0.14542685123492843,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,NFIA,4774,Q12857,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_MCSF,BSK_LPS_MCSF,human,1,0,1.5e-15,0.016000000172077596,,0.2053568240259307,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CSF1,1435,P09603,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_PBMCCytotoxicity,BSK_SAg_PBMCCytotoxicity,human,1,0,0,0.35984337235238106,,0.3332597269554199,cell cycle,cellular,cellular,cell death,umbilical vein endothelium and peripheral blood mononuclear cells,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_GRE_CIS,ATG_GRE_CIS,human,1,0,0,36.81620845430806,,-0.30161505285161444,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR3C1,2908,P04150,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_TAL_CIS,ATG_TAL_CIS,human,1,0,2.0452e-12,100,2000,0.0227016680498301,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_PPARa_TRANS,ATG_PPARa_TRANS,human,1,0,1.32409e-11,39.81211087033757,91.07273878073346,0.3891618106180282,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,PPARA,5465,Q07869,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_MIG,BSK_BE3C_MIG,human,1,0,0,3.9685026868165174,,-0.04512800559636564,cytokine,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,CXCL9,4283,Q07325,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_SAA,BSK_CASM3C_SAA,human,1,0,1.7676149e-09,20,195.49938508018704,-0.19302277548393165,cell adhesion molecules,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,SAA1,6288,P0DJI8,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_CD40,BSK_LPS_CD40,human,1,0,0.014885329010504331,20,94.78491432133347,-0.4101507791615243,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CD40,958,P25942,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_FoxO_CIS,ATG_FoxO_CIS,human,1,0,3.5909021127e-06,100,539.6214155399118,0.11941204868333173,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,FOXO1;FOXO3,2308;2309,O43524;Q12778,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ESRE_BLA_Agonist_ch2,TOX21_ESRE_BLA_Agonist_ch2,human,1,0,0,38.29310344827585,,-0.02894395275876412,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RAR_LUC_Agonist,TOX21_RAR_LUC_Agonist,mouse,0,0,0,3.4365833937898627,,-0.09070423063496537,nuclear receptor,protein,receptor,regulation of transcription factor activity,C3H10T1/2,RARA,5914,P10276,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_GATA_CIS,ATG_GATA_CIS,human,1,0,2.39230290929e-05,100,284.86750179776493,-0.25185689564702096,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,GATA1,2623,P15976,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_HSE_CIS,ATG_HSE_CIS,human,1,0,9.586739345e-07,100,191.56428747315863,-0.33307502008249873,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,HSF1,3297,Q00613,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Antagonist_viability,TOX21_PPARd_BLA_Antagonist_viability,human,1,0,0,0.0005597873072668829,,-0.10530222336045644,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Agonist,TOX21_AR_LUC_MDAKB2_Agonist,human,1,0,0,6.2558835960734385,,0.16005872559176101,nuclear receptor,protein,receptor,regulation of transcription factor activity,MDA-kb2,AR,367,P10275,Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Antagonist_ch1,TOX21_ERa_BLA_Antagonist_ch1,human,1,0,1.189759066e-07,38.29310344827585,73.71071967290824,0.3734394760452609,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2,human,1,0,0,0.0002453480379830576,,-0.10532481467475137,nuclear receptor,protein,receptor,regulation of transcription factor activity,VM7,ESR1,2099,P03372,
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_xIL6,BSK_BT_xIL6,human,1,0,4.689568443e-07,20,400,-0.09542051127086633,cytokine,protein,protein-specified,regulation of gene expression,B and peripheral blood mononuclear cells,IL6,3569,P05231,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_E2F_CIS,ATG_E2F_CIS,human,1,0,1.68427e-10,100,1188.9225439960762,-0.05557602001113035,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,E2F1,1869,Q01094,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Agonist_ch2,TOX21_ERb_BLA_Agonist_ch2,human,1,0,0,0.00011790778310767226,,-0.02842742989986277,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AhR_LUC_Agonist,TOX21_AhR_LUC_Agonist,human,1,0,0,0.2262624176216383,,-0.03813330970078339,dna binding,protein,receptor,regulation of transcription factor activity,HepG2,AHR,196,P35869,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_GR_TRANS,ATG_GR_TRANS,human,1,0,0,24.27488906951432,64.23507440131996,-0.479880089998224,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR3C1,2908,P04150,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_06_TRANS,ATG_M_06_TRANS,human,1,0,-1.18e-14,0.1711127155651508,0.22497546929568707,-0.26701953401175693,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERR_LUC_Antagonist,TOX21_ERR_LUC_Antagonist,human,1,0,-1e-16,46.05760368663595,313.1369663699015,0.13839356513182982,nuclear receptor,protein,receptor,regulation of transcription factor activity,ERR-HEK293T,ESRRA,2101,P11474,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_TissueFactor,BSK_CASM3C_TissueFactor,human,1,1,0.9999999999999456,0.0332486727483942,0.03646746858164423,-1.5087644334760186,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,F3,2152,P13726,"AC50 < lowest concentration tested | Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Efficacy < 50%"
DTXSID4022521,ToxCast,ATG,ATG,ATG_CMV_CIS,ATG_CMV_CIS,human,1,0,2.9279189939e-06,100,1204.454280509586,-0.0516288030583724,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Agonist_ratio,TOX21_FXR_BLA_Agonist_ratio,human,1,0,0,0.0027147411445013476,,0.05330516666149053,nuclear receptor,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,NR1H4,9971,Q96RI1,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RAR_LUC_Agonist_viability,TOX21_RAR_LUC_Agonist_viability,mouse,0,0,0,46.05760368663595,,0.019367984655962615,cell cycle,cellular,cellular,cell proliferation,C3H10T1/2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_SRB,BSK_CASM3C_SRB,human,1,0,0.000108991279383,0.31087936076528083,,-0.7524212982470455,cell morphology,protein,protein-unspecified,cell death,coronary artery smooth muscle cells,,,,Average number of replicates per conc < 2 | Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PXR_LUC_Agonist,TOX21_PXR_LUC_Agonist,human,1,0,4.6e-14,10.041095643543912,14.61213465636371,0.4932720800611925,nuclear receptor,protein,receptor,regulation of transcription factor activity,HepG2,NR1I2,8856,O75469,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_EGR_CIS,ATG_EGR_CIS,human,1,0,0,0.08230000765550878,,0.08709874426114622,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,EGR1,1958,P18146,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AP1_BLA_Agonist_ch1,TOX21_AP1_BLA_Agonist_ch1,human,1,0,0,9.51794356625831,,-0.16065381854261745,channel 1,pathway,pathway-specified,regulation of transcription factor activity,ME-180,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_HLADR,BSK_CASM3C_HLADR,human,1,0,1.417142e-10,20,223.04171852150114,-0.18891131621114637,cell adhesion molecules,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,HLA-DRA,3122,P01903,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability,human,1,0,0,0.003274643571489567,,0.05486919360606124,cell cycle,cellular,cellular,cell proliferation,VM7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_uPAR,BSK_CASM3C_uPAR,human,1,0,0.0001001702880684,20,325.0174790846323,0.1582167288206336,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,PLAUR,5329,Q03405,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_MCP1,BSK_SAg_MCP1,human,1,0,6.37465092777e-05,0.09549315314356577,,0.3667546160044318,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CCL2,6347,P13500,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_Myc_CIS,ATG_Myc_CIS,human,1,0,5.10184184057e-05,100,159.6368241236343,0.4022136282223894,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,MYC,4609,P01106,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_NRF1_CIS,ATG_NRF1_CIS,human,1,0,0,0.08230001107402013,,-0.09221931946083814,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,NRF1,4899,Q16656,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_Proliferation,BSK_SAg_Proliferation,human,1,0,0.0002234226936946,20,290.40451451958796,0.2807029414536263,cell cycle,cellular,cellular,cell proliferation,umbilical vein endothelium and peripheral blood mononuclear cells,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_ACTA1,BSK_MyoF_ACTA1,human,1,0,0.03055140930842935,20,113.26859651692384,-0.8420654739206882,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,ACTA1,58,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_Vis,BSK_3C_Vis,human,1,0,0,0.017822466648478405,,1.26292531365e-05,cell morphology,cellular,cellular,cell morphology,umbilical vein endothelium,,,,Average number of replicates per conc < 2 | Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERR_LUC_viability,TOX21_ERR_LUC_viability,human,1,0,0,0.0003179209809614071,,-0.14734390806420256,cell cycle,cellular,cellular,cell proliferation,ERR-HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_MCSF,BSK_CASM3C_MCSF,human,1,0,2.05421979e-08,0.4009678739505035,,-0.3546806570325626,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,CSF1,1435,P09603,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_MIG,BSK_CASM3C_MIG,human,1,0,0,0.01600000035085087,,0.17028902432800488,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,CXCL9,4283,Q07325,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Antagonist_ch2,TOX21_ERa_BLA_Antagonist_ch2,human,1,0,0,0.34130294837531094,,-0.27329503503054836,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
