drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
KY02111,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,KY02111,tested,-0.0458695652173913,0.0003439312137572485,4.0,2.0,1.0,-0.2617391304347826,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYNURENICACID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,kynurenic-acid,tested,-0.00011293054771315675,0.0003439312137572485,4.0,2.0,1.0,-0.04935064935064935,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
L685458,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,L-685458,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.0838338050495598,0.00019996000799840029,4.0,1.0,0.0,-0.11185220101649415,1.0,False,False,,,,,,,,,
L798106,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,"L-798,106",tested,-0.09205128205128206,0.09878407705040462,4.0,1.0,0.0,-0.14871794871794874,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LACITOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lacitol,tested,0.0007058159232072288,0.0003439312137572485,4.0,2.0,1.0,-0.01383399209486166,4.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAFUTIDINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lafutidine,tested,-0.044914529914529905,0.11538256551024424,4.0,2.0,2.0,0.06230769230769231,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANATOSIDEC,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lanatoside-c,tested,-0.09722222222222221,0.09878407705040462,4.0,1.0,1.0,-0.1275213675213675,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAPATINIB,CTRPv2;GDSC2;PRISM,3,,not_tested_or_name_unmatched,Lapatinib,tested,lapatinib,tested,-0.08137234275757428,0.4968359996590954,4.0,1.0,0.0,-0.15465870102152912,0.0,False,False,Lapatinib,tested,,0,0,same_direction_or_underpowered,False,-0.0368749316117737,0.0965058270397202,4.0,2.0,2.0,0.0856767698872962,0.0,False,False,-0.21413529881011006,0.00019996000799840029,4.0,1.0,0.0,-0.2887673041592547,0.0,False,False,,,,,,,,,
LAPPACONITE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lappaconite,tested,0.023247863247863244,0.861055407227321,4.0,2.0,2.0,0.05162393162393161,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASALOCID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lasalocid,tested,-0.1398168498168498,0.2282378156403351,4.0,1.0,1.0,-0.03724053724053724,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATANOPROST,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,latanoprost,tested,-0.1510276679841897,0.0003439312137572485,4.0,0.0,0.0,-0.18347826086956517,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB42708,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LB42708,tested,-0.18956521739130433,0.0003439312137572485,4.0,1.0,1.0,-0.07826086956521738,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDN193189,GDSC1,1,LDN-193189,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0173745173745173,0.0002492038905651,4.0,2.0,2.0,0.0929214929214929,1.0,True,False
LDN212854,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LDN-212854,tested,-0.043478260869565216,0.0003439312137572485,4.0,2.0,2.0,0.02434782608695652,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDN57444,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LDN-57444,tested,0.011304347826086955,0.0003439312137572485,4.0,2.0,1.0,-0.013913043478260868,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE135,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LE-135,tested,-0.041923076923076924,0.11891692204933657,4.0,2.0,2.0,0.015384615384615384,2.0,True,False,LE-135,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.040262615549719404,0.00019996000799840029,4.0,1.0,1.0,-0.03322949189005655,0.0,False,False,,,,,,,,,
LEFLUNOMIDE,GDSC2,1,,not_tested_or_name_unmatched,Leflunomide,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.1354645995852671,0.1425099595465522,4.0,3.0,3.0,0.1668016194331983,5.0,True,False,,,,,,,,,,,,,,,,,,
LENVATINIB,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lenvatinib,tested,0.09876499224086097,0.403710417215973,4.0,4.0,3.0,0.12987001476778984,3.0,True,False,Lenvatinib,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,-0.08769522785807746,0.00019996000799840029,4.0,1.0,1.0,-0.1249573235986955,3.0,False,False,,,,,,,,,
LEPTOMYCINB,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Leptomycin B,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.08347016967706622,0.00019996000799840029,4.0,1.0,1.0,-0.05473453749315818,0.0,False,False,,,,,,,,,
LERISETRON,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lerisetron,tested,0.004829059829059828,0.12895874062597554,4.0,2.0,1.0,-0.0003418803418803419,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LETROZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,letrozole,tested,-0.24096555618294752,0.0003439312137572485,4.0,0.0,0.0,-0.2509881422924901,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFMA13,GDSC1,1,LFM-A13,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0011053948832035,0.0002492038905651,4.0,2.0,1.0,-0.002016129032258,1.0,True,False
LGK974,GDSC1;GDSC2,2,LGK974,tested,LGK974,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,-0.1091488101115829,0.2460338121055034,4.0,1.0,1.0,-0.0272045028142589,0.0,False,False,,,,,,,,,,0.0915625709743356,0.0002492038905651,4.0,3.0,3.0,0.1156862745098039,2.0,True,False
LGX818,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LGX818,tested,0.032114624505928856,0.0003439312137572485,4.0,2.0,2.0,0.1442687747035573,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICOCHALCONEA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,licochalcone-a,tested,0.1043478260869565,0.0003439312137572485,4.0,4.0,3.0,0.1252173913043478,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIDOCAINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lidocaine,tested,-0.0018394648829431455,0.0003439312137572485,4.0,2.0,2.0,0.014782608695652172,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMK1INHIBITORBMS4,GDSC1,1,LIMK1 inhibitor BMS4,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0769048400627348,0.0002492038905651,4.0,2.0,2.0,0.3053579895685159,1.0,True,False
LINALOOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,linalool,tested,0.03804347826086957,0.0003439312137572485,4.0,3.0,2.0,0.05039525691699605,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITRONESIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,litronesib,tested,0.19824612521883597,0.05284692751660324,4.0,3.0,3.0,0.27542101715821476,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LJI308,GDSC2,1,,not_tested_or_name_unmatched,LJI308,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.084759195285511,0.0006043235797284,4.0,3.0,3.0,0.0853485064011379,3.0,True,False,,,,,,,,,,,,,,,,,,
LMBAB1,GDSC2,1,,not_tested_or_name_unmatched,LMB_AB1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.1437657292920451,0.0616089171546221,4.0,1.0,1.0,-0.142794616478827,0.0,False,False,,,,,,,,,,,,,,,,,,
LMBAB2,GDSC2,1,,not_tested_or_name_unmatched,LMB_AB2,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.039763650289966,0.0965058270397202,4.0,1.0,1.0,-0.0218623481781376,0.0,False,False,,,,,,,,,,,,,,,,,,
LMBAB3,GDSC2,1,,not_tested_or_name_unmatched,LMB_AB3,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0021063573695152,0.0984957237408239,4.0,2.0,2.0,0.0870445344129554,1.0,False,False,,,,,,,,,,,,,,,,,,
LMP744,GDSC2,1,,not_tested_or_name_unmatched,LMP744,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.1193073640442061,0.0714953783436861,4.0,3.0,3.0,0.1896268738374001,3.0,True,False,,,,,,,,,,,,,,,,,,
LOMEGUATRIB,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Lomeguatrib,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.044481861811621504,0.00019996000799840029,4.0,3.0,2.0,0.026903119171289985,2.0,False,False,,,,,,,,,
LOMITAPIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lomitapide,tested,0.05978260869565217,0.0003439312137572485,4.0,3.0,2.0,0.10999999999999999,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONAFARNIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lonafarnib,tested,-0.12427350427350427,0.08272138675713132,4.0,1.0,1.0,-0.107008547008547,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LORAZEPAM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lorazepam,tested,0.012307692307692308,0.9207423355511546,4.0,2.0,2.0,0.027692307692307693,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVASTATIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Lovastatin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.035650723025583954,0.00019996000799840029,4.0,2.0,1.0,-0.07007786429365963,4.0,True,False,,,,,,,,,
LOXISTATINACID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,loxistatin-acid,tested,0.10075187969924812,0.0003439312137572485,1.0,1.0,1.0,0.10075187969924812,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOXONORELEAGNINE,GDSC2,1,,not_tested_or_name_unmatched,L-Oxonoreleagnine,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0173049567786409,0.0965058270397202,4.0,2.0,2.0,0.0419083050661998,0.0,False,False,,,,,,,,,,,,,,,,,,
LURASIDONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,lurasidone,tested,-0.13622529644268772,0.0003439312137572485,4.0,0.0,0.0,-0.1469565217391304,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2090314,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2090314,tested,0.0575946275946276,0.6425222942631921,4.0,2.0,2.0,0.13125763125763126,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2109761,GDSC2;PRISM,2,,not_tested_or_name_unmatched,LY2109761,tested,LY2109761,tested,-0.09669678147939018,0.0003439312137572485,4.0,1.0,0.0,-0.10897797854319595,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.1539473684210526,0.0969065070234684,4.0,1.0,1.0,-0.1463562753036437,0.0,False,False,,,,,,,,,,,,,,,,,,
LY2183240,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2183240,tested,-0.1992307692307692,0.053045756732460675,4.0,1.0,1.0,-0.09307692307692307,0.0,False,False,LY-2183240,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.11829059829059829,0.00019996000799840029,4.0,0.0,0.0,-0.0947008547008547,0.0,False,False,,,,,,,,,
LY2334737,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2334737,tested,-0.09200854700854699,0.10023499501780317,4.0,1.0,1.0,-0.04478632478632478,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2603618,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2603618,tested,-0.1983991595101261,0.09255907060346173,4.0,1.0,1.0,-0.2317050447977526,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2606368,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2606368,tested,-0.22652173913043475,0.0003439312137572485,4.0,0.0,0.0,-0.14260869565217388,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2608204,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2608204,tested,-0.058300395256917006,0.0003439312137572485,4.0,1.0,1.0,-0.09881422924901187,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2784544,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2784544,tested,-0.19794871794871793,0.05018522480042645,4.0,2.0,1.0,-0.4051282051282051,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2801653,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2801653,tested,0.026242208013822897,0.8497989360137305,4.0,3.0,2.0,0.036075930817686716,5.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY2874455,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY2874455,tested,-0.12592885375494073,0.0003439312137572485,4.0,2.0,2.0,0.042608695652173914,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY3023414,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY3023414,tested,0.0440468227424749,0.0003439312137572485,4.0,2.0,2.0,0.1434782608695652,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY303511,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY303511,tested,-0.04805194805194805,0.0003439312137572485,4.0,1.0,1.0,-0.0935064935064935,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY364947,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY364947,tested,-0.016290231507622814,0.0003439312137572485,4.0,2.0,1.0,-0.07284020327498589,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY456236,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,LY456236,tested,-0.13869565217391305,0.0003439312137572485,4.0,1.0,1.0,-0.18173913043478263,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
M344,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,M-344,tested,0.11926421404682272,0.0003439312137572485,4.0,2.0,2.0,0.2539130434782608,5.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUMYCINA,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Manumycin A,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.019694416227839913,0.00019996000799840029,4.0,2.0,1.0,-0.09672902031845226,0.0,False,False,,,,,,,,,
MAPROTILINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,maprotiline,tested,-0.04682274247491638,0.0003439312137572485,4.0,2.0,2.0,0.004615384615384616,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIMASTAT,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,marimastat,tested,-0.13773504273504272,0.07395333211988063,4.0,0.0,0.0,-0.04538461538461538,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXACALCITOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,maxacalcitol,tested,0.01919819311123659,0.0003439312137572485,4.0,2.0,1.0,-0.1575381140598532,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCT41422,GDSC1,1,MCT4_1422,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0417259364627785,0.0002492038905651,4.0,2.0,2.0,0.019203413940256,2.0,False,False
MDIVI1,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Mdivi-1,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.04027197982064531,0.00019996000799840029,4.0,2.0,2.0,0.07550996216370999,0.0,True,False,,,,,,,,,
MEBENDAZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mebendazole,tested,0.1714285714285714,0.0003439312137572485,2.0,2.0,2.0,0.1714285714285714,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECHLORETHAMINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mechlorethamine,tested,-0.3316629023150762,0.0003439312137572485,4.0,0.0,0.0,-0.3540372670807454,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECLIZINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,meclizine,tested,0.12399774138904573,0.0003439312137572485,4.0,3.0,3.0,0.1259175607001694,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEFEXAMIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mefexamide,tested,-0.0652991452991453,0.5901029640722381,4.0,2.0,2.0,0.011282051282051281,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGLITINIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,meglitinide,tested,-0.12816053511705686,0.0003439312137572485,4.0,0.0,0.0,-0.20153846153846153,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEK12INHIBITOR,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MEK1-2-inhibitor,tested,0.011126482213438735,0.0003439312137572485,4.0,3.0,2.0,0.003478260869565217,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEK162,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MEK162,tested,0.08152173913043478,0.0003439312137572485,4.0,3.0,2.0,0.05434782608695652,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELENGESTROLACETATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,melengestrol-acetate,tested,-0.05653846153846153,0.11509376240551693,4.0,2.0,2.0,0.020769230769230772,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELOXICAM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,meloxicam,tested,0.061872909698996656,0.0003439312137572485,4.0,2.0,2.0,0.1391304347826087,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPHALAN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,melphalan,tested,-0.1926923076923077,0.05449107222890398,4.0,0.0,0.0,-0.2623076923076923,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEPIVACAINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mepivacaine,tested,-0.09487354750512644,0.0003439312137572485,4.0,1.0,1.0,-0.09624060150375939,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCAPTOPURINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mercaptopurine,tested,-0.14431438127090299,0.0003439312137572485,4.0,1.0,1.0,-0.013846153846153848,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCK60,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Merck60,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.07805798130026585,0.00019996000799840029,4.0,2.0,1.0,-0.1581679463046652,0.0,False,False,,,,,,,,,
MESNA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mesna,tested,0.04572649572649573,0.11538256551024424,4.0,2.0,1.0,-0.020854700854700852,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESORIDAZINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mesoridazine,tested,-0.06688311688311688,0.0003439312137572485,4.0,1.0,1.0,-0.015584415584415586,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
