drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
METAP2INHIBITORA832234,GDSC1,1,"MetAP2 Inhibitor, A832234",tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0867438867438867,0.0002492038905651,4.0,1.0,1.0,-0.0267696267696267,0.0,False,False
METARAMINOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metaraminol,tested,-0.003479853479853478,0.9751316854762984,4.0,2.0,1.0,-0.03601953601953601,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METATINIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metatinib,tested,0.06807692307692308,0.10563852500184334,4.0,3.0,3.0,0.07769230769230769,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHACYCLINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methacycline,tested,-0.1920879120879121,0.10563852500184334,4.0,1.0,1.0,-0.1916971916971917,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHIAZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methiazole,tested,-0.13493284493284494,0.23687928505757005,4.0,1.0,1.0,-0.09584859584859586,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHOTREXATE,CTRPv2;GDSC1;GDSC2;PRISM,4,Methotrexate,tested,Methotrexate,tested,methotrexate,tested,-0.22030075187969922,0.0003439312137572485,2.0,0.0,0.0,-0.22030075187969922,0.0,False,False,Methotrexate,tested,,0,0,Reject_opposite_direction,False,0.0835977678082941,0.0853607056366504,4.0,2.0,2.0,0.2176386913229018,0.0,True,False,-0.029615384615384606,0.00019996000799840029,4.0,2.0,2.0,0.11230769230769232,4.0,True,False,-0.0191942955100849,0.0002492038905651,4.0,2.0,2.0,0.1510194404931246,1.0,True,False
METHOXYFLURANE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methoxyflurane,tested,0.012094017094017091,0.1229458905266917,4.0,2.0,2.0,0.04957264957264957,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHYLDOPA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,methyldopa,tested,0.03783321941216678,0.0003439312137572485,4.0,2.0,2.0,0.12077922077922078,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METOPROLOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metoprolol,tested,-0.01531620553359684,0.0003439312137572485,4.0,1.0,1.0,-0.019762845849802375,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METOXIBUTROPATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metoxibutropate,tested,0.10232441471571903,0.0003439312137572485,4.0,2.0,2.0,0.36695652173913035,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRONIDAZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metronidazole,tested,-0.1764224664224664,0.12377122381739375,4.0,0.0,0.0,-0.18495726495726494,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
METYRAPONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,metyrapone,tested,-0.3383458646616541,0.0003439312137572485,2.0,0.0,0.0,-0.3383458646616541,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEVASTATIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mevastatin,tested,0.17461538461538462,0.06430559485207904,4.0,3.0,3.0,0.27,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXILETINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mexiletine,tested,-0.043418803418803414,0.7205617420819633,4.0,2.0,2.0,0.06119658119658119,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG132,GDSC2;PRISM,2,,not_tested_or_name_unmatched,MG-132,tested,MG-132,tested,0.03495726495726495,0.117895651638903,4.0,2.0,2.0,0.13299145299145299,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.1340772193147033,0.1425099595465522,4.0,3.0,3.0,0.2417004048582996,3.0,True,False,,,,,,,,,,,,,,,,,,
MGCD265,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MGCD-265,tested,-0.1615612648221344,0.0003439312137572485,4.0,1.0,1.0,-0.1660079051383399,0.0,False,False,MGCD-265,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.07639678329333502,0.00019996000799840029,4.0,1.0,1.0,-0.03557744937055282,0.0,True,False,,,,,,,,,
MI1,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,MI-1,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.019554117569788046,0.00019996000799840029,4.0,2.0,1.0,-0.07016464154456234,0.0,False,False,,,,,,,,,
MIBAMPATOR,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mibampator,tested,-0.16978260869565215,0.0003439312137572485,4.0,1.0,1.0,-0.10956521739130433,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIBEFRADIL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mibefradil,tested,-0.16801093643198906,0.0003439312137572485,4.0,1.0,1.0,-0.14805194805194805,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDOSTAURIN,GDSC1;PRISM,2,Midostaurin,tested,,not_tested_or_name_unmatched,midostaurin,tested,-0.05637362637362636,0.6425222942631921,4.0,0.0,0.0,-0.03521367521367521,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0010845383759733,0.0002492038905651,4.0,2.0,2.0,0.0091212458286985,2.0,True,False
MIFEPRISTONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mifepristone,tested,-0.1972893772893773,0.09624496722277166,4.0,0.0,0.0,-0.23829059829059826,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRA1,GDSC2,1,,not_tested_or_name_unmatched,MIRA-1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0451663201663201,0.0965058270397202,4.0,2.0,2.0,0.0520242914979757,0.0,False,False,,,,,,,,,,,,,,,,,,
MITOMYCINC,CTRPv2;GDSC1;PRISM,3,Mitomycin-C,tested,,not_tested_or_name_unmatched,mitomycin-c,tested,-0.06831103678929766,0.0003439312137572485,4.0,1.0,0.0,-0.11923076923076922,0.0,False,False,Mitomycin-C,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,-0.04885555004780778,0.00019996000799840029,4.0,2.0,1.0,-0.18772841278212754,0.0,False,False,0.0535038932146829,0.0002492038905651,4.0,2.0,2.0,0.1199110122358175,0.0,True,False
MITOXANTRONE,GDSC2;PRISM,2,,not_tested_or_name_unmatched,Mitoxantrone,tested,mitoxantrone,tested,-0.03961038961038961,0.0003439312137572485,4.0,1.0,1.0,-0.01038961038961039,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0041552686289528,0.0973565286942611,4.0,2.0,2.0,0.0497866287339971,0.0,False,False,,,,,,,,,,,,,,,,,,
MK0773,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-0773,tested,-0.09090909090909093,0.0003439312137572485,4.0,0.0,0.0,-0.06154714850367025,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK0812,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-0812,tested,0.08692307692307692,0.0003439312137572485,4.0,4.0,3.0,0.11384615384615385,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK1775,CTRPv2;GDSC2;PRISM,3,,not_tested_or_name_unmatched,MK-1775,tested,MK-1775,tested,-0.19903760481847838,0.09178120371525254,4.0,0.0,0.0,-0.32315216780853084,0.0,False,False,MK 1775,tested,,0,0,same_direction_or_underpowered,False,-0.1003036437246963,0.3073733877077795,4.0,2.0,2.0,0.020242914979757,0.0,False,False,-0.1523597615810089,0.00019996000799840029,4.0,1.0,1.0,-0.23983245403518658,0.0,False,False,,,,,,,,,
MK2461,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-2461,tested,-0.012435897435897438,0.12375382066443855,4.0,2.0,2.0,0.02358974358974359,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK3207,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-3207,tested,0.015104460756634679,0.0003439312137572485,4.0,2.0,2.0,0.14059853190287974,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK5108,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-5108,tested,-0.030000000000000006,0.12131775722287082,4.0,2.0,1.0,-0.14615384615384616,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK8245,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-8245,tested,-0.08846153846153845,0.09853114847116046,4.0,2.0,2.0,0.033846153846153845,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK8745,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MK-8745,tested,-0.1290316205533597,0.0003439312137572485,4.0,1.0,1.0,-0.07130434782608694,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK8776,GDSC2,1,,not_tested_or_name_unmatched,MK-8776,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0684491978609625,0.0006043235797284,4.0,1.0,1.0,-0.0007639419404125,0.0,False,False,,,,,,,,,,,,,,,,,,
ML050,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML050,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.12948224544441486,0.00019996000799840029,4.0,1.0,0.0,-0.15306714650616574,1.0,False,False,,,,,,,,,
ML133,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ML133,tested,-0.028946488294314378,0.0003439312137572485,4.0,1.0,1.0,-0.016153846153846154,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML162,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML162,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.16644772851669398,0.00019996000799840029,4.0,1.0,0.0,-0.26491516146688554,0.0,False,False,,,,,,,,,
ML203,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML203,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.05056637522534344,0.00019996000799840029,4.0,1.0,1.0,-0.050095483627290036,1.0,False,False,,,,,,,,,
ML210,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML210,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.08614374131615511,0.00019996000799840029,4.0,2.0,1.0,-0.17338217338217338,0.0,False,False,,,,,,,,,
ML239,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML239,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.12442241904043377,0.00019996000799840029,4.0,1.0,1.0,-0.042477430942885204,0.0,True,False,,,,,,,,,
ML320,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,ML320,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.013241119129344031,0.00019996000799840029,4.0,2.0,2.0,0.10927980232394825,3.0,True,False,,,,,,,,,
ML323,GDSC2,1,,not_tested_or_name_unmatched,ML323,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0157055396464895,0.8792908085049658,4.0,2.0,2.0,0.034412955465587,1.0,False,False,,,,,,,,,,,,,,,,,,
MLN0128,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MLN0128,tested,-0.19751546755333416,0.09311674782947339,4.0,1.0,1.0,-0.22640756582134422,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN64,GDSC2,1,,not_tested_or_name_unmatched,MN-64,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.165071097067246,0.0950954463195411,4.0,1.0,1.0,-0.1720450281425891,0.0,False,False,,,,,,,,,,,,,,,,,,
MNS34METHYLENEDIOXYNITROSTYRENE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,"MNS-(3,4-Methylenedioxy-nitrostyrene)",tested,0.044805194805194806,0.0003439312137572485,4.0,3.0,2.0,0.006493506493506493,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMELOTINIB,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Momelotinib,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.15589743589743588,0.00019996000799840029,4.0,0.0,0.0,-0.21435897435897436,0.0,False,False,,,,,,,,,
MONENSIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,monensin,tested,-0.1273076923076923,0.08011808043015674,4.0,0.0,0.0,-0.10999999999999999,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZAVAPTAN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mozavaptan,tested,0.06935286935286936,0.5661417149309198,4.0,3.0,3.0,0.13504273504273506,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPI0479605,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MPI-0479605,tested,-0.15217391304347827,0.0003439312137572485,4.0,1.0,1.0,-0.2519762845849803,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRS1220,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MRS-1220,tested,-0.06670568561872911,0.0003439312137572485,4.0,2.0,2.0,0.03043478260869565,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTPG,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,MTPG,tested,-0.1357264957264957,0.2491283342643595,4.0,1.0,0.0,-0.1979487179487179,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYCOPHENOLATEMOFETIL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,mycophenolate-mofetil,tested,-0.10223037831733485,0.0003439312137572485,4.0,1.0,1.0,-0.07848673066064371,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYCOPHENOLICACID,GDSC2;PRISM,2,,not_tested_or_name_unmatched,Mycophenolic acid,tested,mycophenolic-acid,tested,-0.193984962406015,0.0003439312137572485,2.0,0.0,0.0,-0.193984962406015,0.0,False,False,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,0.153781512605042,0.0006043235797284,4.0,3.0,3.0,0.2994652406417112,3.0,True,False,,,,,,,,,,,,,,,,,,
MYRICETIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Myricetin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.1508723382261388,0.00019996000799840029,4.0,3.0,3.0,0.23514309425644578,2.0,False,False,,,,,,,,,
N2572051A1,GDSC2,1,,not_tested_or_name_unmatched,N25720-51-A1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0221161191749427,0.0006043235797284,4.0,2.0,2.0,0.0798319327731092,3.0,True,False,,,,,,,,,,,,,,,,,,
N27922531,GDSC2,1,,not_tested_or_name_unmatched,N27922-53-1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0384262796027501,0.0006043235797284,4.0,2.0,2.0,0.0100840336134453,0.0,False,False,,,,,,,,,,,,,,,,,,
N29087691,GDSC2,1,,not_tested_or_name_unmatched,N29087-69-1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.1458237840590781,0.0006043235797284,4.0,1.0,1.0,-0.0809523809523809,0.0,False,False,,,,,,,,,,,,,,,,,,
N30652181,GDSC2,1,,not_tested_or_name_unmatched,N30652-18-1,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.080061115355233,0.0006043235797284,4.0,1.0,1.0,-0.0050420168067226,0.0,False,False,,,,,,,,,,,,,,,,,,
N9ISOPROPYLOLOMOUCINE,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,N9-Isopropyl-olomoucine,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.10778505029880987,0.00019996000799840029,4.0,1.0,1.0,-0.031071386886943775,1.0,False,False,,,,,,,,,
NACETYLCYSTEINE,GDSC2,1,,not_tested_or_name_unmatched,N-acetyl cysteine,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0673934438640321,0.0006043235797284,4.0,1.0,1.0,-0.0560224089635854,0.0,False,False,,,,,,,,,,,,,,,,,,
NACETYLMANNOSAMINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,N-acetylmannosamine,tested,-0.11217391304347825,0.0003439312137572485,4.0,0.0,0.0,-0.11913043478260868,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAFCILLIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,nafcillin,tested,0.2421052631578947,0.0003439312137572485,1.0,1.0,1.0,0.2421052631578947,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAFTIFINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,naftifine,tested,-0.24957264957264952,0.03289443892392005,4.0,0.0,0.0,-0.2581196581196581,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAKITERPIOSIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Nakiterpiosin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.01641025641025641,0.00019996000799840029,4.0,2.0,1.0,-0.05367521367521367,0.0,False,False,,,,,,,,,
NALTREXONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,naltrexone,tested,-0.09137123745819398,0.0003439312137572485,4.0,1.0,0.0,-0.15043478260869564,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAN190,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,NAN-190,tested,-0.00909090909090909,0.0003439312137572485,4.0,1.0,0.0,-0.014285714285714285,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANCHANGMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,nanchangmycin,tested,-0.019615384615384618,0.1229458905266917,4.0,2.0,2.0,0.018461538461538463,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPROXEN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,naproxen,tested,0.20543403964456594,0.0003439312137572485,4.0,2.0,2.0,0.45112781954887216,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARASIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,narasin,tested,-0.1905250305250305,0.10580271700761888,4.0,0.0,0.0,-0.2063492063492063,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCICLASINE,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Narciclasine,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.007411067193675889,0.00019996000799840029,4.0,2.0,2.0,0.012845849802371542,1.0,False,False,,,,,,,,,
NAVARIXIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,navarixin,tested,-0.06387351778656127,0.0003439312137572485,4.0,2.0,2.0,0.02964426877470356,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVITOCLAX,CTRPv2;GDSC1;GDSC2;PRISM,4,Navitoclax,tested,Navitoclax,tested,navitoclax,tested,-0.2203360173907935,0.0662366926374629,4.0,1.0,0.0,-0.27893884457176493,1.0,False,False,Navitoclax,tested,,0,0,Reject_opposite_direction,False,-0.0352226720647773,0.7373951504519813,4.0,1.0,1.0,-0.0518218623481781,1.0,True,False,-0.0954447976627615,0.00019996000799840029,4.0,0.0,0.0,-0.11086759638795861,0.0,False,False,0.0401849217638691,0.0002492038905651,4.0,2.0,2.0,0.1410621147463253,3.0,True,False
NAVITOCLAXBIRINAPANT11MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Navitoclax:birinapant (1:1 mol/mol),tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.1919630366584601,0.00019996000799840029,4.0,1.0,1.0,-0.1384218886410631,1.0,False,False,,,,,,,,,
NAVITOCLAXGEMCITABINE11MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Navitoclax:gemcitabine (1:1 mol/mol),tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.07739316239316239,0.00019996000799840029,4.0,2.0,2.0,0.16786324786324786,2.0,True,False,,,,,,,,,
NAVITOCLAXMST31211MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Navitoclax:MST-312 (1:1 mol/mol),tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.046794871794871795,0.00019996000799840029,4.0,1.0,0.0,-0.08512820512820513,2.0,True,False,,,,,,,,,
