module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
COESSENTIALITY::1070::biological process:potassium ion import,COESSENTIALITY,positive,0.5,-0.17322019117792797,2,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1071::,COESSENTIALITY,positive,0.5,0.027619359428511292,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1072::biological process:negative regulation of cell differentiation,COESSENTIALITY,positive,0.8333333333333334,0.8920182366461183,0,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1073::,COESSENTIALITY,positive,1.0,0.8824070004910489,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::1074::,COESSENTIALITY,negative,0.6666666666666666,-0.6108816638201499,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1075::cellular component:mitochondrion,COESSENTIALITY,positive,0.5,0.09501424869212366,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1076::biological process:arachidonic acid secretion,COESSENTIALITY,positive,0.6666666666666666,1.2321701951704367,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1077::,COESSENTIALITY,positive,0.5,-0.07876469131857461,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1078::biological process:regulation of immune response,COESSENTIALITY,positive,0.6666666666666666,0.9778072004564086,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1079::biological process:multivesicular body assembly,COESSENTIALITY,positive,0.5,0.44155882046093403,3,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::107::biological process:regulation of protein kinase activity,COESSENTIALITY,positive,0.5,0.04380824618693535,2,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1080::molecular function:SH2 domain binding,COESSENTIALITY,positive,0.5,0.0706858589898951,3,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1081::,COESSENTIALITY,positive,0.5,0.20726311906259148,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1083::cellular component:integral component of lumenal side of endoplasmic reticulum membrane,COESSENTIALITY,positive,0.5,0.06842995304114019,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1084::biological process:positive regulation of JAK-STAT cascade,COESSENTIALITY,positive,0.8333333333333334,1.0513139190240934,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1085::molecular function:histone deacetylase activity,COESSENTIALITY,positive,0.8333333333333334,0.7718792157998272,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1086::,COESSENTIALITY,positive,0.6666666666666666,1.0617337307710586,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1087::biological process:low-density lipoprotein particle clearance,COESSENTIALITY,positive,1.0,0.936357762840632,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::1088::,COESSENTIALITY,positive,0.5,0.20632709076377687,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1089::biological process:hydrogen peroxide catabolic process,COESSENTIALITY,positive,0.6666666666666666,1.0762827354961584,3,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::108::cellular component:peroxisomal membrane,COESSENTIALITY,positive,0.5,0.4238724909972618,5,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1090::molecular function:miRNA binding,COESSENTIALITY,positive,0.5,0.1329436357134901,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1091::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,negative,0.6666666666666666,-0.6982128597418532,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
COESSENTIALITY::1092::molecular function:histone demethylase activity,COESSENTIALITY,negative,0.6666666666666666,-0.933310987859704,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1093::biological process:negative regulation of cell differentiation,COESSENTIALITY,positive,0.5,-0.07597180641749218,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1094::biological process:RNA metabolic process,COESSENTIALITY,negative,0.8333333333333334,-1.100747831392041,0,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
COESSENTIALITY::1095::biological process:negative regulation of type I interferon production,COESSENTIALITY,negative,0.6666666666666666,-1.2412043184890609,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1096::,COESSENTIALITY,negative,0.6666666666666666,-0.58108494680548,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1097::cellular component:integral component of mitochondrial inner membrane,COESSENTIALITY,positive,0.5,0.014383032921634842,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1098::,COESSENTIALITY,positive,0.6666666666666666,0.8989098090496526,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1099::,COESSENTIALITY,negative,0.8333333333333334,-0.6991035438397726,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
COESSENTIALITY::109::,COESSENTIALITY,positive,0.6666666666666666,0.7670405108233012,0,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::10::molecular function:odorant binding,COESSENTIALITY,negative,0.6666666666666666,-1.0252792863826878,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1100::biological process:bone resorption,COESSENTIALITY,positive,0.6666666666666666,0.920488360203378,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1101::molecular function:transcription regulatory region sequence-specific DNA binding,COESSENTIALITY,positive,0.5,0.06967045630224283,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1102::biological process:neuron projection development,COESSENTIALITY,positive,0.6666666666666666,0.9279394491425815,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1103::molecular function:receptor antagonist activity,COESSENTIALITY,negative,0.8333333333333334,-0.9316271695179639,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
COESSENTIALITY::1104::biological process:retina development in camera-type eye,COESSENTIALITY,negative,0.6666666666666666,-0.9091112791054079,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1105::,COESSENTIALITY,positive,0.6666666666666666,1.3333502584887578,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1106::biological process:fatty acid biosynthetic process,COESSENTIALITY,positive,0.6666666666666666,0.846934318768763,1,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1107::,COESSENTIALITY,positive,0.5,-0.012458360720152384,0,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1108::molecular function:heat shock protein binding,COESSENTIALITY,positive,0.8333333333333334,0.7797672611615438,1,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
COESSENTIALITY::1109::molecular function:Hsp90 protein binding,COESSENTIALITY,positive,0.6666666666666666,0.9126779899033042,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::110::biological process:exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,COESSENTIALITY,positive,0.5,-0.052532771293872516,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1110::biological process:bile acid and bile salt transport,COESSENTIALITY,positive,0.5,-0.1100100334948465,1,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1111::,COESSENTIALITY,negative,0.6666666666666666,-1.043684944603144,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1112::biological process:response to unfolded protein,COESSENTIALITY,positive,0.5,0.45708133012974594,3,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1113::,COESSENTIALITY,negative,0.6666666666666666,-0.6298921132689803,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1114::biological process:axon extension,COESSENTIALITY,positive,0.6666666666666666,0.956206782242274,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1115::,COESSENTIALITY,positive,0.5,0.1086641252555286,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1116::biological process:anion transmembrane transport,COESSENTIALITY,positive,0.6666666666666666,0.9615976649480673,0,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1117::biological process:stress-activated MAPK cascade,COESSENTIALITY,positive,0.6666666666666666,0.7512328650027207,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1118::molecular function:transmembrane signaling receptor activity,COESSENTIALITY,positive,0.5,0.062224174506393726,1,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1119::,COESSENTIALITY,positive,0.5,0.005732673551409773,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::111::biological process:regulation of vasoconstriction,COESSENTIALITY,positive,0.5,-0.007926348730854904,0,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1121::,COESSENTIALITY,positive,0.6666666666666666,0.6852790368152606,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1122::,COESSENTIALITY,positive,0.5,0.006667673029391363,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1123::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,negative,0.8333333333333334,-1.0046889665292036,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
COESSENTIALITY::1125::biological process:JNK cascade,COESSENTIALITY,negative,0.6666666666666666,-0.6937092839316987,1,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1126::biological process:cholesterol efflux,COESSENTIALITY,negative,0.6666666666666666,-0.8516549549973957,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
COESSENTIALITY::1127::biological process:homophilic cell adhesion via plasma membrane adhesion molecules,COESSENTIALITY,positive,0.6666666666666666,1.0349848607755396,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1128::,COESSENTIALITY,negative,0.6666666666666666,-0.7847512737767788,0,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1129::cellular component:M band,COESSENTIALITY,positive,0.8333333333333334,0.783292475239846,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::112::biological process:cellular response to gamma radiation,COESSENTIALITY,positive,0.6666666666666666,1.1471818080082596,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1130::,COESSENTIALITY,positive,0.5,0.04239412684627031,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1131::biological process:cholesterol efflux,COESSENTIALITY,positive,0.5,-0.03185206233010662,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1132::,COESSENTIALITY,positive,0.5,0.17619371129600614,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1133::biological process:positive regulation of activated T cell proliferation,COESSENTIALITY,positive,0.5,0.08618277724839135,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1134::,COESSENTIALITY,positive,0.5,-0.010604588906891588,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1135::cellular component:cytosolic large ribosomal subunit,COESSENTIALITY,positive,0.5,0.18421359884220154,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1136::biological process:transcription by RNA polymerase III,COESSENTIALITY,negative,0.6666666666666666,-0.804599622749099,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
COESSENTIALITY::1137::,COESSENTIALITY,positive,0.5,0.07386673196676635,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::1138::molecular function:histone deacetylase activity,COESSENTIALITY,positive,0.6666666666666666,0.8110299049931708,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1139::molecular function:structural constituent of eye lens,COESSENTIALITY,positive,0.6666666666666666,1.0520162460473945,1,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::113::cellular component:secretory granule,COESSENTIALITY,positive,0.8333333333333334,0.9558758544805495,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1140::cellular component:mediator complex,COESSENTIALITY,positive,0.8333333333333334,0.687743639879822,3,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1141::,COESSENTIALITY,negative,0.8333333333333334,-0.7167302689395996,0,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
COESSENTIALITY::1142::,COESSENTIALITY,positive,0.5,0.000922351510885655,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1143::biological process:snRNA transcription by RNA polymerase II,COESSENTIALITY,negative,0.6666666666666666,-0.5988552828939995,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1144::molecular function:protein binding,COESSENTIALITY,negative,0.6666666666666666,-0.6491811035415334,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1145::,COESSENTIALITY,positive,0.6666666666666666,0.8854970053485618,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1146::,COESSENTIALITY,negative,0.6666666666666666,-0.8637529087073699,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1147::molecular function:nuclear localization sequence binding,COESSENTIALITY,positive,0.5,0.0006193350443918222,1,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1148::,COESSENTIALITY,positive,0.6666666666666666,0.7622854708352635,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::1149::biological process:skeletal muscle cell differentiation,COESSENTIALITY,negative,0.8333333333333334,-1.0914137964866044,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
