gene,effect_size,logFC_low_minus_high,P,n_donor_group_pairs,direction,analysis_level,BH_FDR
MDH1,-0.18034749409849038,-0.2922331789401994,0.010643250829161843,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.036999351926148234
PMEPA1,-0.31261181148269346,-0.28127069366630747,0.010643250829161843,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.036999351926148234
PRPF31,0.20963658643901972,0.09148751423283293,0.010643250829161843,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.036999351926148234
SMOC1,0.0,0.5312913579424227,0.010843698055191907,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
CLIP2,-0.3556298405010381,-0.3452137285230706,0.010923099861455678,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
HDAC5,0.21188390301282123,0.09630933671268886,0.010923099861455678,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
SLC29A2,0.5689038077626254,0.4778311575645368,0.010923099861455678,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
SRC,-0.16291609250678363,-0.3966518874226259,0.010923099861455678,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
ABCB1,-0.3110979828162739,-0.29786304101405237,0.01092423368457405,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
LYAR,0.3684131505560466,0.46391718113671426,0.01092423368457405,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
MCAT,-0.11671831768415775,-0.39812369035381295,0.01092423368457405,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
MNX1,0.5357180272994837,0.4466297509938292,0.01092423368457405,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
SMAD9,0.5738273990145542,0.5142227017188953,0.01092423368457405,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03763339347835663
MUC5AC,0.0,0.5646446982197411,0.010995017215527,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03779544354876174
AURKA,-0.3189648759529211,-0.5917606179852127,0.0110207829891988,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03779544354876174
PAICS,0.25349678612023485,0.25744540741562066,0.0110207829891988,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03779544354876174
SLC37A4,-0.34907270454398853,-0.2474235246463938,0.0110207829891988,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03779544354876174
SPIDR,0.18585622323936724,0.40741824087957235,0.0110207829891988,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03779544354876174
NUSAP1,0.31360488606671977,0.6418213995207844,0.011079229099818106,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03792543671564176
ATP5MC1,-0.2666199865746961,-0.1904285663940123,0.011108367369160987,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03792543671564176
DDX60,-0.15431546339607394,-0.2595446515462719,0.011108367369160987,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03792543671564176
DR1,-0.2313770015035077,-0.25446579671282576,0.011108367369160987,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03792543671564176
RUNX1,0.28537360731993466,0.3149778753260006,0.011108367369160987,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03792543671564176
EDN2,-0.37570220750910543,-0.44035338107555394,0.01112438314028367,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03794617555537334
ANGPTL4,0.35662174517687406,0.26269173840990934,0.011425689347085558,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0389391573552014
ERCC2,0.19305266884892225,0.4297612365961011,0.011461707829375235,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03902706403632941
LPAR1,-0.3666408200440534,-0.4174961206519359,0.011472928134248312,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.039030451593962394
PARD3,0.13805517533183176,0.18325622073163508,0.011505694521685048,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03907227401180768
TNFRSF10A,-0.17916146232076757,-0.614197841091757,0.011505694521685048,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03907227401180768
GOT1,-0.3909421129211941,-0.31883080296208266,0.011590965510549722,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03918752467118538
HEXB,-0.20735358623687095,-0.15054934679398263,0.011590965510549722,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03918752467118538
NDUFV1,-0.24359067016499392,-0.3476660889015386,0.011590965510549722,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03918752467118538
PSME2,-0.23735219017132447,-0.15191750179769517,0.011590965510549722,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03918752467118538
SLC49A4,-0.37053257303124365,-0.5259238594752607,0.011590965510549722,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03918752467118538
MYBBP1A,0.09921584606426803,0.5226050076120929,0.011656105576353487,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.039338068068029405
PPP2R3A,-0.21627692063427917,-0.32197884117579845,0.011656105576353487,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.039338068068029405
ABCC11,0.0,-0.13179693579527493,0.011718685599768628,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03947945537009431
ANK2,0.0,0.2707727339782788,0.011718685599768628,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03947945537009431
GAS7,0.0,0.6764061416175243,0.01173783003097544,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03950882989557018
HEY1,-0.3105408561537737,-0.39554147881235535,0.011748106348302898,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.03950882989557018
WNT5A,0.0,-0.43500095242099307,0.01192737613987041,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04007640380799767
CXCR4,0.663945945840549,0.5300022970722795,0.012009448533382025,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04024588678833994
KIAA0513,-0.16996556347837677,-0.364884240846567,0.012009448533382025,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04024588678833994
XRRA1,0.336377331232093,0.2613112181114068,0.012009448533382025,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04024588678833994
CACNA1A,0.5231987758329728,0.7924799852150908,0.012058422847016505,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04037456140970351
RALGPS1,-0.274817708539727,-0.47463928672559663,0.012361866377903815,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04135428918883336
CD48,0.16894913746994478,0.5154521450728424,0.012507961408460461,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
SESN2,-0.39060126673986595,-0.2582675942777338,0.012532658105357678,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
ZBP1,0.33302806626341397,0.32730075416058046,0.012532658105357678,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
NDUFA8,-0.21556149080603504,-0.16983796030949455,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
NDUFA9,-0.21032636541960414,-0.16446451151516547,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
NDUFB1,-0.17171904066808796,-0.11422884455900083,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
NDUFS2,-0.18696404901852137,-0.054818242550482205,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
PTPRR,-0.2811219359672883,-0.4733322382288827,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
PXN,-0.19165039303663267,-0.024703519538161398,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
SLC1A5,0.2193867021182756,-0.02198667603749138,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
VIL1,-0.3107908677208293,-0.1893717549826385,0.012610743571713101,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041784034907316754
EFNA5,0.36385148625800534,0.35438012980021766,0.01268251271857492,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.041985386857589305
HPN,0.0,0.3751914518054616,0.012792160247732852,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04231167735320303
ERAP1,-0.20722720461140476,-0.2369308256291923,0.012877461081117762,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.042483378519124024
GBE1,-0.3540073379269115,-0.051686335186085654,0.012877461081117762,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.042483378519124024
PARP1,0.3062016517491162,0.1507656069008397,0.012877461081117762,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.042483378519124024
PLA2G4A,0.3370127250643187,0.641248510616226,0.013061605886398396,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04304443181271776
SCN1B,0.0,0.370662169160915,0.013103614110038467,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.04304443181271776
