external_priority_rank,model_id,model_number,selector_name,classifier_name,feature_normalization,cv_grouping,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
54,M054_f_classif_top80__knn,54,f_classif_top80,knn,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9791666666666667,0.96,0.75,0.8,1.0,0.5,0.9827777777777778,0.9667025089605734,0.6333333333333333,0.7317073170731707,1.0,0.26666666666666666,0.9809722222222222,0.9633512544802867,0.6916666666666667,True,True
55,M031_f_classif_top40__rbf_svm,31,f_classif_top40,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.9611111111111111,0.9416666666666667,0.5,0.6666666666666666,1.0,0.0,0.9805555555555556,0.9708333333333332,0.5,True,True
56,M005_all_features__random_forest,5,all_features,random_forest,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9583333333333333,0.9494604269046488,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,1.0,1.0,0.6166666666666667,0.7228915662650602,1.0,0.23333333333333334,0.9791666666666666,0.9747302134523244,0.6000000000000001,True,False
57,M059_f_classif_top95__random_forest,59,f_classif_top95,random_forest,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9583333333333333,0.9494604269046488,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,1.0,1.0,0.6166666666666667,0.7228915662650602,1.0,0.23333333333333334,0.9791666666666666,0.9747302134523244,0.6000000000000001,True,True
58,M085_mutual_info_top40__rbf_svm,85,mutual_info_top40,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL1B;INHBA;LDLR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PPARD;RXRA;SLC2A1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.9555555555555556,0.9333333333333333,0.5,0.6666666666666666,1.0,0.0,0.9777777777777779,0.9666666666666666,0.5,True,True
59,M069_mutual_info_top10__extra_trees,69,mutual_info_top10,extra_trees,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9513888888888888,0.9583618215361636,0.8333333333333334,0.8518518518518519,0.9583333333333334,0.7083333333333334,0.9966666666666667,0.9966641947843282,0.8,0.8333333333333334,1.0,0.6,0.9740277777777777,0.9775130081602459,0.8166666666666667,True,True
60,M036_f_classif_top40__knn,36,f_classif_top40,knn,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9791666666666667,0.96,0.9166666666666667,0.9230769230769231,1.0,0.8333333333333334,0.9666666666666666,0.9375,0.9333333333333333,0.9375,1.0,0.8666666666666667,0.9729166666666667,0.94875,0.925,True,True
61,M045_f_classif_top60__knn,45,f_classif_top60,knn,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9791666666666667,0.96,0.9166666666666667,0.9230769230769231,1.0,0.8333333333333334,0.9666666666666666,0.9375,0.9333333333333333,0.9375,1.0,0.8666666666666667,0.9729166666666667,0.94875,0.925,True,True
62,M099_mutual_info_top60__knn,99,mutual_info_top60,knn,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9791666666666667,0.96,0.9375,0.9411764705882353,1.0,0.875,0.9666666666666667,0.9375,0.8833333333333333,0.8955223880597015,1.0,0.7666666666666667,0.9729166666666667,0.94875,0.9104166666666667,True,True
63,M050_f_classif_top80__random_forest,50,f_classif_top80,random_forest,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9435763888888888,0.9324299743872112,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,1.0,1.0,0.6166666666666667,0.7228915662650602,1.0,0.23333333333333334,0.9717881944444444,0.9662149871936057,0.6000000000000001,True,True
64,M086_mutual_info_top40__random_forest,86,mutual_info_top40,random_forest,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL1B;INHBA;LDLR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PPARD;RXRA;SLC2A1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9392361111111112,0.9369962866044522,0.6666666666666666,0.75,1.0,0.3333333333333333,1.0,1.0,0.7333333333333334,0.7894736842105263,1.0,0.4666666666666667,0.9696180555555556,0.9684981433022262,0.7,True,True
65,M040_f_classif_top60__rbf_svm,40,f_classif_top60,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9966101694915255,0.007579891449151809,1.0,0.0,0.9555555555555555,0.09938079899999065,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.9333333333333333,0.911111111111111,0.5,0.6666666666666666,1.0,0.0,0.9666666666666667,0.9555555555555555,0.5,True,True
66,M048_f_classif_top80__linear_svm,48,f_classif_top80,linear_svm,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9878472222222222,0.9866312458517836,0.9375,0.9411764705882353,1.0,0.875,0.9444444444444444,0.9017905145929339,0.7,0.7692307692307693,1.0,0.4,0.9661458333333333,0.9442108802223588,0.81875,True,True
67,M067_mutual_info_top10__rbf_svm,67,mutual_info_top10,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9618055555555556,0.980072463768116,0.5,0.6666666666666666,1.0,0.0,0.9677777777777778,0.9836158192090395,0.5,0.6666666666666666,1.0,0.0,0.9647916666666667,0.9818441414885777,0.5,True,True
68,M032_f_classif_top40__random_forest,32,f_classif_top40,random_forest,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9192708333333334,0.9117604607765634,0.6666666666666666,0.75,1.0,0.3333333333333333,1.0,0.9999999999999999,0.8,0.8333333333333334,1.0,0.6,0.9596354166666667,0.9558802303882816,0.7333333333333334,True,True
69,M014_f_classif_top10__random_forest,14,f_classif_top10,random_forest,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.9131944444444444,0.9121582550970126,0.75,0.7931034482758621,0.9583333333333334,0.5416666666666666,0.9983333333333333,0.9978136200716845,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,0.9557638888888889,0.9549859375843486,0.6666666666666667,True,True
70,M023_f_classif_top20__random_forest,23,f_classif_top20,random_forest,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACLY;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;FASN;IL1A;INHBA;MKI67;NR3C1;PPARD;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9071180555555556,0.9060662452985822,0.7083333333333334,0.7666666666666667,0.9583333333333334,0.4583333333333333,1.0,1.0,0.8166666666666667,0.8450704225352113,1.0,0.6333333333333333,0.9535590277777778,0.9530331226492911,0.7625,True,True
71,M077_mutual_info_top20__random_forest,77,mutual_info_top20,random_forest,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACACA;ACLY;ADIPOQ;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;IL1A;INHBA;MKI67;NOS3;RXRA;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982456140350877,0.0039229262763154325,0.9982300884955752,0.003957642438052731,0.9964912280701753,0.007845852552630865,1.0,0.0,0.8793402777777778,0.8728867415682108,0.7083333333333334,0.7666666666666667,0.9583333333333334,0.4583333333333333,1.0,0.9999999999999999,0.7833333333333333,0.821917808219178,1.0,0.5666666666666667,0.9396701388888888,0.9364433707841053,0.7458333333333333,True,True
72,M095_mutual_info_top60__random_forest,95,mutual_info_top60,random_forest,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8723958333333334,0.8863277082591434,0.5625,0.6956521739130435,1.0,0.125,1.0,0.9999999999999999,0.6333333333333333,0.7317073170731707,1.0,0.26666666666666666,0.9361979166666667,0.9431638541295717,0.5979166666666667,True,True
73,M041_f_classif_top60__random_forest,41,f_classif_top60,random_forest,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8559027777777778,0.8601265718094692,0.5416666666666666,0.6857142857142857,1.0,0.08333333333333333,0.9999999999999999,1.0,0.65,0.7407407407407407,1.0,0.3,0.9279513888888888,0.9300632859047346,0.5958333333333333,True,True
74,M068_mutual_info_top10__random_forest,68,mutual_info_top10,random_forest,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8550347222222223,0.8621871193179833,0.75,0.7931034482758621,0.9583333333333334,0.5416666666666666,1.0,1.0,0.55,0.6896551724137931,1.0,0.1,0.9275173611111112,0.9310935596589917,0.65,True,True
75,M094_mutual_info_top60__rbf_svm,94,mutual_info_top60,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.8416666666666667,0.8061224489795918,0.5,0.6666666666666666,1.0,0.0,0.9208333333333334,0.9030612244897959,0.5,True,True
76,M034_f_classif_top40__hist_gradient_boosting,34,f_classif_top40,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.0075798914491517965,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7087320765366684,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7953993055555555,0.8519850858873818,0.5375000000000001,False,False
77,M088_mutual_info_top40__hist_gradient_boosting,88,mutual_info_top40,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL1B;INHBA;LDLR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PPARD;RXRA;SLC2A1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7165445765366684,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7953993055555555,0.8558913358873818,0.5375000000000001,False,False
78,M097_mutual_info_top60__hist_gradient_boosting,97,mutual_info_top60,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7087320765366684,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380953,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7953993055555555,0.8519850858873819,0.5375000000000001,False,False
79,M007_all_features__hist_gradient_boosting,7,all_features,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.595486111111111,0.7106670610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7949652777777778,0.8529525781474436,0.5375000000000001,False,False
