definition,n_paired_donors,mean_delta_tumor_minus_normal,median_delta_tumor_minus_normal,p_value,direction,donor_consistency,gene,in_frozen_core,in_kegg_ppar,in_reactome_pparalpha,in_peroxisomal_lipid,PPAR_family,pathway_membership,module,median_delta,P,BH_FDR
NFYC,36,-0.25987772784642144,-0.16957361050437814,0.02096025293576531,down,0.6111111111111112,NFYC,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.16957361050437814,0.02096025293576531,0.035620976300672194
NIBAN1,36,-0.07672587876520247,0.0,0.30861485052601767,flat,0.4722222222222222,NIBAN1,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.0,0.30861485052601767,0.39173898312143335
NR1D1,36,-0.19089756233723854,0.07945478786736526,0.5393326855264604,up,0.5277777777777778,NR1D1,False,False,True,False,PPAR_related,Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation,other_ppar_pathway,0.07945478786736526,0.5393326855264604,0.6189389859731704
NR1H2,36,-0.4085232696527942,-0.21854765648529773,9.956923895515501e-05,down,0.8055555555555556,NR1H2,True,False,True,False,PPAR_related,Frozen 7-gene PPAR/NR core;NR partner module;Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation,receptor_nuclear_receptor,-0.21854765648529773,9.956923895515501e-05,0.0003096603331505321
NR1H3,36,-1.256307906554328,-1.25615940021481,1.862645149230957e-08,down,0.8888888888888888,NR1H3,True,True,True,False,PPAR_related,Frozen 7-gene PPAR/NR core;NR partner module;KEGG hsa03320 PPAR signaling;Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation,receptor_nuclear_receptor,-1.25615940021481,1.862645149230957e-08,1.5244280037127042e-07
NR1I2,36,-0.9309362320906894,-0.3609669052848494,0.002339415514143184,down,0.7222222222222222,NR1I2,True,False,False,False,PPAR_related,Frozen 7-gene PPAR/NR core;NR partner module;Reactome nuclear receptor transcription,receptor_nuclear_receptor,-0.3609669052848494,0.002339415514143184,0.0053893201844335565
NR1I3,36,-0.36030446813817857,-0.3113093601239524,0.0038219768150666235,down,0.5277777777777778,NR1I3,True,False,False,False,PPAR_related,Frozen 7-gene PPAR/NR core;NR partner module;Reactome nuclear receptor transcription,receptor_nuclear_receptor,-0.3113093601239524,0.0038219768150666235,0.008370667531589576
NR3C1,36,-1.2391300361874054,-0.8874066209080533,3.971919068135321e-05,down,0.75,NR3C1,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,-0.8874066209080533,3.971919068135321e-05,0.00013574360771319614
NR4A1,36,0.5585053292606087,0.6469913137175656,0.00014762088540010154,up,0.8055555555555556,NR4A1,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,0.6469913137175656,0.00014762088540010154,0.00045009897411207433
NR4A2,36,0.4779603675858112,0.6636291231079807,0.0002325303212273866,up,0.8333333333333334,NR4A2,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,0.6636291231079807,0.0002325303212273866,0.0006887326657306403
NR4A3,36,0.5315149763538001,0.13741155704665797,0.006231682951187158,up,0.5,NR4A3,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,0.13741155704665797,0.006231682951187158,0.012667015672020955
NSDHL,36,-0.044094395165893134,0.1894663637870988,0.33029284319491126,up,0.6111111111111112,NSDHL,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism;Hallmark cholesterol homeostasis,other_ppar_pathway,0.1894663637870988,0.33029284319491126,0.4076233104508627
NTHL1,36,-0.10818729452852557,-0.189414803616343,0.4696585594501812,down,0.6111111111111112,NTHL1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.189414803616343,0.4696585594501812,0.5553757109848151
ODC1,36,0.4848423451831639,0.5663532632749377,0.0011259853781666607,up,0.6944444444444444,ODC1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.5663532632749377,0.0011259853781666607,0.0027357925985143083
OLR1,36,0.49718367629946747,0.0,0.0005026300645801942,flat,0.05555555555555555,OLR1,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,other_ppar_pathway,0.0,0.0005026300645801942,0.001383344691012747
OSTC,36,0.6704819391532896,0.5739137139705064,6.024492904543877e-09,up,0.9166666666666666,OSTC,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.5739137139705064,6.024492904543877e-09,5.85505404160358e-08
PCBD1,36,0.47399926821530136,0.4508437860750414,1.2543750926852226e-07,up,0.8611111111111112,PCBD1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.4508437860750414,1.2543750926852226e-07,8.127305288023005e-07
PCCA,36,0.361427490786685,0.5078444884448039,0.10109310995903797,up,0.6666666666666666,PCCA,False,False,False,False,PPAR_related,Reactome mitochondrial fatty-acid beta oxidation,other_ppar_pathway,0.5078444884448039,0.10109310995903797,0.14555535739472597
PCK1,36,-1.709225362744644,-1.214563535554197,3.987224772572517e-09,down,0.9166666666666666,PCK1,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,lipid_synthesis_or_handling,-1.214563535554197,3.987224772572517e-09,4.428667515250189e-08
PCK2,36,-0.7533897571867281,-0.46820503031848393,1.920561771839857e-07,down,0.8333333333333334,PCK2,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,lipid_synthesis_or_handling,-0.46820503031848393,1.920561771839857e-07,1.218968798045297e-06
PCYT2,36,-0.043887648047930536,-0.0670596421830918,0.8340569073625375,down,0.5277777777777778,PCYT2,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,-0.0670596421830918,0.8340569073625375,0.8617664391686018
PDHA1,36,-0.5331923492740858,-0.43675816040757454,3.5575067158788443e-06,down,0.8888888888888888,PDHA1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.43675816040757454,3.5575067158788443e-06,1.558288153011719e-05
PDHB,36,-0.195339590552251,-0.15836855297796593,0.10447610821574926,down,0.6111111111111112,PDHB,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.15836855297796593,0.10447610821574926,0.14904619107843128
PDK3,36,-0.11374230071281247,-0.007335533760307156,0.8461933203216176,down,0.5,PDK3,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,-0.007335533760307156,0.8461933203216176,0.8685350581518914
PDPK1,36,-0.3130701994748313,-0.3405414194122378,0.00012632147991098464,down,0.75,PDPK1,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,other_ppar_pathway,-0.3405414194122378,0.00012632147991098464,0.00038897010150808144
PGR,36,-0.2072991793167981,0.0,0.0006549583433856954,flat,0.4166666666666667,PGR,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,0.0,0.0006549583433856954,0.0017712351721126196
PHYH,36,-1.0118690232825622,-0.8471161992307343,1.4551915228366852e-10,down,0.9722222222222222,PHYH,False,False,False,True,PPAR_related,Reactome peroxisomal lipid metabolism,peroxisome,-0.8471161992307343,1.4551915228366852e-10,3.4812658738631468e-09
PLAUR,36,0.6753642858953532,0.7544092269686793,0.00127711845561862,up,0.7222222222222222,PLAUR,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.7544092269686793,0.00127711845561862,0.0030552603053645446
PLIN2,36,-0.5780249345005667,-0.5408879488105125,0.008164219470927492,down,0.6388888888888888,PLIN2,False,True,True,False,PPAR_related,KEGG hsa03320 PPAR signaling;Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.5408879488105125,0.008164219470927492,0.015673285527521296
PLSCR1,36,-0.06847623261743013,-0.015446936495849606,0.9443348394706845,down,0.5,PLSCR1,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,-0.015446936495849606,0.9443348394706845,0.9597651473051728
PMVK,36,-0.13357906211810894,0.014739310737053923,0.8461933203216176,up,0.5277777777777778,PMVK,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.014739310737053923,0.8461933203216176,0.8685350581518914
PNRC1,36,0.37752237005259076,0.3412669143685165,3.049665247090161e-05,up,0.8055555555555556,PNRC1,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.3412669143685165,3.049665247090161e-05,0.00010656695413989213
PPARA,36,-0.7436883841097255,-0.4692003850868729,5.541951395571232e-07,down,0.8333333333333334,PPARA,True,True,True,False,PPAR_receptor,Frozen 7-gene PPAR/NR core;PPAR receptor-only module;KEGG hsa03320 PPAR signaling;Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation;Hallmark fatty acid metabolism,receptor_nuclear_receptor,-0.4692003850868729,5.541951395571232e-07,3.1917534889308387e-06
PPARD,36,-0.30738735268939776,-0.10279318094505063,0.1762826904305257,down,0.5555555555555556,PPARD,True,True,False,False,PPAR_receptor,Frozen 7-gene PPAR/NR core;PPAR receptor-only module;KEGG hsa03320 PPAR signaling;Reactome nuclear receptor transcription,receptor_nuclear_receptor,-0.10279318094505063,0.1762826904305257,0.24151505164710788
PPARG,36,-0.690579338807544,-0.5566668954054119,1.153675839304924e-06,down,0.8055555555555556,PPARG,True,True,True,False,PPAR_receptor,Frozen 7-gene PPAR/NR core;PPAR receptor-only module;KEGG hsa03320 PPAR signaling;Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation;Hallmark cholesterol homeostasis,receptor_nuclear_receptor,-0.5566668954054119,1.153675839304924e-06,5.881855508587399e-06
PPARGC1A,36,-1.596792468155467,-1.1171414311702759,8.047209121286869e-08,down,0.8333333333333334,PPARGC1A,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-1.1171414311702759,8.047209121286869e-08,5.440613123304818e-07
PRDX6,36,-0.9944142619449655,-1.0385233571554244,1.6007106751203537e-09,down,0.9166666666666666,PRDX6,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-1.0385233571554244,1.6007106751203537e-09,2.1644392172279567e-08
PSME1,36,0.16682576288984718,0.1627288720546649,0.0031202131940517575,up,0.7222222222222222,PSME1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.1627288720546649,0.0031202131940517575,0.006981196426979112
PTPRG,36,-0.028077710844252455,0.3222688149763564,0.06923982678563334,up,0.7222222222222222,PTPRG,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.3222688149763564,0.06923982678563334,0.1040269861368694
PTS,36,0.0315962333906592,0.1611329781535522,0.014591872226446867,up,0.75,PTS,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.1611329781535522,0.014591872226446867,0.026065813663755284
RAP1GDS1,36,-0.14277867026157523,-0.07214741328493446,0.6137056066945661,down,0.5555555555555556,RAP1GDS1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.07214741328493446,0.6137056066945661,0.6792257782277938
RARA,36,-0.91441706634418,-0.636428124401323,9.082723408937454e-07,down,0.8055555555555556,RARA,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,-0.636428124401323,9.082723408937454e-07,4.870218931344048e-06
RARB,36,-0.4497542581936075,-0.5355401549141741,0.003161659874246665,down,0.6111111111111112,RARB,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,-0.5355401549141741,0.003161659874246665,0.007023401577790806
RDH11,36,0.35550261426621343,0.29718174931627317,0.0008708080276846886,up,0.8055555555555556,RDH11,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.29718174931627317,0.0008708080276846886,0.002184042714596275
RDH16,36,0.17066154352930896,0.0,0.08840247992639415,flat,0.16666666666666666,RDH16,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.0,0.08840247992639415,0.12859626904848237
REEP6,36,1.0983610147780292,0.9564838014639521,3.1939998734742403e-06,up,0.9166666666666666,REEP6,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.9564838014639521,3.1939998734742403e-06,1.419048515214984e-05
RETSAT,36,-0.9786286370956555,-0.8358389334855008,2.0372681319713593e-09,down,0.9722222222222222,RETSAT,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.8358389334855008,2.0372681319713593e-09,2.5343615561723708e-08
RORA,36,0.18480206072680996,0.18648226423569325,0.6583178153583993,up,0.5277777777777778,RORA,False,False,True,False,PPAR_related,Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation,other_ppar_pathway,0.18648226423569325,0.6583178153583993,0.7084319743130179
RXRA,36,-0.8735384533015736,-0.5384616828799862,2.892629709094763e-07,down,0.8611111111111112,RXRA,False,True,True,False,PPAR_related,KEGG hsa03320 PPAR signaling;Reactome nuclear receptor transcription;Reactome PPAR-alpha lipid regulation,receptor_nuclear_receptor,-0.5384616828799862,2.892629709094763e-07,1.7300150760162908e-06
S100A10,36,-0.06452867291540008,-0.03211441167758178,0.8219589346845169,down,0.5,S100A10,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.03211441167758178,0.8219589346845169,0.8520974289562825
S100A11,36,1.8649848784769862,1.7295867663353786,2.9103830456733704e-11,up,1.0,S100A11,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,1.7295867663353786,2.9103830456733704e-11,1.5085485453406968e-09
SC5D,36,0.059150482158571965,0.18577641563709602,0.28559634322300553,up,0.6666666666666666,SC5D,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.18577641563709602,0.28559634322300553,0.36551630758170667
SCD,36,1.6278663450685982,1.6332759821838971,1.4551915228366852e-10,up,0.9444444444444444,SCD,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling;Hallmark cholesterol homeostasis,lipid_synthesis_or_handling,1.6332759821838971,1.4551915228366852e-10,3.4812658738631468e-09
SDHA,36,-0.3347710882112668,-0.3326914651609356,2.5482935598120093e-05,down,0.7777777777777778,SDHA,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.3326914651609356,2.5482935598120093e-05,9.10941720806362e-05
SDHC,36,-0.09069956902589224,-0.11539814083404076,0.14770023614983074,down,0.5555555555555556,SDHC,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.11539814083404076,0.14770023614983074,0.20598553113272358
SDHD,36,-0.6225567380132049,-0.7207695764855186,1.3009412214159966e-08,down,0.9166666666666666,SDHD,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.7207695764855186,1.3009412214159966e-08,1.0934938374604728e-07
SEMA3B,36,0.11280714683113668,0.21682686352754255,0.2324965409352444,up,0.5555555555555556,SEMA3B,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.21682686352754255,0.2324965409352444,0.30638315352059753
SERINC1,36,-0.2212400224029968,-0.21792914021236864,0.024941622250480577,down,0.6388888888888888,SERINC1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.21792914021236864,0.024941622250480577,0.04148045197807198
SI,36,-0.9762911011879063,-0.4617050037899184,0.023890959797427058,down,0.6388888888888888,SI,False,False,False,False,PPAR_related,Enterocyte metabolic differentiation,other_ppar_pathway,-0.4617050037899184,0.023890959797427058,0.04016264052432332
SLC22A5,36,-1.3567893764002612,-1.277647582330742,9.604264050722122e-10,down,0.9444444444444444,SLC22A5,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-1.277647582330742,9.604264050722122e-10,1.4223457713212284e-08
SLC26A3,36,-2.786046993464652,-1.3600368548580128,1.3009412214159966e-08,down,0.9166666666666666,SLC26A3,False,False,False,False,PPAR_related,Enterocyte metabolic differentiation,other_ppar_pathway,-1.3600368548580128,1.3009412214159966e-08,1.0934938374604728e-07
SMS,36,0.8428816665257471,0.7374039116137805,1.4551915228366852e-10,up,0.9722222222222222,SMS,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.7374039116137805,1.4551915228366852e-10,3.4812658738631468e-09
SORBS1,36,-0.654294276698272,-0.6573003747863588,0.016003866447135806,down,0.6388888888888888,SORBS1,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,other_ppar_pathway,-0.6573003747863588,0.016003866447135806,0.028119787938187774
SP1,36,-0.3837822884551677,-0.182325790620689,0.0070093794201966375,down,0.6944444444444444,SP1,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.182325790620689,0.0070093794201966375,0.014063980643104221
SQLE,36,0.7031333808531655,0.48787446198041584,0.0011259853781666607,up,0.6944444444444444,SQLE,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.48787446198041584,0.0011259853781666607,0.0027357925985143083
SREBF1,36,0.3124034924623965,0.2523581592596589,0.004852354526519775,up,0.75,SREBF1,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,0.2523581592596589,0.004852354526519775,0.01012806884394396
SREBF2,36,-0.3184325194704385,-0.367157075236312,2.864719135686755e-06,down,0.8055555555555556,SREBF2,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation;Hallmark cholesterol homeostasis,other_ppar_pathway,-0.367157075236312,2.864719135686755e-06,1.2911994944906969e-05
STARD4,36,0.03667886493646022,0.3780008651665312,0.07973560818936676,up,0.6666666666666666,STARD4,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.3780008651665312,0.07973560818936676,0.11808463879472886
STX5,36,0.1466051321231051,0.20823545924814213,0.005399343615863472,up,0.6944444444444444,STX5,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.20823545924814213,0.005399343615863472,0.011120502414129404
SUCLA2,36,-0.21524793387694102,-0.3618174176522262,0.012085462658433244,down,0.7222222222222222,SUCLA2,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.3618174176522262,0.012085462658433244,0.022240111756051707
SUCLG1,36,-0.6870989837957756,-0.7235103642722445,1.0797521099448204e-08,down,0.8888888888888888,SUCLG1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.7235103642722445,1.0797521099448204e-08,9.876556064495269e-08
SUCLG2,36,-0.7990160159050913,-0.8426505036183736,6.024492904543877e-09,down,0.8888888888888888,SUCLG2,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.8426505036183736,6.024492904543877e-09,5.85505404160358e-08
TBL1XR1,36,-0.03448847209386536,-0.024423696892815094,0.4890561629727017,down,0.5555555555555556,TBL1XR1,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.024423696892815094,0.4890561629727017,0.5739489308849443
TDO2,36,0.3112107486169936,0.0,0.12819017434510785,flat,0.05555555555555555,TDO2,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.0,0.12819017434510785,0.18121429191512972
THRAP3,36,-0.08212489639325857,0.0004344870251489219,0.5920094623870682,up,0.5,THRAP3,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,0.0004344870251489219,0.5920094623870682,0.6597139429523944
TIAM2,36,-0.30772941069078147,-0.03006506982238011,0.3177328236874556,down,0.5,TIAM2,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.03006506982238011,0.3177328236874556,0.39368489309481547
TM7SF2,36,0.6132844462336615,0.53013325665288,0.0003594935988076031,up,0.7777777777777778,TM7SF2,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.53013325665288,0.0003594935988076031,0.0010163864475378596
TMEM97,36,0.9961192534252707,0.9450810308340379,0.0003140677691514503,up,0.8055555555555556,TMEM97,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,0.9450810308340379,0.0003140677691514503,0.0009043988537601948
TNFRSF12A,36,1.7263852089655785,1.8246652400814591,4.918547347187996e-09,up,0.9444444444444444,TNFRSF12A,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,1.8246652400814591,4.918547347187996e-09,5.274718017156782e-08
TNFRSF21,36,-0.27881289186260594,-0.1432629363235134,0.0667966004111804,down,0.5833333333333334,TNFRSF21,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,-0.1432629363235134,0.0667966004111804,0.1008434113003743
TP53INP1,36,-0.8609311897054779,-0.7481042792057986,8.143309969455004e-06,down,0.7777777777777778,TP53INP1,False,False,False,False,PPAR_related,Hallmark cholesterol homeostasis,other_ppar_pathway,-0.7481042792057986,8.143309969455004e-06,3.289051169481177e-05
TP53INP2,36,-1.140052811318321,-0.7448914926627901,2.6309862732887268e-08,down,0.8888888888888888,TP53INP2,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.7448914926627901,2.6309862732887268e-08,2.0980428999815231e-07
TRIB3,36,1.632561545008244,1.5974025761380721,1.7760177736648163e-05,up,0.7777777777777778,TRIB3,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation;Hallmark cholesterol homeostasis,other_ppar_pathway,1.5974025761380721,1.7760177736648163e-05,6.654717200117564e-05
TXNRD1,36,0.1245563143708764,0.11464910053250743,0.3877139012911357,up,0.5277777777777778,TXNRD1,False,False,True,False,PPAR_related,Reactome PPAR-alpha lipid regulation,other_ppar_pathway,0.11464910053250743,0.3877139012911357,0.4655560745233328
UBC,36,0.17998953530491926,0.12508481101778823,0.0031202131940517575,up,0.6944444444444444,UBC,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,other_ppar_pathway,0.12508481101778823,0.0031202131940517575,0.006981196426979112
UBE2L6,36,0.4904888305911477,0.6213857781749332,0.005119445180753246,up,0.7777777777777778,UBE2L6,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.6213857781749332,0.005119445180753246,0.010614316341428396
UCP1,36,0.0,0.0,1.0,flat,0.0,UCP1,False,True,False,False,PPAR_related,KEGG hsa03320 PPAR signaling,other_ppar_pathway,0.0,1.0,1.0
UGDH,36,-1.1559505404882755,-1.0450431001289493,7.275957614183426e-10,down,0.9166666666666666,UGDH,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-1.0450431001289493,7.275957614183426e-10,1.3310722458888502e-08
UROD,36,-0.31775463715179686,-0.11783251586446553,0.23873194330371916,down,0.6666666666666666,UROD,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.11783251586446553,0.23873194330371916,0.3119564469220868
UROS,36,0.09094817425147954,0.03828521368146309,0.5393326855264604,up,0.5555555555555556,UROS,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.03828521368146309,0.5393326855264604,0.6189389859731704
VDR,36,-0.9403272629778281,-0.7810492431664278,1.153675839304924e-06,down,0.8611111111111112,VDR,False,False,False,False,PPAR_related,Reactome nuclear receptor transcription,other_ppar_pathway,-0.7810492431664278,1.153675839304924e-06,5.881855508587399e-06
VIL1,36,-0.838302203725501,-0.707167621445048,1.2543750926852226e-07,down,0.9166666666666666,VIL1,False,False,False,False,PPAR_related,Enterocyte metabolic differentiation,other_ppar_pathway,-0.707167621445048,1.2543750926852226e-07,8.127305288023005e-07
VNN1,36,2.415896871859955,2.4210098783305636,1.0246143586016148e-06,up,0.8611111111111112,VNN1,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,2.4210098783305636,1.0246143586016148e-06,5.400933313984783e-06
XIST,36,-0.4387469139448301,0.0,0.14879179284657834,flat,0.2777777777777778,XIST,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,0.0,0.14879179284657834,0.20658146238966904
YWHAH,36,-0.11202528907360593,-0.20324773762035653,0.07175399383413605,down,0.6666666666666666,YWHAH,False,False,False,False,PPAR_related,Hallmark fatty acid metabolism,other_ppar_pathway,-0.20324773762035653,0.07175399383413605,0.1072860196270015
