cohort,patient,sample,side,n_malignant_epithelial_cells,selected_cells_total_UMI,GCH1_UMI,GCH1_CPM,GCH1_log2_CPM_plus1,GCH1_detection_fraction,PLA2G4A_UMI,PLA2G4A_CPM,PLA2G4A_log2_CPM_plus1,PLA2G4A_detection_fraction,PTGS2_UMI,PTGS2_CPM,PTGS2_log2_CPM_plus1,PTGS2_detection_fraction,PTGES_UMI,PTGES_CPM,PTGES_log2_CPM_plus1,PTGES_detection_fraction,GCH1_z,PLA2G4A_z,PTGS2_z,PTGES_z,AA_routing_proxy_core,AA_routing_proxy_core_high,compartment
GSE132465,SMC06,SMC06-T,Right,83,1431141,19,13.276120242519779,3.835532052728799,0.12048192771084337,1,0.6987431706589358,0.7644677510360568,0.012048192771084338,98,68.4768307245757,6.118460040037829,0.26506024096385544,42,29.347213167675303,4.9234921324959755,0.26506024096385544,0.17826570927158533,-0.7101670413022158,0.7574014490307228,0.1182505865411008,0.05516166475653595,True,stromal
GSE132465,SMC07,SMC07-T,Right,209,1735699,23,13.251145503915138,3.833005982332993,0.10047846889952153,4,2.304547044159154,1.7244525343866746,0.019138755980861243,32,18.436376353273232,4.280687368128387,0.05741626794258373,14,8.065914654557039,3.180452579928192,0.0430622009569378,0.17584338402779115,0.01539677958535768,-1.1050299854870886,-1.3236523435790444,-0.8044285164935917,False,stromal
GSE132465,SMC10,SMC10-T,Right,158,1444987,7,4.844334239685201,2.547038688775784,0.0379746835443038,5,3.4602387426322867,2.1571209351664944,0.03164556962025317,44,30.450100935164123,4.97499274214859,0.12025316455696203,35,24.221671198426005,4.656591967294251,0.13291139240506328,-1.0573095174311564,0.342410856778772,-0.4014085999397955,-0.10253851126622049,-0.05384541814241467,False,stromal
GSE132465,SMC16,SMC16-T,Right,29,209707,2,9.537116071471148,3.3974081612267,0.034482758620689655,1,4.768558035735574,2.528210734004293,0.034482758620689655,12,57.222696428826886,5.863509750466469,0.20689655172413793,14,66.75981250029803,6.082357977449084,0.3103448275862069,-0.24186453098499788,0.6228833569754918,0.4990303018290538,1.0769047117400552,0.7329394568482002,True,stromal
GSE132465,SMC17,SMC17-T,Right,203,2808904,32,11.392343775365767,3.6313771664108954,0.11330049261083744,2,0.7120214859603604,0.7757008077518803,0.009852216748768473,96,34.1770313260973,5.1365618303455,0.18719211822660098,44,15.664472691127926,4.05870376229468,0.12807881773399016,-0.017504581054810443,-0.7016770113638944,-0.2376716191348409,-0.5971324253303876,-0.512160351943041,False,stromal
GSE132465,SMC19,SMC19-T,Right,37,275100,4,14.540167211922936,3.9579301220894942,0.08108108108108109,2,7.270083605961468,3.047901914317506,0.02702702702702703,11,39.985459832788074,5.3570402790659415,0.16216216216216217,20,72.70083605961467,6.203609080180821,0.2702702702702703,0.2956369170163804,1.015669914647323,-0.014234847107953865,1.1772078402901982,0.7262143026098556,True,stromal
GSE132465,SMC20,SMC20-T,Right,374,4331938,26,6.001932622304382,2.807753179170727,0.06417112299465241,8,1.846748499170579,1.5093150413672431,0.0213903743315508,109,25.161948301199143,4.709398078376803,0.1657754010695187,258,59.55763909825117,5.920237056359643,0.2887700534759358,-0.8073025134477286,-0.14720577845367008,-0.670566944826284,0.9427926482425453,0.041673308320863724,True,stromal
GSE132465,SMC23,SMC23-T,Right,33,391552,5,12.76969597907813,3.783424801468569,0.15151515151515152,0,0.0,0.0,0.0,10,25.53939195815626,4.730063412505737,0.18181818181818182,1,2.553939195815626,1.8294189985737739,0.030303030303030304,0.1282984912867025,-1.2879575979932252,-0.6496243285414576,-2.4412743027456263,-1.4596187430934364,False,stromal
GSE132465,SMC24,SMC24-T,Right,55,842647,18,21.361258035689918,4.482929450814245,0.2,2,2.3734731150766573,1.7542346643120197,0.03636363636363636,20,23.73473115076657,4.628466313382737,0.2,17,20.174521478151586,4.404257461427206,0.18181818181818182,0.79907463951871,0.03790634052587865,-0.75258463149661,-0.311278389167506,-0.3419855600460791,False,stromal
GSE132465,SMC06,SMC06-T,Right,1,4034,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,247.89291026276646,7.959381325379233,1.0,0,0.0,0.0,0.0,,,-0.707106781186548,,-0.707106781186548,False,mast
GSE132465,SMC07,SMC07-T,Right,2,6975,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1146.953405017921,10.164848369433683,1.0,0,0.0,0.0,0.0,,,0.7071067811865469,,0.7071067811865469,True,mast
