module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
COESSENTIALITY::194::biological process:COPII vesicle coating,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6569059744517889,0.31070602474601333,0.5789725189843825,0,False,True
COESSENTIALITY::939::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6568120933885737,0.21669090431524043,0.562877114012628,0,False,True
COESSENTIALITY::1209::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6552595114992985,0.28301566164155295,0.6111429415784149,0,False,True
COESSENTIALITY::1370::molecular function:structural constituent of eye lens,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6548961405408467,0.29955032900977147,0.6448374878389607,0,False,True
COESSENTIALITY::1815::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6541971719421691,0.18369079247981077,0.6136310548328524,0,False,True
REACTOME::REACTOME_METHIONINE_SALVAGE_PATHWAY,REACTOME,6,4,2,0.6666666666666666,positive,0.653812752951026,0.3460395599396205,0.5614237005433931,0,False,True
COESSENTIALITY::1456::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6481134764557862,0.16175482091009144,0.6218895323443938,0,False,True
REACTOME::REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,REACTOME,6,4,2,0.6666666666666666,positive,0.6480554623454012,0.23582198640997312,0.4798967547552669,0,False,True
COESSENTIALITY::288::biological process:Golgi to plasma membrane transport,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6461390707554008,0.31523408045820095,0.430690697692493,0,False,True
REACTOME::REACTOME_NEUREXINS_AND_NEUROLIGINS,REACTOME,6,4,2,0.6666666666666666,positive,0.6458656301840211,0.21498760467145595,0.5707042167035522,0,False,True
COESSENTIALITY::1495::biological process:chromatin organization,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6451367383324391,0.22389695955493102,0.5556962467623855,0,False,True
COESSENTIALITY::1573::cellular component:endocytic vesicle membrane,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6436480399451368,0.3362489235793584,0.5495763203756115,0,False,True
REACTOME::REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,REACTOME,6,4,2,0.6666666666666666,positive,0.6434532721929489,0.2179940542767486,0.5582867824194867,0,False,True
REACTOME::REACTOME_INTERLEUKIN_10_SIGNALING,REACTOME,6,4,2,0.6666666666666666,positive,0.641792202613826,0.21689927614630042,0.5331217702801635,0,False,True
COESSENTIALITY::910::cellular component:cell cortex,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6416366946286658,0.2656400240834505,0.6329865926161928,0,False,True
COESSENTIALITY::370::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.636336758980802,0.2734855421775753,0.5823806459961207,0,False,True
REACTOME::REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION,REACTOME,6,4,2,0.6666666666666666,positive,0.6360638964104257,0.3515606657430812,0.4799227427377679,0,False,True
"CORUM::5378::TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)",CORUM,6,4,2,0.6666666666666666,positive,0.6358135362312382,0.38566259778974316,0.4561870796943765,0,False,True
REACTOME::REACTOME_NEUROTRANSMITTER_CLEARANCE,REACTOME,6,4,2,0.6666666666666666,positive,0.6342749542113293,0.2186628756883305,0.5927405626866747,0,False,True
COESSENTIALITY::1797::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6320896852546997,0.2717136396950429,0.526283970213789,0,False,True
COESSENTIALITY::1477::molecular function:telomerase RNA binding,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6276200361532454,0.24591705996615856,0.513186088209486,0,False,True
COESSENTIALITY::1246::cellular component:cell leading edge,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6266441217492552,0.2916962534776626,0.5714957200091729,0,False,True
COESSENTIALITY::267::biological process:receptor-mediated endocytosis,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6265335425443961,0.21356149683184164,0.5343341336604124,0,False,True
COESSENTIALITY::887::molecular function:CCR chemokine receptor binding,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6236998363273367,0.05736148773885408,0.4919605827866932,0,False,True
CORUM::123::Rnase/Mrp complex,CORUM,6,4,2,0.6666666666666666,positive,0.6219853748025361,0.24974984121980034,0.6113225744599369,2,False,True
COESSENTIALITY::1659::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6218589695983227,0.09448411506694837,0.5291887931074798,0,False,True
COESSENTIALITY::528::molecular function:structural constituent of eye lens,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6150841662520503,0.11003460775697417,0.5136105941059294,0,False,True
COESSENTIALITY::783::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6112646380494295,0.21582270873203027,0.48360738499421996,0,False,True
REACTOME::REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,REACTOME,6,4,2,0.6666666666666666,positive,0.6104388909192415,0.32975963460784613,0.5418527181742456,0,False,True
COESSENTIALITY::1319::cellular component:Cul3-RING ubiquitin ligase complex,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6102671271908156,0.27165514127086476,0.564957991180825,0,False,True
REACTOME::REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS,REACTOME,6,4,2,0.6666666666666666,positive,0.6078480389908167,0.27078470708463626,0.4665980636202318,0,False,True
COESSENTIALITY::497::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.607240495032134,0.38625226585431216,0.5007691686235353,0,False,True
COESSENTIALITY::1048::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6058253553641674,0.23403474335228955,0.49394318751403815,0,False,True
COESSENTIALITY::1200::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6050005096104246,0.3585192967699216,0.49968035675212846,0,False,True
REACTOME::REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE,REACTOME,6,4,2,0.6666666666666666,positive,0.603266196125483,0.15305801152059534,0.44874636952420416,0,False,True
COESSENTIALITY::1705::biological process:cellular response to lipopolysaccharide,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.6001865969901488,0.30438706747251776,0.499453006897807,0,False,True
REACTOME::REACTOME_INFLAMMASOMES,REACTOME,6,4,2,0.6666666666666666,positive,0.5988056725648878,0.2305594902576267,0.5789604041751135,0,False,True
COESSENTIALITY::29::cellular component:U2-type catalytic step 2 spliceosome,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5977165436103828,0.2918917577505274,0.5261091854837949,0,False,True
REACTOME::REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,REACTOME,6,4,2,0.6666666666666666,positive,0.5961749276651738,0.3021443698708521,0.45472841654433716,0,False,True
COESSENTIALITY::959::biological process:proximal/distal pattern formation,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5949772443081511,0.05817897149803083,0.5122785408693115,1,False,True
COESSENTIALITY::233::biological process:positive regulation of protein serine/threonine kinase activity,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5927328046589811,0.25866563554281174,0.44267490773704543,0,False,True
COESSENTIALITY::806::molecular function:protein kinase activator activity,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5903705701086037,0.3785075263674542,0.5474659162066627,1,False,True
REACTOME::REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,REACTOME,6,4,2,0.6666666666666666,positive,0.5895353315388052,0.08152690319313909,0.5782456030152727,0,False,True
COESSENTIALITY::1050::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5892830856773136,0.19687410386250123,0.5390656388645607,0,False,True
COESSENTIALITY::858::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5858879971434576,0.1686757644075573,0.526619504714736,0,False,True
COESSENTIALITY::1044::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5858355177468171,0.2457142964012097,0.578516648260546,0,False,True
"CORUM::2529::LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",CORUM,6,4,2,0.6666666666666666,positive,0.5854135180939537,0.22822934772177692,0.5410479989117605,0,False,True
"CORUM::1223::H2AX complex, isolated from cells without IR exposure",CORUM,6,4,2,0.6666666666666666,positive,0.5783463672467015,0.15506714908301467,0.5642644317615076,0,False,True
COESSENTIALITY::1538::biological process:global genome nucleotide-excision repair,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5761756469129989,0.3667640106544628,0.446889477623581,0,False,True
REACTOME::REACTOME_LIPID_PARTICLE_ORGANIZATION,REACTOME,6,4,2,0.6666666666666666,positive,0.5752018279496205,0.2671206847236957,0.5174022422177773,0,False,True
REACTOME::REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING,REACTOME,6,4,2,0.6666666666666666,positive,0.5734519321963383,0.15506059414692872,0.5389963400945704,0,False,True
REACTOME::REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE,REACTOME,6,4,2,0.6666666666666666,positive,0.5728857433096028,0.08359245410274407,0.4454162257986347,0,False,True
COESSENTIALITY::1191::biological process:regulation of G2/M transition of mitotic cell cycle,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5726684731562375,0.05791906887530159,0.5688915459378201,1,False,True
COESSENTIALITY::1069::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5672547916166586,0.2987172853544643,0.4984080161031752,0,False,True
REACTOME::REACTOME_REGULATION_OF_NPAS4_MRNA_TRANSLATION,REACTOME,6,4,2,0.6666666666666666,positive,0.5640226091790235,0.2021430815883075,0.5088817522684468,0,False,True
COESSENTIALITY::579::biological process:positive regulation of cytosolic calcium ion concentration,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5635515448038413,0.11298839006714234,0.516881971690127,0,False,True
COESSENTIALITY::807::cellular component:rough endoplasmic reticulum,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5624074128648042,0.0013150250654882327,0.5590919235270683,1,False,True
REACTOME::REACTOME_PROTEIN_LIPOYLATION,REACTOME,6,4,2,0.6666666666666666,positive,0.559743981824189,0.19474008988977057,0.5044330786469707,0,False,True
REACTOME::REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,REACTOME,6,4,2,0.6666666666666666,positive,0.5475619748760083,0.2331518041998073,0.5127484192091593,0,False,True
CORUM::1239::EBAFb complex,CORUM,6,4,2,0.6666666666666666,positive,0.5466394334079385,0.12164771460834979,0.4454657884233344,0,False,True
"CORUM::3065::RNA polymerase II complex, chromatin structure modifying",CORUM,6,4,2,0.6666666666666666,positive,0.5441581066576158,0.27165669745643345,0.45159736679787443,0,False,True
CORUM::1150::Histone H3.3 complex,CORUM,6,4,2,0.6666666666666666,positive,0.544032870113829,0.1759947898478755,0.47234061264772903,0,False,True
REACTOME::REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS,REACTOME,6,4,2,0.6666666666666666,positive,0.5423676411928966,0.29243772244038574,0.5386537555526287,0,False,True
COESSENTIALITY::1227::cellular component:axoneme,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5404704824139848,0.30772948174977705,0.4712633391254267,0,False,True
COESSENTIALITY::633::,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5366634927000598,0.14540462465955759,0.5249942728883692,0,False,True
REACTOME::REACTOME_DISEASES_OF_THE_UREA_CYCLE,REACTOME,6,4,2,0.6666666666666666,positive,0.534152727359404,0.16942290940787,0.49075984367549214,0,False,True
"COESSENTIALITY::811::molecular function:transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5322930993498612,0.2535849578530242,0.48116980488816563,0,False,True
REACTOME::REACTOME_HYALURONAN_METABOLISM,REACTOME,6,4,2,0.6666666666666666,positive,0.5251455385314278,0.1002759068522575,0.4421386523553842,0,False,True
CURATED::mesenchymal_state,CURATED,6,4,2,0.6666666666666666,positive,0.5217713535419124,0.21341217025494075,0.4698062277592434,0,False,True
REACTOME::REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,REACTOME,6,4,2,0.6666666666666666,positive,0.5184441908698446,0.21010022594079514,0.4958520128566047,0,False,True
REACTOME::REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS,REACTOME,6,4,2,0.6666666666666666,positive,0.5140569127462984,0.22819676063819563,0.44706068590749237,0,False,True
COESSENTIALITY::1871::molecular function:WW domain binding,COESSENTIALITY,6,4,2,0.6666666666666666,positive,0.5068873623404533,0.217841170554217,0.41738649150061985,0,False,True
CORUM::435::BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),CORUM,6,4,2,0.6666666666666666,positive,0.4798297641451862,0.10050370431683664,0.46508484958821306,0,False,True
CORUM::471::PCAF complex,CORUM,6,4,2,0.6666666666666666,positive,0.4353982725690271,0.06739306320835332,0.3760716455358103,1,False,True
CORUM::477::PCAF complex,CORUM,6,4,2,0.6666666666666666,positive,0.4353982725690271,0.06739306320835332,0.3760716455358103,1,False,True
REACTOME::REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,REACTOME,6,2,4,0.6666666666666666,negative,-0.4555243948094688,-0.049878971251564486,0.4532111052136172,0,False,True
COESSENTIALITY::1628::biological process:neuron migration,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.4793829557397918,-0.025975052169074548,0.4694464710725196,0,False,True
COESSENTIALITY::1295::molecular function:3'-5'-exoribonuclease activity,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5007198748527169,-0.0698902592852418,0.39823183135649753,3,False,True
CORUM::2211::BARD1-BRCA1-CSTF complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5041861228275827,-0.20108359569124087,0.4801858892235429,0,False,True
REACTOME::REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM,REACTOME,6,2,4,0.6666666666666666,negative,-0.5255371242858122,-0.025868144773343055,0.5023501307968188,0,False,True
COESSENTIALITY::859::biological process:gene silencing by RNA,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5384470107675807,-0.14277084098803441,0.46767430701989704,0,False,True
COESSENTIALITY::1325::biological process:snRNA transcription by RNA polymerase II,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.542893188629934,-0.13557074045468384,0.5315998591301444,0,False,True
"COESSENTIALITY::1408::molecular function:transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.542989041657661,-0.13351150597794906,0.5168112754389,0,False,True
COESSENTIALITY::451::biological process:gene silencing by RNA,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5440279353315218,-0.12450002954670203,0.4803810395355761,0,False,True
COESSENTIALITY::1490::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5445034648059164,-0.2257413926790355,0.48309737130405295,0,False,True
REACTOME::REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.5518847885300364,-0.24234968760737088,0.4924149172775899,0,False,True
REACTOME::REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,REACTOME,6,2,4,0.6666666666666666,negative,-0.5520802657800219,-0.18302293186434362,0.4463107881745931,0,False,True
COESSENTIALITY::1262::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5525407406247969,-0.3613753739242114,0.40396194896902377,0,False,True
CORUM::112::Prefoldin complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5589179267255193,-0.1282118791833288,0.5010144200971466,1,False,True
CORUM::33::Prefoldin complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5589179267255193,-0.1282118791833288,0.5010144200971466,1,False,True
REACTOME::REACTOME_HYALURONAN_DEGRADATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.5595981707671691,-0.31513319145599655,0.47434979950259903,0,False,True
COESSENTIALITY::1006::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5637600665529336,-0.15355707024176654,0.5497177118815951,0,False,True
REACTOME::REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,REACTOME,6,2,4,0.6666666666666666,negative,-0.5645802612349223,-0.11944241882957028,0.5414518495101476,0,False,True
CORUM::5234::IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5672016873595609,-0.05277665343871085,0.5654402449959895,0,False,True
COESSENTIALITY::1677::molecular function:lysophospholipase activity,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5692007059990833,-0.26128788779540896,0.5684360229638274,0,False,True
CORUM::438::GCN5-TRRAP histone acetyltransferase complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5699675160391353,-0.3407608673521156,0.5415447036742324,0,False,True
COESSENTIALITY::1670::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5699943893059134,-0.27704975022532013,0.5486009748346519,0,False,True
COESSENTIALITY::246::cellular component:anaphase-promoting complex,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5762972644270212,-0.43190794474446176,0.4937727225803741,0,False,True
COESSENTIALITY::1096::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.58108494680548,-0.22114831274542399,0.5165183800198071,0,False,True
COESSENTIALITY::1523::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5813321744190982,-0.18382096691203617,0.35646542557821886,0,False,True
REACTOME::REACTOME_REGULATION_OF_PTEN_LOCALIZATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.5842586203543054,-0.25594616544207205,0.4411473256965408,0,False,True
REACTOME::REACTOME_MET_ACTIVATES_PTK2_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.5849407858234656,-0.12321959866638281,0.42443537729926584,0,False,True
COESSENTIALITY::712::molecular function:structural constituent of eye lens,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5872252507468394,-0.060162819032217485,0.4175513343630531,0,False,True
CORUM::5450::Mediator complex,CORUM,6,2,4,0.6666666666666666,negative,-0.5893057971629114,-0.06416016986901792,0.5000992443788341,2,False,True
CORUM::738::SIN3-ING1b complex I,CORUM,6,2,4,0.6666666666666666,negative,-0.5894188422598641,-0.09202642794824495,0.5846087388339989,0,False,True
REACTOME::REACTOME_PROSTANOID_LIGAND_RECEPTORS,REACTOME,6,2,4,0.6666666666666666,negative,-0.5898959743446885,-0.21334138522793658,0.48198982157261966,0,False,True
COESSENTIALITY::913::biological process:antibacterial humoral response,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5900412712476757,-0.3932297290725364,0.5044345376748489,1,False,True
COESSENTIALITY::212::biological process:response to insulin,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5956034247289304,-0.25219128440758487,0.4981830396845399,0,False,True
REACTOME::REACTOME_TRANSPORT_AND_METABOLISM_OF_PAPS,REACTOME,6,2,4,0.6666666666666666,negative,-0.5958782414904246,-0.2074379592693989,0.584863735876579,0,False,True
COESSENTIALITY::1143::biological process:snRNA transcription by RNA polymerase II,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5988552828939995,-0.2481786726379124,0.4428006349750296,0,False,True
COESSENTIALITY::1855::biological process:RNA catabolic process,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5996098754008177,-0.28759679525141396,0.5216256568238101,0,False,True
COESSENTIALITY::1182::cellular component:U2-type catalytic step 2 spliceosome,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.5999800200718179,-0.2498491220861135,0.5079126882855148,0,False,True
COESSENTIALITY::954::molecular function:steroid binding,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6003994107706404,-0.14000323962765693,0.5429752732738787,0,False,True
CORUM::2319::ITGA6-ITGB4-Laminin10/12 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6022660310778767,-0.038763371423384485,0.5027421125380958,1,False,True
REACTOME::REACTOME_CHYLOMICRON_ASSEMBLY,REACTOME,6,2,4,0.6666666666666666,negative,-0.6027317747061163,-0.24237912774094053,0.5611619387638943,0,False,True
CORUM::3048::mSin3A complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6068177853261268,-0.20344291549978233,0.5776651831114968,0,False,True
REACTOME::REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6090140179200803,-0.15026017595309418,0.49976588558128443,0,False,True
COESSENTIALITY::1074::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6108816638201499,-0.21705289347353549,0.49209829291432516,0,False,True
COESSENTIALITY::736::biological process:pancreas development,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6110588487164845,-0.5612882794126554,0.45177612869248374,2,False,True
REACTOME::REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.6131483481189837,-0.18274022938178938,0.5470242460718462,0,False,True
REACTOME::REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6147693213822393,-0.23366926289379478,0.5193726469696418,0,False,True
REACTOME::REACTOME_ANDROGEN_BIOSYNTHESIS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6164644694332477,-0.18510459554623612,0.6018978962575935,0,False,True
COESSENTIALITY::1250::biological process:phospholipid biosynthetic process,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.617383367190659,-0.2712646015844206,0.47674061488201414,0,False,True
REACTOME::REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6181817815547475,-0.14620799965051184,0.604950196968883,0,False,True
REACTOME::REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6199745012729145,-0.04950402546403304,0.5220297846116703,2,False,True
COESSENTIALITY::1452::cellular component:polysomal ribosome,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6202029265412241,-0.2893993694194699,0.6003742458273112,1,False,True
COESSENTIALITY::949::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6202913759139801,-0.2538092158671777,0.5689631952180405,0,False,True
COESSENTIALITY::732::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.620448953487312,-0.23477344640233078,0.5107413094203784,0,False,True
CORUM::103::RNA polymerase II holoenzyme complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6215118114601755,-0.2954752715756528,0.5721444443571213,0,False,True
CORUM::217::CRSP complex,CORUM,6,2,4,0.6666666666666666,negative,-0.623020527989922,-0.24203487229460016,0.49888652842964804,2,False,True
CORUM::218::CRSP complex,CORUM,6,2,4,0.6666666666666666,negative,-0.623020527989922,-0.24203487229460016,0.49888652842964804,2,False,True
COESSENTIALITY::766::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6231737988869773,-0.14561414723872934,0.5085719577749798,0,False,True
COESSENTIALITY::1219::biological process:T cell differentiation,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6233995546141549,-0.0726042724014652,0.4450590360922232,1,False,True
COESSENTIALITY::624::biological process:viral budding via host ESCRT complex,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6241728346433779,-0.17659817492811333,0.5278131004292562,0,False,True
REACTOME::REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,REACTOME,6,2,4,0.6666666666666666,negative,-0.6245274982218418,-0.2912006047501197,0.5977713404350612,0,False,True
CORUM::587::NuRD.1 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6277690120484374,-0.37055250855304617,0.4469263839936709,0,False,True
COESSENTIALITY::216::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6290231989676762,-0.08829507521648156,0.5516908387144582,0,False,True
COESSENTIALITY::1113::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6298921132689803,-0.18785571668547676,0.6049726548616957,0,False,True
REACTOME::REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,REACTOME,6,2,4,0.6666666666666666,negative,-0.6302391012394613,-0.29514229542493675,0.6249433417501209,0,False,True
COESSENTIALITY::1741::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6306206803275318,-0.18452384503768723,0.584368983887597,0,False,True
COESSENTIALITY::1226::biological process:negative regulation of axon extension involved in axon guidance,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.631199997565881,-0.20034213363892084,0.4745853411098497,0,False,True
REACTOME::REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6331980829879231,-0.14049794998554663,0.5200967060405963,0,False,True
COESSENTIALITY::1854::biological process:tRNA processing,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6338966899048697,-0.2709105505170181,0.552424141729596,0,False,True
REACTOME::REACTOME_RHOBTB3_ATPASE_CYCLE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6348615121910641,-0.1403554085561277,0.6307792747843499,0,False,True
CORUM::5231::53BP1-containing complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6351723217992391,-0.12232837187605583,0.5513995539938751,0,False,True
COESSENTIALITY::1396::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6355785961374436,-0.0832426166078135,0.6330918639953452,0,False,True
CORUM::1261::SRm160/300 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6359220501738753,-0.00016360388829543085,0.6181702564324061,0,False,True
REACTOME::REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6364011773032392,-0.20959589329842954,0.5629973644637741,0,False,True
COESSENTIALITY::1754::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6373833330319136,-0.10595028774262766,0.5387436281831383,0,False,True
REACTOME::REACTOME_MIRO_GTPASE_CYCLE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6397617987005324,-0.2343275373705769,0.568946541219887,0,False,True
COESSENTIALITY::237::molecular function:cyclin-dependent protein serine/threonine kinase activity,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6423039389625204,-0.17408340425642588,0.6196580972410773,0,False,True
CORUM::886::MTA1 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6426216506005917,-0.29068275748227573,0.5064072878204006,0,False,True
REACTOME::REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6428011529825373,-0.23976664504560696,0.5746982974985492,0,False,True
CORUM::228::SMCC complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6439070426920894,-0.34027016633245993,0.5726844897321774,2,False,True
REACTOME::REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER,REACTOME,6,2,4,0.6666666666666666,negative,-0.6444172269100445,-0.28063830546785534,0.6360707605955944,0,False,True
