gene,background,n_trajectory_values,n_positive_trajectory_values,background_vulnerability_rho,background_p_value,n_resampling_supported_trajectories,background_resampling_supported
MRPS24,LoVo,1,1,0.23614718614718613,0.08261142226886033,0,False
MRPS25,LoVo,1,1,0.3191919191919192,0.017533706328095137,1,True
MRPS26,LoVo,1,1,0.13066378066378068,0.34167755087403534,0,False
MRPS27,LoVo,1,1,0.16486291486291485,0.22904430994922037,0,False
MRPS28,LoVo,1,1,0.18152958152958154,0.18471117355588576,0,False
MRPS30,LoVo,1,1,0.04177489177489178,0.7620216252012618,0,False
MRPS31,LoVo,1,1,0.10101010101010101,0.46308003144153814,0,False
MRPS33,LoVo,1,0,-0.08037518037518038,0.5596697588348651,0,False
MRPS34,LoVo,1,1,0.25173160173160175,0.06374047017152563,0,False
MRPS35,LoVo,1,1,0.16904761904761906,0.21727839771089436,0,False
MRPS36,LoVo,1,1,0.03621933621933622,0.7929157574382096,0,False
MRPS5,LoVo,1,1,0.17857142857142858,0.19209177637840552,0,False
MRPS6,LoVo,1,1,0.2997113997113997,0.026212911593478046,0,False
MRPS7,LoVo,1,1,0.14704184704184703,0.2840433876899583,0,False
MRPS9,LoVo,1,0,-0.19733044733044733,0.14871908158984126,0,False
MRRF,LoVo,1,1,0.2580808080808081,0.05712118451925736,0,False
MRS2,LoVo,1,1,0.09307359307359307,0.4991249063519391,0,False
MRTFA,LoVo,1,0,-0.006060606060606061,0.9649724277353551,0,False
MRTFB,LoVo,1,1,0.18152958152958154,0.18471117355588576,0,False
MRTO4,LoVo,1,0,-0.11738816738816739,0.3933630344517558,0,False
MS4A1,LoVo,1,1,0.13722943722943723,0.3177551954401996,0,False
MS4A10,LoVo,1,0,-0.004978354978354979,0.9712244299325383,0,False
MS4A12,LoVo,1,1,0.23917748917748918,0.0786335892545113,0,False
MS4A13,LoVo,1,1,0.08051948051948052,0.5589628039915486,0,False
MS4A14,LoVo,1,1,0.0158008658008658,0.9088431081381179,0,False
MS4A15,LoVo,1,1,0.046825396825396826,0.7342508536754118,0,False
MS4A2,LoVo,1,1,0.14523809523809525,0.2900568871971785,0,False
MS4A3,LoVo,1,1,0.10591630591630592,0.441523591233047,0,False
MS4A4A,LoVo,1,1,0.08773448773448773,0.5241629035782608,0,False
MS4A4E,LoVo,1,0,,,0,False
MS4A5,LoVo,1,1,0.02085137085137085,0.8798949292750033,0,False
MS4A6A,LoVo,1,1,0.2545454545454545,0.06073475819258878,0,False
MS4A6E,LoVo,1,1,0.1062049062049062,0.44027320321644564,0,False
MS4A7,LoVo,1,1,0.2704906204906205,0.04578827001182385,0,False
MS4A8,LoVo,1,0,-0.03795093795093795,0.7832500499352792,0,False
MSANTD1,LoVo,1,0,-0.19913419913419914,0.1449672474860112,0,False
MSANTD2,LoVo,1,0,-0.016955266955266956,0.9022146264523736,0,False
MSANTD3,LoVo,1,1,0.072005772005772,0.6013762045753219,0,False
MSANTD4,LoVo,1,1,0.013997113997113998,0.9192122967775319,0,False
MSANTD5,LoVo,1,0,,,0,False
MSC,LoVo,1,0,-0.25317460317460316,0.062184508181438024,0,False
MSGN1,LoVo,1,0,-0.05707070707070707,0.6789738676201612,0,False
MSH2,LoVo,1,0,-0.07655122655122655,0.5785558494981772,0,False
MSH3,LoVo,1,0,-0.21219336219336218,0.11987636900974784,0,False
MSH4,LoVo,1,1,0.3531746031746032,0.00817196764737143,1,True
MSH5,LoVo,1,0,-0.09971139971139971,0.46888001716524835,0,False
MSH6,LoVo,1,0,-0.1404040404040404,0.3065806746323579,0,False
MSI1,LoVo,1,0,-0.10043290043290043,0.4656529941174947,0,False
MSI2,LoVo,1,0,-0.2797258297258297,0.038607875756578355,0,False
MSL1,LoVo,1,0,-0.3582251082251082,0.007244179068283059,0,False
MSL2,LoVo,1,0,-0.05555555555555555,0.6870519613705275,0,False
MSL3,LoVo,1,0,-0.18434343434343434,0.17788187892449095,0,False
MSLN,LoVo,1,0,-0.02178932178932179,0.8745348187521144,0,False
MSMB,LoVo,1,1,0.11262626262626263,0.41296713322761214,0,False
MSMO1,LoVo,1,0,-0.1523809523809524,0.266726939447834,0,False
MSMP,LoVo,1,0,-0.1544011544011544,0.26036278703361143,0,False
MSN,LoVo,1,1,0.1945887445887446,0.15455909091944584,0,False
MSR1,LoVo,1,0,-0.01919191919191919,0.8893911627775771,0,False
MSRA,LoVo,1,1,0.007936507936507936,0.9541407932543373,0,False
MSRB1,LoVo,1,0,-0.21341991341991343,0.11770127323397518,0,False
MSRB2,LoVo,1,0,-0.06176046176046176,0.6541997428895115,0,False
MSRB3,LoVo,1,1,0.031313131313131314,0.8204656776735478,0,False
MSS51,LoVo,1,1,0.044805194805194806,0.7453209319246276,0,False
MST1,LoVo,1,0,,,0,False
MST1R,LoVo,1,1,0.1215007215007215,0.3768814521495504,0,False
MSTN,LoVo,1,0,-0.003968253968253968,0.977061189655443,0,False
MSTO1,LoVo,1,0,-0.02821067821067821,0.8380009475311071,0,False
MSX1,LoVo,1,0,-0.31435786435786434,0.01941895962817786,0,False
MSX2,LoVo,1,0,-0.10238095238095238,0.4570002165282994,0,False
MT1A,LoVo,1,0,,,0,False
MT1B,LoVo,1,1,0.22518037518037518,0.09834520473938783,0,False
MT1E,LoVo,1,0,-0.10194805194805195,0.4589154374620737,0,False
MT1F,LoVo,1,0,-0.08297258297258298,0.5470094804764262,0,False
MT1G,LoVo,1,0,,,0,False
MT1H,LoVo,1,0,,,0,False
MT1HL1,LoVo,1,0,,,0,False
MT1M,LoVo,1,0,,,0,False
MT1X,LoVo,1,0,,,0,False
MT2A,LoVo,1,0,,,0,False
MT3,LoVo,1,1,0.18455988455988456,0.17736421563467775,0,False
MT4,LoVo,1,0,-0.1704906204906205,0.21332088223676665,0,False
MTA1,LoVo,1,0,-0.23982683982683983,0.07780122372336692,0,False
MTA2,LoVo,1,1,0.0531024531024531,0.7002043361125724,0,False
MTA3,LoVo,1,0,-0.07597402597402597,0.5814316506215864,0,False
MTAP,LoVo,1,1,0.006637806637806638,0.9616388578860096,0,False
MTARC1,LoVo,1,0,,,0,False
MTARC2,LoVo,1,0,,,0,False
MTBP,LoVo,1,0,-0.08196248196248196,0.5519165238239075,0,False
MTCH1,LoVo,1,1,0.13210678210678212,0.3363262715063941,0,False
MTCH2,LoVo,1,1,0.08253968253968254,0.5491099284198336,0,False
MTCL1,LoVo,1,0,-0.1891053391053391,0.16674377690131514,0,False
MTCP1,LoVo,1,0,-0.08398268398268398,0.5421235114576068,0,False
MTDH,LoVo,1,0,-0.06479076479076479,0.6383843630067613,0,False
MTERF1,LoVo,1,1,0.05245310245310245,0.7037007068808177,0,False
MTERF2,LoVo,1,1,0.151010101010101,0.271104184396186,0,False
MTERF3,LoVo,1,1,0.1261904761904762,0.3586004140561025,0,False
MTERF4,LoVo,1,1,0.08391053391053391,0.5424718067534362,0,False
MTF1,LoVo,1,0,-0.022222222222222223,0.8720627916050715,0,False
MTF2,LoVo,1,1,0.03535353535353535,0.7977603254299112,0,False
MTFMT,LoVo,1,1,0.28484848484848485,0.03504354288239234,0,False
MTFP1,LoVo,1,1,0.0652958152958153,0.635763691134527,0,False
MTFR1,LoVo,1,1,0.011904761904761904,0.9312571821431642,0,False
MTFR1L,LoVo,1,1,0.13917748917748918,0.3108677458578128,0,False
MTFR2,LoVo,1,0,-0.2589466089466089,0.05626324456699066,0,False
MTG1,LoVo,1,1,0.18556998556998558,0.17496285999593314,0,False
MTG2,LoVo,1,1,0.12518037518037517,0.36249136333888765,0,False
MTHFD1,LoVo,1,1,0.08066378066378066,0.5582562706747531,0,False
MTHFD1L,LoVo,1,1,0.1443001443001443,0.2932165617315393,0,False
MTHFD2,LoVo,1,0,-0.024891774891774892,0.8568463065495697,0,False
MTHFD2L,LoVo,1,1,0.023088023088023088,0.8671223997378564,0,False
MTHFR,LoVo,1,0,-0.04336219336219336,0.7532596750697069,0,False
MTHFS,LoVo,1,1,0.03455988455988456,0.8022078407843434,0,False
MTHFSD,LoVo,1,1,0.1821789321789322,0.18311870310953143,0,False
MTIF2,LoVo,1,1,0.28953823953823954,0.0320239323389322,0,False
MTIF3,LoVo,1,0,-0.07821067821067822,0.5703243120726168,0,False
MTM1,LoVo,1,0,-0.22005772005772006,0.10644834098185245,0,False
MTMR1,LoVo,1,0,-0.08917748917748917,0.5173347657601416,0,False
MTMR10,LoVo,1,1,0.06226551226551227,0.6515531092529737,0,False
MTMR11,LoVo,1,0,-0.050288600288600285,0.7153989311929552,0,False
MTMR12,LoVo,1,0,-0.13023088023088022,0.34329319720285156,0,False
MTMR14,LoVo,1,0,-0.09704184704184704,0.48092382804734585,0,False
MTMR2,LoVo,1,0,-0.09848484848484848,0.4743934292601341,0,False
MTMR3,LoVo,1,0,-0.0367965367965368,0.7896903413290465,0,False
MTMR4,LoVo,1,1,0.08903318903318903,0.5180155608648526,0,False
MTMR6,LoVo,1,0,-0.021284271284271284,0.8774203528938038,0,False
MTMR7,LoVo,1,0,-0.0411976911976912,0.7652152150352255,0,False
MTMR8,LoVo,1,0,-0.006060606060606061,0.9649724277353551,0,False
MTMR9,LoVo,1,1,0.031457431457431455,0.8196521316239245,0,False
MTNR1A,LoVo,1,1,0.021356421356421358,0.8770080359502164,0,False
MTNR1B,LoVo,1,0,-0.1743145743145743,0.203078655544047,0,False
MTO1,LoVo,1,0,-0.001443001443001443,0.9916576455598037,0,False
MTOR,LoVo,1,1,0.005772005772005772,0.9666394392473576,0,False
MTPAP,LoVo,1,1,0.07633477633477634,0.5796335137531903,0,False
MTPN,LoVo,1,1,0.04213564213564214,0.7600276249776353,0,False
MTR,LoVo,1,0,-0.02070707070707071,0.8807200425328218,0,False
MTRES1,LoVo,1,1,0.029653679653679654,0.8298347393423131,0,False
MTREX,LoVo,1,1,0.14733044733044734,0.2830888921473042,0,False
MTRF1,LoVo,1,1,0.19942279942279942,0.14437354944134953,0,False
MTRF1L,LoVo,1,1,0.12417027417027417,0.36640788715796385,0,False
MTRFR,LoVo,1,1,0.033405483405483404,0.8086880445704057,0,False
MTRR,LoVo,1,1,0.048124098124098125,0.7271624413085915,0,False
MTSS1,LoVo,1,1,0.08867243867243867,0.5197195154642438,0,False
MTSS2,LoVo,1,1,0.14379509379509378,0.29492718304573856,0,False
MTTP,LoVo,1,1,0.11392496392496393,0.40756559262005204,0,False
MTURN,LoVo,1,1,0.11637806637806637,0.3974750510070367,0,False
MTUS1,LoVo,1,1,0.031457431457431455,0.8196521316239245,0,False
MTUS2,LoVo,1,1,0.11948051948051948,0.3849253244467814,0,False
MTX1,LoVo,1,1,0.22186147186147187,0.10353847068777211,0,False
MTX2,LoVo,1,1,0.17676767676767677,0.19669422063920408,0,False
MTX3,LoVo,1,1,0.1365079365079365,0.3203305635615859,0,False
MUC1,LoVo,1,0,-0.1227994227994228,0.37176399136181365,0,False
MUC12,LoVo,1,0,-0.179004329004329,0.19099873020858799,0,False
MUC13,LoVo,1,0,,,0,False
MUC15,LoVo,1,1,0.08795093795093795,0.5231358302572976,0,False
MUC16,LoVo,1,0,-0.21053391053391055,0.12286764535518165,0,False
MUC17,LoVo,1,0,-0.21984126984126984,0.10680171473285195,0,False
MUC20,LoVo,1,0,-0.09711399711399711,0.48059618278632377,0,False
MUC21,LoVo,1,1,0.051226551226551224,0.710321540925787,0,False
MUC22,LoVo,1,0,-0.12741702741702743,0.3539101350706463,0,False
MUC3A,LoVo,1,0,,,0,False
MUC4,LoVo,1,0,-0.029004329004329005,0.8335073778025442,0,False
MUC5AC,LoVo,1,0,,,0,False
MUC5B,LoVo,1,0,-0.13968253968253969,0.3090978506919545,0,False
MUC6,LoVo,1,0,-0.04523809523809524,0.7429443806866836,0,False
MUC7,LoVo,1,0,-0.07106782106782107,0.6061338230390662,0,False
MUCL1,LoVo,1,1,0.2313852813852814,0.08918046478671605,0,False
MUCL3,LoVo,1,1,0.17215007215007214,0.2088325428907141,0,False
MUL1,LoVo,1,0,-0.012337662337662338,0.9287637923408028,0,False
MUS81,LoVo,1,1,0.06298701298701298,0.6477795969191379,0,False
MUSK,LoVo,1,1,0.17662337662337663,0.19706577559916175,0,False
MUSTN1,LoVo,1,0,-0.07395382395382395,0.5915477222487585,0,False
MUTYH,LoVo,1,0,-0.0031024531024531027,0.9820650878487867,0,False
MVB12A,LoVo,1,0,-0.13982683982683983,0.30859335703131513,0,False
MVB12B,LoVo,1,0,-0.020995670995670995,0.8790699426775141,0,False
MVD,LoVo,1,0,-0.031746031746031744,0.8180256058609394,0,False
MVK,LoVo,1,1,0.08528138528138528,0.5358727876752741,0,False
MVP,LoVo,1,0,-0.04256854256854257,0.7576368690565027,0,False
MX1,LoVo,1,1,0.06226551226551227,0.6515531092529737,0,False
MX2,LoVo,1,1,0.09278499278499279,0.5004623425881528,0,False
MXD1,LoVo,1,1,0.295959595959596,0.028243470670801782,0,False
MXD3,LoVo,1,1,0.07987012987012987,0.5621474128699001,0,False
MXD4,LoVo,1,1,0.005772005772005772,0.9666394392473576,0,False
MXI1,LoVo,1,1,0.19913419913419914,0.1449672474860112,0,False
MXRA5,LoVo,1,0,-0.15396825396825398,0.26171786495372995,0,False
MXRA7,LoVo,1,0,-0.04227994227994228,0.7592304576346051,0,False
MXRA8,LoVo,1,0,-0.20656565656565656,0.1302500088774106,0,False
MYADM,LoVo,1,1,0.12301587301587301,0.3709151699006803,0,False
MYADML2,LoVo,1,0,-0.0005772005772005772,0.9966630086126511,0,False
MYB,LoVo,1,1,0.05526695526695527,0.6885946230520267,0,False
MYBBP1A,LoVo,1,1,0.01948051948051948,0.8877384977810938,0,False
MYBL1,LoVo,1,1,0.13556998556998556,0.3236982985647101,0,False
MYBL2,LoVo,1,1,0.03405483405483405,0.8050413317267845,0,False
MYBPC1,LoVo,1,0,-0.07503607503607504,0.5861186243580381,0,False
MYBPC2,LoVo,1,0,-0.14134199134199135,0.3033281266487123,0,False
MYBPC3,LoVo,1,0,-0.05194805194805195,0.7064243239140521,0,False
MYBPH,LoVo,1,0,-0.11226551226551226,0.4144748388115744,0,False
MYBPHL,LoVo,1,1,0.12063492063492064,0.38031641704752983,0,False
MYC,LoVo,1,1,0.046103896103896105,0.7381984305056548,0,False
MYCBP,LoVo,1,1,0.11313131313131314,0.4108616566886986,0,False
MYCBPAP,LoVo,1,0,-0.31673881673881676,0.0184699501865863,0,False
MYCL,LoVo,1,0,-0.045454545454545456,0.7417569952721846,0,False
MYCN,LoVo,1,0,-0.19227994227994227,0.15960682526107905,0,False
MYCT1,LoVo,1,0,-0.2883116883116883,0.03279194558306894,0,False
MYD88,LoVo,1,1,0.21601731601731602,0.11319463189913041,0,False
MYDGF,LoVo,1,0,-0.0329004329004329,0.8115271743949439,0,False
MYEF2,LoVo,1,1,0.12388167388167388,0.36753158484373843,0,False
MYEOV,LoVo,1,0,-0.1191919191919192,0.38608271237345776,0,False
MYF5,LoVo,1,0,-0.030375180375180375,0.8257582649028917,0,False
MYF6,LoVo,1,0,-0.08102453102453103,0.5564917849268686,0,False
MYG1,LoVo,1,1,0.13326118326118327,0.33208318024067934,0,False
MYH1,LoVo,1,0,-0.16847041847041846,0.2188756754963945,0,False
MYH10,LoVo,1,0,-0.14567099567099567,0.28860611303051437,0,False
MYH11,LoVo,1,1,0.0968975468975469,0.48157947291010067,0,False
MYH13,LoVo,1,1,0.18701298701298702,0.17157336640869428,0,False
MYH14,LoVo,1,0,-0.013636363636363636,0.921287792598019,0,False
MYH15,LoVo,1,1,0.16695526695526697,0.2231074489329178,0,False
MYH2,LoVo,1,0,-0.233982683982684,0.08554847901678518,0,False
MYH3,LoVo,1,0,-0.17604617604617603,0.1985569862119038,0,False
MYH4,LoVo,1,0,-0.2676767676767677,0.04818147562119129,0,False
MYH6,LoVo,1,1,0.11255411255411256,0.41326842158630883,0,False
MYH7,LoVo,1,1,0.13528138528138528,0.32473901622605267,0,False
MYH8,LoVo,1,0,-0.11962481962481962,0.38434740401952433,0,False
MYH9,LoVo,1,1,0.12272727272727273,0.37204719166649436,0,False
MYL1,LoVo,1,0,-0.28903318903318903,0.03233833973951831,0,False
MYL10,LoVo,1,1,0.07041847041847042,0.6094371075815822,0,False
MYL11,LoVo,1,1,0.11212121212121212,0.41507880527483004,0,False
MYL12A,LoVo,1,0,-0.10916305916305916,0.4275710277577669,0,False
MYL12B,LoVo,1,1,0.045526695526695526,0.7413613326476635,0,False
MYL2,LoVo,1,0,-0.20144300144300145,0.14026824832683038,0,False
MYL3,LoVo,1,1,0.18044733044733044,0.1873873703997376,0,False
MYL4,LoVo,1,0,-0.03694083694083694,0.7888845316407752,0,False
MYL5,LoVo,1,0,-0.13167388167388167,0.3379261264633553,0,False
MYL6,LoVo,1,0,-0.011688311688311689,0.9325041243447965,0,False
MYL6B,LoVo,1,1,0.02922077922077922,0.8322827687555426,0,False
MYL7,LoVo,1,1,0.05360750360750361,0.6974891924994523,0,False
MYL9,LoVo,1,1,0.02857142857142857,0.8359577705432444,0,False
MYLIP,LoVo,1,1,0.03044733044733045,0.8253508664397191,0,False
MYLK,LoVo,1,0,-0.27215007215007214,0.04442309307408792,0,False
MYLK2,LoVo,1,1,0.07251082251082251,0.5988212110621295,0,False
MYLK3,LoVo,1,1,0.10425685425685426,0.4487515356776081,0,False
MYLK4,LoVo,1,1,0.05836940836940837,0.672078140955234,0,False
MYMK,LoVo,1,0,-0.22467532467532467,0.09912217985931376,0,False
MYMX,LoVo,1,0,,,0,False
MYNN,LoVo,1,1,0.15707070707070708,0.25211075258847393,0,False
MYO10,LoVo,1,1,0.07142857142857142,0.6043020339122418,0,False
MYO15A,LoVo,1,1,0.026046176046176046,0.8502818451160782,0,False
MYO15B,LoVo,1,0,,,0,False
MYO16,LoVo,1,1,0.03080808080808081,0.8233145614336305,0,False
MYO18A,LoVo,1,0,-0.07453102453102453,0.5886494095735691,0,False
MYO18B,LoVo,1,1,0.2735209235209235,0.04332066153336775,0,False
MYO19,LoVo,1,0,-0.049422799422799424,0.7200966389990604,0,False
MYO1A,LoVo,1,1,0.03751803751803752,0.7856634942359569,0,False
MYO1B,LoVo,1,1,0.21327561327561328,0.11795559426875503,0,False
MYO1C,LoVo,1,1,0.03023088023088023,0.8265731984646101,0,False
MYO1D,LoVo,1,0,-0.05483405483405483,0.6909109749026061,0,False
MYO1E,LoVo,1,0,-0.14393939393939395,0.2944377727218854,0,False
MYO1F,LoVo,1,0,-0.006637806637806638,0.9616388578860096,0,False
MYO1G,LoVo,1,1,0.06334776334776335,0.645896124639372,0,False
MYO1H,LoVo,1,0,-0.12871572871572873,0.34898521055588866,0,False
MYO3A,LoVo,1,0,-0.12748917748917749,0.35363541424886435,0,False
MYO3B,LoVo,1,1,0.05396825396825397,0.6955521028012396,0,False
MYO5A,LoVo,1,1,0.013203463203463203,0.9237790739340619,0,False
MYO5B,LoVo,1,0,-0.25692640692640695,0.058281513288427074,0,False
MYO5C,LoVo,1,0,-0.04386724386724387,0.7504781839525202,0,False
MYO6,LoVo,1,1,0.07481962481962481,0.5872026462389949,0,False
MYO7A,LoVo,1,0,-0.03477633477633477,0.8009942582140421,0,False
MYO7B,LoVo,1,1,0.047546897546897546,0.7303100876200004,0,False
MYO9A,LoVo,1,0,-0.2519480519480519,0.06350510450247622,0,False
MYO9B,LoVo,1,1,0.001875901875901876,0.9891550716690172,0,False
MYOC,LoVo,1,1,0.013275613275613276,0.9233638092922068,0,False
MYOCD,LoVo,1,0,-0.05981240981240981,0.6644475565545341,0,False
MYOCOS,LoVo,1,0,,,0,False
MYOD1,LoVo,1,0,-0.15072150072150073,0.27203176631199444,0,False
MYOF,LoVo,1,0,-0.11414141414141414,0.40666933074219336,0,False
MYOG,LoVo,1,0,-0.15165945165945166,0.2690248294186112,0,False
MYOM1,LoVo,1,1,0.10952380952380952,0.42603629873475496,0,False
MYOM2,LoVo,1,0,-0.003896103896103896,0.9774781503218042,0,False
MYOM3,LoVo,1,1,0.2925685425685426,0.030190476218007134,0,False
MYORG,LoVo,1,0,,,0,False
MYOT,LoVo,1,0,-0.20476190476190476,0.13371410374236206,0,False
MYOZ1,LoVo,1,0,-0.1375901875901876,0.3164724686346985,0,False
MYOZ2,LoVo,1,1,0.09105339105339105,0.5085255597276187,0,False
MYOZ3,LoVo,1,1,0.12611832611832613,0.3588774899165503,0,False
MYPN,LoVo,1,0,-0.12424242424242424,0.3661272883036115,0,False
MYPOP,LoVo,1,0,-0.10396825396825397,0.4500151939764958,0,False
MYRF,LoVo,1,1,0.06558441558441558,0.6342681483380969,0,False
MYRFL,LoVo,1,0,,,0,False
MYRIP,LoVo,1,1,0.03823953823953824,0.7816422103204723,0,False
MYSM1,LoVo,1,1,0.18131313131313131,0.18524420263905667,0,False
MYT1,LoVo,1,0,-0.147979797979798,0.28094900374783127,0,False
MYT1L,LoVo,1,0,-0.20144300144300145,0.14026824832683038,0,False
MYZAP,LoVo,1,1,0.21089466089466088,0.12221259878333827,0,False
MZB1,LoVo,1,0,-0.2803030303030303,0.03819187592864914,0,False
MZF1,LoVo,1,1,0.010822510822510822,0.9374934727529054,0,False
MZT1,LoVo,1,1,0.07539682539682539,0.5843139279853143,0,False
MZT2A,LoVo,1,0,,,0,False
MZT2B,LoVo,1,0,,,0,False
N4BP1,LoVo,1,1,0.20642135642135642,0.1305246217760166,0,False
N4BP2,LoVo,1,0,-0.18405483405483405,0.17857379489631645,0,False
N4BP2L1,LoVo,1,0,-0.13968253968253969,0.3090978506919545,0,False
N4BP2L2,LoVo,1,0,-0.15555555555555556,0.25677233292752993,0,False
N4BP3,LoVo,1,0,-0.12070707070707071,0.38002945837574,0,False
N6AMT1,LoVo,1,1,0.14415584415584415,0.29370464931419527,0,False
NAA10,LoVo,1,0,-0.08066378066378066,0.5582562706747531,0,False
NAA11,LoVo,1,1,0.1458874458874459,0.2878825106965227,0,False
NAA15,LoVo,1,0,-0.02727272727272727,0.843318143324066,0,False
NAA16,LoVo,1,0,-0.16911976911976911,0.21707931208983003,0,False
NAA20,LoVo,1,1,0.2834054834054834,0.0360188116711842,0,False
NAA25,LoVo,1,0,-0.1088023088023088,0.42910887949308335,0,False
NAA30,LoVo,1,0,-0.00101010101010101,0.994160299180154,0,False
NAA35,LoVo,1,1,0.03513708513708514,0.798972658305063,0,False
NAA38,LoVo,1,0,-0.07077922077922078,0.6076009891533669,0,False
NAA40,LoVo,1,1,0.047258297258297256,0.7318855707608674,0,False
NAA50,LoVo,1,1,0.22857142857142856,0.09325009157517987,0,False
NAA60,LoVo,1,0,-0.11536796536796537,0.40161213453242817,0,False
NAA80,LoVo,1,1,0.08297258297258298,0.5470094804764262,0,False
NAAA,LoVo,1,0,-0.047763347763347765,0.7291291998795465,0,False
NAALAD2,LoVo,1,1,0.24841269841269842,0.0674378161453701,0,False
NAALADL1,LoVo,1,0,-0.15036075036075036,0.27319420812179485,0,False
NAALADL2,LoVo,1,1,0.01847041847041847,0.8935248536495554,0,False
NAB1,LoVo,1,0,-0.35173160173160173,0.008455329992212561,0,False
NAB2,LoVo,1,0,-0.17597402597402598,0.19874394948311816,0,False
NABP1,LoVo,1,0,-0.1613997113997114,0.23910913214801616,0,False
NABP2,LoVo,1,0,-0.18773448773448773,0.16989663622518358,0,False
NACA,LoVo,1,1,0.03232323232323232,0.8147748426884523,0,False
NACA2,LoVo,1,1,0.11832611832611832,0.38956723950779865,0,False
NACAD,LoVo,1,1,0.04076479076479077,0.7676129576689483,0,False
NACC1,LoVo,1,1,0.07647907647907648,0.5789149692680642,0,False
NACC2,LoVo,1,0,-0.07763347763347764,0.5731812997223362,0,False
NADK,LoVo,1,0,-0.05851370851370851,0.6713135880993765,0,False
NADK2,LoVo,1,1,0.10772005772005772,0.43374112827049016,0,False
NADSYN1,LoVo,1,0,-0.10194805194805195,0.4589154374620737,0,False
NAE1,LoVo,1,1,0.08578643578643579,0.5334515093055163,0,False
NAF1,LoVo,1,0,-0.2658008658008658,0.04983292986145259,0,False
NAGA,LoVo,1,0,-0.09285714285714286,0.5001278105609169,0,False
NAGK,LoVo,1,0,-0.007503607503607504,0.9566397420305066,0,False
NAGLU,LoVo,1,0,-0.29408369408369406,0.029307122273952196,0,False
NAGPA,LoVo,1,1,0.12142857142857143,0.37716698724409264,0,False
NAGS,LoVo,1,1,0.008441558441558441,0.9512259080918067,0,False
NAIF1,LoVo,1,0,-0.12359307359307359,0.36865736530359117,0,False
NAIP,LoVo,1,0,,,0,False
NALCN,LoVo,1,1,0.026046176046176046,0.8502818451160782,0,False
NALF1,LoVo,1,0,-0.2411976911976912,0.07606689977590907,0,False
NALF2,LoVo,1,1,0.18888888888888888,0.1672387358992665,0,False
NAMPT,LoVo,1,0,-0.00468975468975469,0.9728919361045532,0,False
NANOG,LoVo,1,0,,,0,False
NANOGNB,LoVo,1,0,-0.006493506493506494,0.9624721914930249,0,False
NANOS1,LoVo,1,0,-0.20165945165945165,0.13983362199345897,0,False
NANOS2,LoVo,1,1,0.1414862914862915,0.3028297194408698,0,False
NANOS3,LoVo,1,1,0.2002886002886003,0.14260331673293447,0,False
NANP,LoVo,1,0,-0.11493506493506493,0.40339282598262904,0,False
NANS,LoVo,1,1,0.11666666666666667,0.3962976281757407,0,False
NAP1L1,LoVo,1,1,0.001443001443001443,0.9916576455598037,0,False
NAP1L2,LoVo,1,1,0.0878066378066378,0.5238204342929657,0,False
NAP1L3,LoVo,1,0,-0.15945165945165946,0.2449018357424616,0,False
NAP1L4,LoVo,1,1,0.1898989898989899,0.16493807747662353,0,False
NAP1L5,LoVo,1,1,0.046825396825396826,0.7342508536754118,0,False
NAPA,LoVo,1,0,-0.03650793650793651,0.7913026155141865,0,False
NAPB,LoVo,1,0,-0.06103896103896104,0.6579879784420742,0,False
NAPEPLD,LoVo,1,1,0.07878787878787878,0.567473934896493,0,False
NAPG,LoVo,1,1,0.26147186147186147,0.05382028999364581,0,False
NAPRT,LoVo,1,0,-0.01810966810966811,0.8955927600966023,0,False
NAPSA,LoVo,1,0,-0.012987012987012988,0.9250249884980506,0,False
NARF,LoVo,1,0,-0.012987012987012988,0.9250249884980506,0,False
NARS1,LoVo,1,0,-0.004329004329004329,0.9749764798621995,0,False
NARS2,LoVo,1,1,0.22402597402597402,0.10012812974568794,0,False
NASP,LoVo,1,1,0.03932178932178932,0.7756209326946545,0,False
NAT1,LoVo,1,0,-0.08116883116883117,0.5557867309873727,0,False
NAT10,LoVo,1,1,0.0012265512265512266,0.9929089638985783,0,False
NAT14,LoVo,1,1,0.0735930735930736,0.5933623952179632,0,False
NAT16,LoVo,1,0,-0.11572871572871572,0.40013173162212023,0,False
NAT2,LoVo,1,1,0.14155844155844155,0.30258071431765815,0,False
NAT8,LoVo,1,0,-0.1712842712842713,0.2111659201428638,0,False
NAT8L,LoVo,1,0,-0.23484848484848486,0.08436397053296639,0,False
NAT9,LoVo,1,1,0.013347763347763348,0.9229485649389678,0,False
NAV1,LoVo,1,0,-0.22063492063492063,0.10551041203901143,0,False
NAV2,LoVo,1,0,-0.10894660894660894,0.42849336434410734,0,False
NAV3,LoVo,1,1,0.1349206349206349,0.32604288466564185,0,False
NAXD,LoVo,1,1,0.009307359307359308,0.9462304575116243,0,False
NAXE,LoVo,1,0,-0.0020923520923520926,0.9879038220958206,0,False
NBAS,LoVo,1,1,0.011327561327561327,0.9345827174884622,0,False
NBDY,LoVo,1,0,,,0,False
NBEA,LoVo,1,0,-0.3003607503607504,0.025874221453780995,0,False
NBEAL1,LoVo,1,0,-0.173015873015873,0.20651737288467117,0,False
NBEAL2,LoVo,1,1,0.2915584415584416,0.030791637827560225,0,False
NBL1,LoVo,1,0,-0.12965367965367966,0.3454547534070269,0,False
NBN,LoVo,1,1,0.027056277056277056,0.8445461833777015,0,False
