query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VESICLE_MEDIATED_TRANSPORT,19,691,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,19,41,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VIRAL_INFECTION_PATHWAYS,19,1070,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,19,44,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VISUAL_PHOTOTRANSDUCTION,19,98,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMINS,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,19,7,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,19,20,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,19,16,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VLDL_ASSEMBLY,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VLDL_CLEARANCE,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,19,43,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,19,21,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,19,7,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,19,25,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_XENOBIOTICS,19,23,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,19,20,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,19,10,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZINC_TRANSPORTERS,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_ZYMOSTENOL_BIOSYNTHESIS_VIA_LATHOSTEROL_KANDUTSCH_RUSSELL_PATHWAY,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS,19,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_APICAL_SURFACE,86,44,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_DNA_REPAIR,86,150,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_E2F_TARGETS,86,200,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_G2M_CHECKPOINT,86,198,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_HEDGEHOG_SIGNALING,86,36,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_INTERFERON_ALPHA_RESPONSE,86,97,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_MITOTIC_SPINDLE,86,198,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_MYC_TARGETS_V2,86,58,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_NOTCH_SIGNALING,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,86,199,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_PROTEIN_SECRETION,86,96,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,86,49,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Hallmark_2026.1,HALLMARK_TGF_BETA_SIGNALING,86,54,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_2_LTR_CIRCLE_FORMATION,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABACAVIR_ADME,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABC_TRANSPORTER_DISORDERS,86,65,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,86,31,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,86,64,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,86,27,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,86,64,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,86,36,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,86,30,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_C3_AND_C5,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,86,30,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,86,92,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAC1,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_SMO,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,86,42,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,86,28,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADRENOCEPTORS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AGGREPHAGY,86,42,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALK_MUTANTS_BIND_TKIS,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALPHA_DEFENSINS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,86,40,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,86,54,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMINO_ACID_CONJUGATION,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,86,55,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AMYLOID_FIBER_FORMATION,86,108,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANCHORING_FIBRIL_FORMATION,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,86,97,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,86,51,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,86,98,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,86,290,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTIMICROBIAL_PEPTIDES,86,84,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,86,96,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,86,26,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,86,24,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,86,61,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,86,75,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,86,38,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOTIC_EXECUTION_PHASE,86,52,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,86,52,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ARMS_MEDIATED_ACTIVATION,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASPIRIN_ADME,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,86,42,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASSEMBLY_AND_RELEASE_OF_DENGUE_VIRUS_VIRIONS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,86,65,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,86,51,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATORVASTATIN_ADME,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS,86,31,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATTACHMENT_AND_ENTRY,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATTACHMENT_OF_BACTERIA_TO_EPITHELIAL_CELLS,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_AURKA_ACTIVATION_BY_TPX2,86,72,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BACTERIAL_INFECTION_PATHWAYS,86,106,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BASE_EXCISION_REPAIR,86,89,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,86,61,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BASIGIN_INTERACTIONS,86,25,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,86,133,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_DEFENSINS,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,86,11,0,,1.0,1.0,1.0
