query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,19,52,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,19,65,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,19,24,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,19,20,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_S_PHASE,19,149,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,19,44,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TBC_RABGAPS,19,44,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TCR_SIGNALING,19,106,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,19,34,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,19,23,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TELOMERE_MAINTENANCE,19,111,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,19,23,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,19,32,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,19,10,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGFBR3_EXPRESSION,19,27,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGFBR3_PTM_REGULATION,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGFBR3_REGULATES_TGF_BETA_SIGNALING,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,19,47,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,19,16,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,19,22,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_CRY_PER_KINASE_COMPLEX_REPRESSES_TRANSACTIVATION_BY_THE_BMAL_CLOCK_ARNTL_CLOCK_COMPLEX,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_NLRP3_INFLAMMASOME,19,16,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,19,34,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,19,64,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,19,28,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,19,32,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,19,24,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_THYROXINE_BIOSYNTHESIS,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TIE2_SIGNALING,19,18,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TIGHT_JUNCTION_INTERACTIONS,19,29,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY,19,33,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,19,25,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,19,88,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,19,29,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,19,17,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TNF_SIGNALING,19,57,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,19,109,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,19,170,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,19,115,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_METABOLIC_GENES,19,80,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,19,20,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,19,48,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,19,44,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,19,62,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,19,20,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,19,18,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,19,15,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,19,16,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,19,30,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,19,25,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,19,31,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,19,17,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRAIL_SIGNALING,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,19,54,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,19,51,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,19,62,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,19,34,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,19,63,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4,19,34,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,19,221,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,19,106,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,19,86,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,19,74,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,19,38,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,19,356,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,19,40,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION,19,30,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,19,87,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,19,31,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,19,84,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,19,76,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,19,16,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,19,71,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,19,31,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLATION,19,357,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,19,29,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,19,61,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,19,17,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,19,39,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,19,70,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,19,267,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_AND_METABOLISM_OF_PAPS,19,7,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_FATTY_ACIDS,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,19,43,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,19,83,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS,19,9,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY,19,8,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,19,716,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,19,36,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,19,32,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,19,183,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,19,72,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,19,9,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,19,13,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_CATABOLISM,19,23,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_METABOLISM,19,36,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,19,17,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_AMINOACYLATION,19,42,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,19,43,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING,19,109,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION,19,7,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,19,55,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRP_CHANNELS,19,28,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TRYPTOPHAN_CATABOLISM,19,14,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,19,31,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TYROSINE_CATABOLISM,19,5,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,19,7,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UBIQUINOL_BIOSYNTHESIS,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,19,39,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,19,51,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,19,190,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UCH_PROTEINASES,19,87,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,19,21,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UNWINDING_OF_DNA,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,19,29,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,19,11,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES,19,10,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_UREA_CYCLE,19,12,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VASOPRESSIN_LIKE_RECEPTORS,19,6,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,19,43,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,19,19,0,,1.0,1.0,1.0
MCOP_no_cotreatment_genes,Reactome_2026.1,REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,19,27,0,,1.0,1.0,1.0
