soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
37,Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/9d1f1b35-8357-4d54-ac4f-84f1dde3f37c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Leng et al. (2021) Nat Neurosci,9f1049ac-f8b7-45ad-8e31-6e96c3e5058f,9d1f1b35-8357-4d54-ac4f-84f1dde3f37c,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC microglia,9f1049ac-f8b7-45ad-8e31-6e96c3e5058f.h5ad,5572
38,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/01458ecc-c1e7-4fe7-960d-750597bd124c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,707acde8-4e99-4e31-8da9-782ded87d136,01458ecc-c1e7-4fe7-960d-750597bd124c,Spatial transcriptomics in mouse: Puck_191204_24,707acde8-4e99-4e31-8da9-782ded87d136.h5ad,27220
39,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/81faa4ce-75a1-4bdc-b79c-0a66212664ca.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,9246671b-f814-4252-8f1a-57f4f5e28f81,81faa4ce-75a1-4bdc-b79c-0a66212664ca,Spatial transcriptomics in mouse: Puck_200210_04,9246671b-f814-4252-8f1a-57f4f5e28f81.h5ad,20424
40,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/bca2a9d3-86dd-4011-95a9-621f4809d573.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,f9f63905-34b2-4c61-b747-1df6c7a35a6a,bca2a9d3-86dd-4011-95a9-621f4809d573,Spatial transcriptomics in mouse: Puck_200127_07,f9f63905-34b2-4c61-b747-1df6c7a35a6a.h5ad,17363
41,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/83749899-a5b5-4a3e-9966-1bc9802ef3af.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,34cd019c-c79d-4f4f-8f95-8934062dc132,83749899-a5b5-4a3e-9966-1bc9802ef3af,Spatial transcriptomics in mouse: Puck_191206_03,34cd019c-c79d-4f4f-8f95-8934062dc132.h5ad,18542
42,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/2446d4bd-2fd7-421a-bfd3-6133cef1a18b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,a5a6c83a-3afe-4a87-8c32-691118c46e51,2446d4bd-2fd7-421a-bfd3-6133cef1a18b,Spatial transcriptomics in the healthy human kidney: Puck_200113_09,a5a6c83a-3afe-4a87-8c32-691118c46e51.h5ad,13780
43,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/4e4be92c-985c-43c1-a24c-c6b2c0dca70a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,703f00e6-b996-48e5-bc34-00c41b9876f4,4e4be92c-985c-43c1-a24c-c6b2c0dca70a,PNS,703f00e6-b996-48e5-bc34-00c41b9876f4.h5ad,649
44,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/ab849e19-b792-4b70-b05c-9972c5b10192.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,a21a47fe-1516-47d0-aeca-fd90d729fa4a,ab849e19-b792-4b70-b05c-9972c5b10192,Spatial transcriptomics in mouse: Puck_200131_23,a21a47fe-1516-47d0-aeca-fd90d729fa4a.h5ad,12533
45,Publication: https://doi.org/10.1016/j.labinv.2023.100258 Dataset Version: https://datasets.cellxgene.cziscience.com/69f59798-b26a-49e5-846a-cc4c2ce002d9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bfd55632-15e2-4dde-a1b9-02ade511fc4d,bfd55632-15e2-4dde-a1b9-02ade511fc4d,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,10.1016/j.labinv.2023.100258,Coutant et al. (2023) Laboratory Investigation,4db76400-e867-4fd5-9f49-fdc489b38269,69f59798-b26a-49e5-846a-cc4c2ce002d9,GSM6592056_M9,4db76400-e867-4fd5-9f49-fdc489b38269.h5ad,4992
46,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/ed8b8429-27f3-4d5e-b0e7-56cde4173ddf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,0738f538-ff2f-4346-b2eb-72704c291188,ed8b8429-27f3-4d5e-b0e7-56cde4173ddf,Spatial transcriptomics in the healthy human kidney: Puck_200113_12,0738f538-ff2f-4346-b2eb-72704c291188.h5ad,14010
47,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/dd81e833-ed45-42fe-a7fa-5335a31a3cad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,286fead0-7be7-46db-b358-7abc6d39adf7,dd81e833-ed45-42fe-a7fa-5335a31a3cad,Spatial transcriptomics in mouse: Puck_191109_09,286fead0-7be7-46db-b358-7abc6d39adf7.h5ad,29011
48,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/2238fde9-1ca2-49a7-9c20-664b94d24d97.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,63521245-fe33-4e0f-870a-8f5d083f69f9,2238fde9-1ca2-49a7-9c20-664b94d24d97,E9.0: Puck_220615_39,63521245-fe33-4e0f-870a-8f5d083f69f9.h5ad,2567
49,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/bab79800-d439-4172-8dd9-46c46e425dff.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,68bcbb10-cc0d-435b-ba76-ab03c040967b,bab79800-d439-4172-8dd9-46c46e425dff,Spatial transcriptomics in mouse: Puck_200131_22,68bcbb10-cc0d-435b-ba76-ab03c040967b.h5ad,12541
50,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a4633076-eea4-4abd-ad69-bbaeb5acc5db.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,c44e22ae-b746-4c09-9826-ca0650e828d4,a4633076-eea4-4abd-ad69-bbaeb5acc5db,Spatial transcriptomics in mouse: Puck_200127_10,c44e22ae-b746-4c09-9826-ca0650e828d4.h5ad,12132
51,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/5da9680e-f4d0-48be-b3cf-2c54a125e7de.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,024593dd-d237-4eaa-aff2-9c9d87be595e,5da9680e-f4d0-48be-b3cf-2c54a125e7de,E9.0: Puck_220615_38,024593dd-d237-4eaa-aff2-9c9d87be595e.h5ad,2872
52,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/38f2d81e-7aa4-4767-8349-44b4adf069a5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,34893c3b-1776-4a4c-9ea0-9f86ad168ae4,38f2d81e-7aa4-4767-8349-44b4adf069a5,Spatial transcriptomics in mouse: Puck_191112_02,34893c3b-1776-4a4c-9ea0-9f86ad168ae4.h5ad,20568
53,Publication: https://doi.org/10.1016/j.labinv.2023.100258 Dataset Version: https://datasets.cellxgene.cziscience.com/c6ece51f-64f3-4e9f-8ee5-17086eb581bb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bfd55632-15e2-4dde-a1b9-02ade511fc4d,bfd55632-15e2-4dde-a1b9-02ade511fc4d,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,10.1016/j.labinv.2023.100258,Coutant et al. (2023) Laboratory Investigation,b9b592d4-a0cc-4694-8704-a6625829ef1f,c6ece51f-64f3-4e9f-8ee5-17086eb581bb,GSM6592048_M1,b9b592d4-a0cc-4694-8704-a6625829ef1f.h5ad,4992
54,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/24b1f8af-4190-4e75-bf1f-6b4bb9db42ff.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,fe70db78-88b8-4bf7-8449-7aa177d51978,24b1f8af-4190-4e75-bf1f-6b4bb9db42ff,E9.0: Puck_220718_36,fe70db78-88b8-4bf7-8449-7aa177d51978.h5ad,3374
55,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/2b5144be-0691-40c6-87d3-04386a76f268.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,b09f9b6a-7c4b-4345-9298-153bdc41191a,2b5144be-0691-40c6-87d3-04386a76f268,E9.0: Puck_220615_36,b09f9b6a-7c4b-4345-9298-153bdc41191a.h5ad,3076
56,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/45f6f1c9-c99e-4efc-91d0-66611f1b8d15.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,ba79b444-a9e4-4323-8474-421dcfb0d905,45f6f1c9-c99e-4efc-91d0-66611f1b8d15,Spatial transcriptomics in mouse: Puck_191109_07,ba79b444-a9e4-4323-8474-421dcfb0d905.h5ad,24438
57,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/ddc67f74-2f9b-4b9d-8f17-fc7139350f36.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,686e1a03-54e6-44ec-b9f5-98e3bd75560e,ddc67f74-2f9b-4b9d-8f17-fc7139350f36,Spatial transcriptomics in mouse: Puck_200127_09,686e1a03-54e6-44ec-b9f5-98e3bd75560e.h5ad,14666
58,Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/11e96245-4937-4d0f-b209-8617938f1607.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,02b01703-bf1b-48de-b99a-23bef8cccc81,Spatially mapping T cell receptors and transcriptomes,10.1016/j.immuni.2022.09.002,Liu et al. (2022) Immunity,02faf712-92d4-4589-bec7-13105059cf86,11e96245-4937-4d0f-b209-8617938f1607,"Renal cell carcinoma, pre aPD1, kidney Puck_200727_12",02faf712-92d4-4589-bec7-13105059cf86.h5ad,17612
59,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/d720a20c-d3e0-4aed-af9f-35984628d3bd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,2485dbb4-5c85-4ae3-99a0-1122b5876372,d720a20c-d3e0-4aed-af9f-35984628d3bd,E9.0: Puck_220615_37,2485dbb4-5c85-4ae3-99a0-1122b5876372.h5ad,3052
60,Publication: https://doi.org/10.1016/j.jhep.2023.12.023 Dataset Version: https://datasets.cellxgene.cziscience.com/08a9f031-1e76-405a-8050-0635743ce187.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c8a364b-97b5-4cc8-a593-23c38c6f0ac5,0c8a364b-97b5-4cc8-a593-23c38c6f0ac5,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Andrews et al. (2024) Journal of Hepatology,e347396c-a7ff-4691-9f7a-99a43555ca18,08a9f031-1e76-405a-8050-0635743ce187,Stellate cells from human healthy donor liver samples,e347396c-a7ff-4691-9f7a-99a43555ca18.h5ad,1417
61,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/5e2fd10e-6fd1-46de-b4af-804e875fc5a8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,1831d86a-0cdb-4a41-b410-6687370a4620,5e2fd10e-6fd1-46de-b4af-804e875fc5a8,Spatial transcriptomics in mouse: Puck_191223_17,1831d86a-0cdb-4a41-b410-6687370a4620.h5ad,22458
62,Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/fc095b90-63b6-4fb3-bd23-a48e869467f5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,02b01703-bf1b-48de-b99a-23bef8cccc81,Spatially mapping T cell receptors and transcriptomes,10.1016/j.immuni.2022.09.002,Liu et al. (2022) Immunity,9b1437bb-42fe-47d8-8962-835d95581763,fc095b90-63b6-4fb3-bd23-a48e869467f5,"Renal cell carcinoma, post aPD1, lung metastasis Puck_200727_09",9b1437bb-42fe-47d8-8962-835d95581763.h5ad,14990
63,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/f5fc6e07-8e08-4225-a549-e7b01e03fd7c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,eb602a88-fff3-488f-995d-3b0d967593b3,f5fc6e07-8e08-4225-a549-e7b01e03fd7c,Spatial transcriptomics in mouse: Puck_200127_05,eb602a88-fff3-488f-995d-3b0d967593b3.h5ad,21894
64,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/d53c87f3-6f38-4127-aa68-004a5befeac5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,3175b4f9-c2dd-43a4-972d-8c672e0a3d24,d53c87f3-6f38-4127-aa68-004a5befeac5,Spatial transcriptomics in mouse: Puck_191223_07,3175b4f9-c2dd-43a4-972d-8c672e0a3d24.h5ad,19471
65,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/553b8ab6-bf35-481a-92be-196a13dbee38.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,7aca1b0a-ea94-4a32-b011-e7467a8a75ef,553b8ab6-bf35-481a-92be-196a13dbee38,Spatial transcriptomics in mouse: Puck_200131_21,7aca1b0a-ea94-4a32-b011-e7467a8a75ef.h5ad,16818
