cohort,Patient,Sample,Class,Side,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE200997,cac12,T_cac12,Tumor,Right,Unclassified,Marker-inferred from raw UMI,20,15875,1,1,52.029136316337144,0.34742483437645516,CEBPB,62.99212598425197,4.158760044294613,0.05,False
GSE200997,cac13,T_cac13,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,1128,5345136,87,75,25.620781298936226,0.36704350625136994,CEBPB,16.276480149429315,2.84934604757108,0.06648936170212766,True
GSE200997,cac13,T_cac13,Tumor,Right,Endothelial,Marker-inferred from raw UMI,8,8031,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Epithelial,Marker-inferred from raw UMI,28,145977,3,3,65.2097121973017,0.5927077050868916,CEBPB,20.551182720565567,3.070430697668613,0.10714285714285714,False
GSE200997,cac13,T_cac13,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,4,8252,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Mast,Marker-inferred from raw UMI,18,22748,3,3,119.35840204012328,1.0907683318014196,CEBPB,131.87972569017057,4.889444400960423,0.16666666666666666,False
GSE200997,cac13,T_cac13,Tumor,Right,Myeloid,Marker-inferred from raw UMI,11,28561,1,1,112.93054771315641,0.6477702687915449,CEBPB,35.01277966457757,3.5838738661445357,0.09090909090909091,False
GSE200997,cac13,T_cac13,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,1168,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,T_NK,Marker-inferred from raw UMI,1445,1875399,53,50,29.55534556679678,0.2296437987820951,CEBPB,28.26065279975088,3.3762437056558507,0.03460207612456748,True
GSE200997,cac13,T_cac13,Tumor,Right,Unclassified,Marker-inferred from raw UMI,17,12157,1,1,44.903457566232596,0.39053160496868855,CEBPB,82.25713580653121,4.421933840580967,0.058823529411764705,False
GSE200997,cac14,B_cac14,Normal,Left,B_Plasma,Marker-inferred from raw UMI,1493,6849127,218,183,33.55490749754361,0.6599078155824138,CEBPB,31.828873957221116,3.491308431723964,0.12257200267916946,True
GSE200997,cac14,B_cac14,Normal,Left,Endothelial,Marker-inferred from raw UMI,14,29149,1,1,10.715357250010715,0.35838422711167023,CEBPB,34.30649421935573,3.5640669192381464,0.07142857142857142,False
GSE200997,cac14,B_cac14,Normal,Left,Epithelial,Marker-inferred from raw UMI,174,375509,19,17,63.12709743865325,0.5848226541776099,CEBPB,50.59798833050606,3.9434826858846437,0.09770114942528736,True
GSE200997,cac14,B_cac14,Normal,Left,Fibroblast,Marker-inferred from raw UMI,57,162408,33,18,192.85376792797743,1.9786069078005237,CEBPB,203.1919609871435,5.319060536626246,0.3157894736842105,True
GSE200997,cac14,B_cac14,Normal,Left,Mast,Marker-inferred from raw UMI,12,32147,1,1,24.868198547697205,0.47515348901150345,CEBPB,31.10710175132983,3.469077244025558,0.08333333333333333,False
GSE200997,cac14,B_cac14,Normal,Left,Myeloid,Marker-inferred from raw UMI,21,94755,7,4,57.07900252549511,1.0671765268374311,CEBPB,73.87472956572212,4.315816444619036,0.19047619047619047,False
GSE200997,cac14,B_cac14,Normal,Left,Neutrophil,Marker-inferred from raw UMI,6,3974,4,3,1070.5772090194926,3.761734367852157,CEBPB,1006.5425264217413,6.915269502777909,0.5,False
GSE200997,cac14,B_cac14,Normal,Left,T_NK,Marker-inferred from raw UMI,2956,10120586,523,437,54.6940504980332,0.8515303429960333,CEBPB,51.6768495421115,3.9641760714062735,0.14783491204330176,True
GSE200997,cac14,B_cac14,Normal,Left,Unclassified,Marker-inferred from raw UMI,35,36906,3,2,27.688394179142183,0.35264950099516545,CEBPB,81.28759551292472,4.4102203735154815,0.05714285714285714,False
GSE200997,cac14,T_cac14,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,826,3350841,137,103,38.904695053410805,0.6903696774004354,CEBPB,40.88525835752875,3.734933935845762,0.12469733656174334,True
GSE200997,cac14,T_cac14,Tumor,Left,Endothelial,Marker-inferred from raw UMI,22,84826,2,1,27.14514509080051,0.29063244387809084,CEBPB,23.577676655742344,3.201838577934966,0.045454545454545456,False
GSE200997,cac14,T_cac14,Tumor,Left,Epithelial,Marker-inferred from raw UMI,1038,2576174,535,331,270.06634448582435,2.0500016208661447,CEBPB,207.67230784877108,5.3407651164855965,0.31888246628131023,True
GSE200997,cac14,T_cac14,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,30,144156,20,8,121.11807365945275,1.5755146102901947,CEBPB,138.7385887510752,4.939773453968365,0.26666666666666666,False
GSE200997,cac14,T_cac14,Tumor,Left,Mast,Marker-inferred from raw UMI,8,17651,4,2,269.5361818061001,1.726801401632434,CEBPB,226.61605574754972,5.427660243470368,0.25,False
GSE200997,cac14,T_cac14,Tumor,Left,Myeloid,Marker-inferred from raw UMI,35,154749,55,12,188.14882680267837,2.072419095498362,CEBPB,355.41425146527604,5.876093682073492,0.34285714285714286,False
GSE200997,cac14,T_cac14,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,4,5842,3,1,1126.126126126126,2.10326378786341,CEBPB,513.5227661759671,6.243239803422385,0.25,False
GSE200997,cac14,T_cac14,Tumor,Left,T_NK,Marker-inferred from raw UMI,2058,7902492,585,432,78.03950692695543,1.1943170387716155,CEBPB,74.02728152081647,4.317851801004891,0.2099125364431487,True
GSE200997,cac14,T_cac14,Tumor,Left,Unclassified,Marker-inferred from raw UMI,56,48966,14,10,245.40538570998726,1.2690883175787877,CEBPB,285.9126741003962,5.659177898032487,0.17857142857142858,True
GSE200997,cac15,B_cac15,Normal,Left,B_Plasma,Marker-inferred from raw UMI,140,586886,14,13,25.70801003984764,0.5116323581016686,CEBPB,23.854717952038385,3.2130475917469203,0.09285714285714286,True
GSE200997,cac15,B_cac15,Normal,Left,Endothelial,Marker-inferred from raw UMI,3,4636,1,1,233.7540906965872,2.1847689804058597,CEBPB,215.70319240724763,5.378528640354647,0.3333333333333333,False
GSE200997,cac15,B_cac15,Normal,Left,Epithelial,Marker-inferred from raw UMI,447,968184,35,31,33.74074036147637,0.4173669680574789,CEBPB,36.150153276649895,3.6149678970408528,0.06935123042505593,True
GSE200997,cac15,B_cac15,Normal,Left,Fibroblast,Marker-inferred from raw UMI,17,58277,9,6,147.67070920775288,2.08646980910303,CEBPB,154.43485423065704,5.046226699983499,0.35294117647058826,False
GSE200997,cac15,B_cac15,Normal,Left,Mast,Marker-inferred from raw UMI,3,2774,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,Myeloid,Marker-inferred from raw UMI,6,23420,3,2,112.42115913583497,1.9284361170404676,CEBPB,128.09564474807857,4.860553561792284,0.3333333333333333,False
GSE200997,cac15,B_cac15,Normal,Left,Neutrophil,Marker-inferred from raw UMI,1,558,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac15,B_cac15,Normal,Left,T_NK,Marker-inferred from raw UMI,409,1481353,83,66,54.517722483538314,0.9174834211794531,CEBPB,56.029859189538215,4.043574976105925,0.16136919315403422,True
GSE200997,cac15,B_cac15,Normal,Left,Unclassified,Marker-inferred from raw UMI,9,6292,1,1,133.86880856760374,0.7883238347682342,CEBPB,158.93197711379528,5.074748581796123,0.1111111111111111,False
GSE200997,cac15,T_cac15,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,801,3385947,89,78,32.08858622071488,0.536310886979253,CEBPB,26.285113145598558,3.3063412474354816,0.09737827715355805,True
GSE200997,cac15,T_cac15,Tumor,Left,Endothelial,Marker-inferred from raw UMI,2,1807,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac15,T_cac15,Tumor,Left,Epithelial,Marker-inferred from raw UMI,65,148599,9,9,64.79972116075758,0.7645430348841766,CEBPB,60.56568348373811,4.120104629006293,0.13846153846153847,True
GSE200997,cac15,T_cac15,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,10,53603,17,7,350.47138299634815,4.122543306212892,CEBPB,317.1464283715464,5.762511743375165,0.7,False
GSE200997,cac15,T_cac15,Tumor,Left,Mast,Marker-inferred from raw UMI,36,111591,10,8,66.56760638777521,1.2391115754528808,CEBPB,89.61296161876854,4.506597267041042,0.2222222222222222,False
GSE200997,cac15,T_cac15,Tumor,Left,Myeloid,Marker-inferred from raw UMI,36,259069,40,18,131.99780699702953,2.6529777929093856,CEBPB,154.39902111020615,5.045996138751585,0.5,False
GSE200997,cac15,T_cac15,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,2,5710,1,1,131.33701076963487,2.7873567866484277,CEBPB,175.13134851138355,5.17123001505614,0.5,False
GSE200997,cac15,T_cac15,Tumor,Left,T_NK,Marker-inferred from raw UMI,2710,9254644,569,466,64.94860462695496,0.997644624225587,CEBPB,61.4826459018845,4.134888852616286,0.17195571955719557,True
GSE200997,cac15,T_cac15,Tumor,Left,Unclassified,Marker-inferred from raw UMI,17,13273,1,1,72.17610970768676,0.41841983016419115,CEBPB,75.340917652377,4.3352090678418636,0.058823529411764705,False
GSE200997,cac16,T_cac16,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,138,1505480,39,26,27.423473901686652,0.8693722949166028,CEBPB,25.90535908813136,3.2923254893727187,0.18840579710144928,True
GSE200997,cac16,T_cac16,Tumor,Left,Endothelial,Marker-inferred from raw UMI,7,28888,2,2,39.05507046386125,1.3991606924123654,CEBPB,69.23289947382996,4.251816854721387,0.2857142857142857,False
GSE200997,cac16,T_cac16,Tumor,Left,Epithelial,Marker-inferred from raw UMI,91,362649,36,23,161.0625365817986,1.4763145429365612,CEBPB,99.26954162289155,4.607861976097157,0.25274725274725274,True
GSE200997,cac16,T_cac16,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,9,52129,7,3,94.18072630610965,1.872262611395603,CEBPB,134.28226131328051,4.907363420249557,0.3333333333333333,False
GSE200997,cac16,T_cac16,Tumor,Left,Mast,Marker-inferred from raw UMI,9,36649,6,3,126.10191276619837,1.7958277954936348,CEBPB,163.71524461786134,5.104218192814345,0.3333333333333333,False
GSE200997,cac16,T_cac16,Tumor,Left,Myeloid,Marker-inferred from raw UMI,109,613678,130,66,265.3869912819166,3.522803719566213,CEBPB,211.83747828665847,5.360528861728356,0.6055045871559633,True
GSE200997,cac16,T_cac16,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,7,11782,7,5,690.0711166669889,4.891484539504527,CEBPB,594.126633848243,6.388774212897586,0.7142857142857143,False
GSE200997,cac16,T_cac16,Tumor,Left,T_NK,Marker-inferred from raw UMI,1007,5249493,204,176,43.00880442899578,0.9119283136346232,CEBPB,38.860895709357074,3.685395785915941,0.17477656405163852,True
GSE200997,cac16,T_cac16,Tumor,Left,Unclassified,Marker-inferred from raw UMI,4,3292,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,187,410867,15,13,45.447043630810626,0.4376737495835971,CEBPB,36.50816444250816,3.6245586277460236,0.06951871657754011,True
GSE200997,cac2,T_cac2,Tumor,Left,Endothelial,Marker-inferred from raw UMI,132,345688,16,14,42.35326643269325,0.6197536558187254,CEBPB,46.284510888431186,3.8561827765085352,0.10606060606060606,True
GSE200997,cac2,T_cac2,Tumor,Left,Epithelial,Marker-inferred from raw UMI,1048,3312616,193,164,62.820382175307984,0.8878418949657412,CEBPB,58.26211067023766,4.081970158626191,0.15648854961832062,True
GSE200997,cac2,T_cac2,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,220,407473,69,49,165.41081247849954,1.4236529665519129,CEBPB,169.33637320754994,5.137775147996012,0.22272727272727272,True
GSE200997,cac2,T_cac2,Tumor,Left,Mast,Marker-inferred from raw UMI,5,8746,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,Myeloid,Marker-inferred from raw UMI,49,63172,8,8,130.2385519486253,1.0795895992588445,CEBPB,126.63838409421896,4.8492011414601075,0.16326530612244897,False
GSE200997,cac2,T_cac2,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,1,730,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,T_NK,Marker-inferred from raw UMI,17,10963,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac2,T_cac2,Tumor,Left,Unclassified,Marker-inferred from raw UMI,18,14505,1,1,31.673634866337263,0.3526449360316955,CEBPB,68.94174422612892,4.247662670216582,0.05555555555555555,False
GSE200997,cac3,T_cac3,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,73,176946,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,True
GSE200997,cac3,T_cac3,Tumor,Right,Endothelial,Marker-inferred from raw UMI,160,484317,12,12,24.077745228981808,0.411496197736525,CEBPB,24.777160413530808,3.2494888445681993,0.075,True
GSE200997,cac3,T_cac3,Tumor,Right,Epithelial,Marker-inferred from raw UMI,702,4089849,197,150,42.20748384644285,1.0761698289793797,CEBPB,48.16803749967297,3.895243768072368,0.21367521367521367,True
GSE200997,cac3,T_cac3,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,125,256182,20,15,61.10249428164007,0.7309154484934487,CEBPB,78.0694974666448,4.370327180512428,0.12,True
GSE200997,cac3,T_cac3,Tumor,Right,Mast,Marker-inferred from raw UMI,12,9256,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,Myeloid,Marker-inferred from raw UMI,58,127330,10,8,83.74551840808807,0.8489874128694809,CEBPB,78.53608733212911,4.376210847371845,0.13793103448275862,True
GSE200997,cac3,T_cac3,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,2,2476,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac3,T_cac3,Tumor,Right,T_NK,Marker-inferred from raw UMI,47,44042,2,2,57.737429863858026,0.30271959406095383,CEBPB,45.411198401525816,3.837540774973694,0.0425531914893617,False
GSE200997,cac3,T_cac3,Tumor,Right,Unclassified,Marker-inferred from raw UMI,9,7947,1,1,86.40055296353897,0.7397226474418838,CEBPB,125.83364791745312,4.8428763689258485,0.1111111111111111,False
GSE200997,cac4,B_cac4,Normal,Left,B_Plasma,Marker-inferred from raw UMI,329,4310193,98,63,25.18516656958656,0.8715778226203386,CEBPB,22.736800881074235,3.1670266236172364,0.19148936170212766,True
GSE200997,cac4,B_cac4,Normal,Left,Endothelial,Marker-inferred from raw UMI,4,5379,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac4,B_cac4,Normal,Left,Epithelial,Marker-inferred from raw UMI,445,854958,62,52,111.57600765222894,0.7553511539194144,CEBPB,72.51818217970941,4.297532752220932,0.11685393258426967,True
GSE200997,cac4,B_cac4,Normal,Left,Fibroblast,Marker-inferred from raw UMI,14,34176,7,4,205.97622906812353,1.872287150849043,CEBPB,204.82209737827716,5.327012190708163,0.2857142857142857,False
GSE200997,cac4,B_cac4,Normal,Left,Mast,Marker-inferred from raw UMI,7,6927,1,1,249.75024975024976,1.0667062004364047,CEBPB,144.36263894904,4.979231578498247,0.14285714285714285,False
GSE200997,cac4,B_cac4,Normal,Left,Myeloid,Marker-inferred from raw UMI,19,121469,33,13,239.13504515873544,3.8286765642266203,CEBPB,271.67425433649737,5.608277875187421,0.6842105263157895,False
GSE200997,cac4,B_cac4,Normal,Left,Neutrophil,Marker-inferred from raw UMI,3,16594,12,3,739.1030673622648,6.2318685540367325,CEBPB,723.1529468482584,6.585002622627881,1.0,False
GSE200997,cac4,B_cac4,Normal,Left,T_NK,Marker-inferred from raw UMI,1848,5520694,397,333,74.83637763574045,1.0678640184492896,CEBPB,71.91124883936693,4.289242932177572,0.18019480519480519,True
GSE200997,cac4,B_cac4,Normal,Left,Unclassified,Marker-inferred from raw UMI,19,14797,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,138,653650,13,13,33.22765455689924,0.5045036401356758,CEBPB,19.888319437007574,3.039190124127824,0.09420289855072464,True
GSE200997,cac4,T_cac4,Tumor,Left,Endothelial,Marker-inferred from raw UMI,1,1127,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,Epithelial,Marker-inferred from raw UMI,54,101600,10,10,115.48810982665347,1.172442750429839,CEBPB,98.4251968503937,4.599405570980089,0.18518518518518517,True
GSE200997,cac4,T_cac4,Tumor,Left,Mast,Marker-inferred from raw UMI,1,1686,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac4,T_cac4,Tumor,Left,Myeloid,Marker-inferred from raw UMI,3,9297,4,2,751.9783970295915,4.584504573485508,CEBPB,430.2463160159191,6.066679425737299,0.6666666666666666,False
GSE200997,cac4,T_cac4,Tumor,Left,T_NK,Marker-inferred from raw UMI,1381,4305515,189,175,43.70296380038649,0.7215149492461632,CEBPB,43.897187676735534,3.804375157524524,0.12671976828385229,True
GSE200997,cac4,T_cac4,Tumor,Left,Unclassified,Marker-inferred from raw UMI,13,9227,2,2,191.47519147519148,1.0963721584879225,CEBPB,216.75517502980384,5.383371381373531,0.15384615384615385,False
GSE200997,cac5,T_cac5,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,28,61774,2,2,74.28299029879119,0.48446696049462445,CEBPB,32.37608055168841,3.5078394922768714,0.07142857142857142,False
GSE200997,cac5,T_cac5,Tumor,Right,Epithelial,Marker-inferred from raw UMI,2,3240,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,Mast,Marker-inferred from raw UMI,1,2828,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac5,T_cac5,Tumor,Right,T_NK,Marker-inferred from raw UMI,129,277929,13,13,44.505565790357885,0.5912882891481869,CEBPB,46.77453594263283,3.866492776685814,0.10077519379844961,True
GSE200997,cac5,T_cac5,Tumor,Right,Unclassified,Marker-inferred from raw UMI,1,548,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,B_Plasma,Marker-inferred from raw UMI,220,1248695,4,4,1.6981784099223183,0.07828671188032439,CEBPB,3.2033442914402634,1.435880468309348,0.01818181818181818,True
GSE200997,cac6,B_cac6,Normal,Left,Endothelial,Marker-inferred from raw UMI,8,13549,1,1,108.13148788927336,0.845493105134805,CEBPB,73.80618495829951,4.314900568170365,0.125,False
GSE200997,cac6,B_cac6,Normal,Left,Epithelial,Marker-inferred from raw UMI,185,371193,9,8,37.91272629925931,0.2815533286377492,CEBPB,24.246146883157817,3.2286735453901856,0.043243243243243246,True
GSE200997,cac6,B_cac6,Normal,Left,Fibroblast,Marker-inferred from raw UMI,15,52989,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,Mast,Marker-inferred from raw UMI,1,721,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,B_cac6,Normal,Left,Myeloid,Marker-inferred from raw UMI,12,75002,4,3,38.301926287563155,1.2363160253783447,CEBPB,53.331911149036024,3.9951117366249607,0.25,False
GSE200997,cac6,B_cac6,Normal,Left,T_NK,Marker-inferred from raw UMI,268,772278,6,6,8.395029418568223,0.13154029080308252,CEBPB,7.769223000007769,2.17124820496854,0.022388059701492536,True
GSE200997,cac6,B_cac6,Normal,Left,Unclassified,Marker-inferred from raw UMI,8,7228,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,370,4591199,19,18,5.168589364216969,0.2046831349232046,CEBPB,4.138352530569901,1.636732508745393,0.04864864864864865,True
GSE200997,cac6,T_cac6,Tumor,Left,Endothelial,Marker-inferred from raw UMI,12,50176,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Left,Epithelial,Marker-inferred from raw UMI,52,410239,9,8,24.593956413139896,0.742409745378739,CEBPB,21.938431012166077,3.1328137140773338,0.15384615384615385,True
GSE200997,cac6,T_cac6,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,31,209036,13,8,69.19005665592152,1.393917597370652,CEBPB,62.190244742532386,4.146149933899123,0.25806451612903225,False
GSE200997,cac6,T_cac6,Tumor,Left,Mast,Marker-inferred from raw UMI,30,93087,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac6,T_cac6,Tumor,Left,Myeloid,Marker-inferred from raw UMI,139,822890,58,44,85.04898109944085,1.6764359156266684,CEBPB,70.48329667391754,4.269463809456004,0.31654676258992803,True
GSE200997,cac6,T_cac6,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,14,29850,3,3,165.2676068902617,1.3493421650536825,CEBPB,100.50251256281408,4.620083552488898,0.21428571428571427,False
GSE200997,cac6,T_cac6,Tumor,Left,T_NK,Marker-inferred from raw UMI,1040,2922812,30,27,11.610301390213868,0.152292476221909,CEBPB,10.2640881452519,2.421619624780301,0.025961538461538463,True
GSE200997,cac6,T_cac6,Tumor,Left,Unclassified,Marker-inferred from raw UMI,5,3784,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,B_Plasma,Marker-inferred from raw UMI,292,1603857,2,2,0.5118561629932368,0.029421348444911555,CEBPB,1.2469939651727056,0.8095933074731527,0.00684931506849315,True
GSE200997,cac7,B_cac7,Normal,Right,Endothelial,Marker-inferred from raw UMI,10,14170,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,Epithelial,Marker-inferred from raw UMI,702,2217756,28,27,17.427161590513574,0.21318030365923005,CEBPB,12.625374477625131,2.611933824767953,0.038461538461538464,True
GSE200997,cac7,B_cac7,Normal,Right,Fibroblast,Marker-inferred from raw UMI,57,91052,4,4,36.615671262989046,0.43823082118846746,CEBPB,43.93094056143742,3.8051266567921225,0.07017543859649122,True
GSE200997,cac7,B_cac7,Normal,Right,Mast,Marker-inferred from raw UMI,8,6426,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,B_cac7,Normal,Right,Myeloid,Marker-inferred from raw UMI,12,40147,2,2,65.85997979631263,0.9763290332777478,CEBPB,49.81692280867811,3.928229425265319,0.16666666666666666,False
GSE200997,cac7,B_cac7,Normal,Right,T_NK,Marker-inferred from raw UMI,475,733798,6,6,8.133260090046491,0.08130492313519659,CEBPB,8.176637167176798,2.216660815861929,0.01263157894736842,True
GSE200997,cac7,B_cac7,Normal,Right,Unclassified,Marker-inferred from raw UMI,21,25342,2,1,42.919375952273654,0.32404546193101824,CEBPB,78.92036934732855,4.381030755792689,0.047619047619047616,False
GSE200997,cac7,T_cac7,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,33,117368,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Endothelial,Marker-inferred from raw UMI,1,910,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Epithelial,Marker-inferred from raw UMI,1057,2060455,36,36,25.642814531961676,0.21649485478094682,CEBPB,17.471869077461047,2.916248984405869,0.03405865657521287,True
GSE200997,cac7,T_cac7,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,23,108820,4,3,38.52597239401378,0.7360239907095346,CEBPB,36.75794890645102,3.6311960205872076,0.13043478260869565,False
GSE200997,cac7,T_cac7,Tumor,Right,Mast,Marker-inferred from raw UMI,1,786,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,Myeloid,Marker-inferred from raw UMI,23,64155,4,3,109.44382071364261,0.8611263663032982,CEBPB,62.348998519211285,4.148659097947814,0.13043478260869565,False
GSE200997,cac7,T_cac7,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,631,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac7,T_cac7,Tumor,Right,T_NK,Marker-inferred from raw UMI,354,689028,6,6,10.791842951227538,0.10741650672182827,CEBPB,8.707918981521797,2.272941942292015,0.01694915254237288,True
GSE200997,cac7,T_cac7,Tumor,Right,Unclassified,Marker-inferred from raw UMI,9,8605,1,1,180.08283810552854,0.8212509270880717,CEBPB,116.21150493898897,4.763980037333481,0.1111111111111111,False
GSE200997,cac8,T_cac8,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,308,4634064,88,64,22.192616356437547,0.9000676462326537,CEBPB,18.989811103169917,2.995222698901374,0.2077922077922078,True
GSE200997,cac8,T_cac8,Tumor,Right,Endothelial,Marker-inferred from raw UMI,8,59106,3,3,43.40393838592449,1.7508728528157496,CEBPB,50.756268399147295,3.946545553295954,0.375,False
GSE200997,cac8,T_cac8,Tumor,Right,Epithelial,Marker-inferred from raw UMI,305,2438500,160,107,103.51874335156015,1.837005119956678,CEBPB,65.6141070330121,4.198916372428718,0.35081967213114756,True
GSE200997,cac8,T_cac8,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,34,332628,77,24,264.5228145539236,3.985298138344322,CEBPB,231.4898324855394,5.44884649282618,0.7058823529411765,False
GSE200997,cac8,T_cac8,Tumor,Right,Mast,Marker-inferred from raw UMI,8,20989,8,4,496.8922632555542,3.3698864203360057,CEBPB,381.1520320167707,5.94581851900243,0.5,False
GSE200997,cac8,T_cac8,Tumor,Right,Myeloid,Marker-inferred from raw UMI,71,601507,131,38,212.35484092019905,3.0337274385766624,CEBPB,217.78632667616503,5.388095576255816,0.5352112676056338,True
GSE200997,cac8,T_cac8,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,11,22537,10,4,192.69214349410302,2.2548129228355793,CEBPB,443.7147801393264,6.097433133167009,0.36363636363636365,False
GSE200997,cac8,T_cac8,Tumor,Right,T_NK,Marker-inferred from raw UMI,251,713308,55,48,71.94386603460936,1.1138080176005474,CEBPB,77.10554206597992,4.3580610154801285,0.19123505976095617,True
GSE200997,cac8,T_cac8,Tumor,Right,Unclassified,Marker-inferred from raw UMI,3,1988,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE200997,cac9,T_cac9,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,161,771229,32,26,50.07904635650113,0.8999489034071348,CEBPB,41.492215671350536,3.7493208984803013,0.16149068322981366,True
GSE200997,cac9,T_cac9,Tumor,Left,Endothelial,Marker-inferred from raw UMI,23,118845,9,8,94.53256805758228,1.8936132549349243,CEBPB,75.72889057175313,4.340278307226098,0.34782608695652173,False
GSE200997,cac9,T_cac9,Tumor,Left,Epithelial,Marker-inferred from raw UMI,199,1529121,43,38,46.53811146862133,0.9332781038053267,CEBPB,28.12073079893612,3.371450319130895,0.19095477386934673,True
GSE200997,cac9,T_cac9,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,11,51678,5,2,78.16232918721634,1.0658589554884317,CEBPB,96.75297031618871,4.582443585270184,0.18181818181818182,False
GSE200997,cac9,T_cac9,Tumor,Left,Mast,Marker-inferred from raw UMI,16,61902,6,4,73.92271406235926,1.4154018143638376,CEBPB,96.9274013763691,4.5842264018590235,0.25,False
