external_priority_rank,model_id,model_number,selector_name,classifier_name,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
56,M090_mutual_info_top40__knn,90,mutual_info_top40,knn,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.9583333333333333,0.9230769230769231,0.5416666666666666,0.6857142857142857,1.0,0.08333333333333333,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.7291666666666666,0.7115384615384616,0.5208333333333333,False,False
57,M095_mutual_info_top60__random_forest,95,mutual_info_top60,random_forest,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.975,0.03423265984407289,0.9965811965811966,0.004681389380386019,1.0,0.0,0.95,0.06846531968814577,0.9036458333333334,0.8875457127295362,0.5,0.6666666666666666,1.0,0.0,0.5544444444444445,0.5402370825361613,0.5,0.6666666666666666,1.0,0.0,0.729045138888889,0.7138913976328487,0.5,False,False
58,M085_mutual_info_top40__rbf_svm,85,mutual_info_top40,rbf_svm,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.9511111111111111,0.9656504178418879,0.5,0.6666666666666666,1.0,0.0,0.7255555555555555,0.7328252089209439,0.5,False,False
59,M054_f_classif_top80__knn,54,f_classif_top80,knn,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.9375,0.8888888888888888,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.71875,0.6944444444444444,0.5,False,False
60,M045_f_classif_top60__knn,45,f_classif_top60,knn,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.9166666666666667,0.8571428571428571,0.5208333333333334,0.676056338028169,1.0,0.041666666666666664,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.7083333333333334,0.6785714285714286,0.5104166666666667,False,False
61,M032_f_classif_top40__random_forest,32,f_classif_top40,random_forest,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BMP2;CAT;CCR7;CD36;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;HSPA9;IL18;IL1A;INHBA;LDLR;LEPR;MKI67;MUC2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9348958333333334,0.9155942999209252,0.5,0.6666666666666666,1.0,0.0,0.48166666666666663,0.4994242858557865,0.5,0.6666666666666666,1.0,0.0,0.70828125,0.7075092928883558,0.5,False,False
62,M013_f_classif_top10__rbf_svm,13,f_classif_top10,rbf_svm,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9857758620689655,0.02724397085010428,0.9965514678558158,0.004722389545689568,0.9965517241379309,0.0077105792327579106,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8977777777777778,0.9021044610689598,0.5,0.6666666666666666,1.0,0.0,0.6988888888888889,0.70105223053448,0.5,False,False
63,M022_f_classif_top20__rbf_svm,22,f_classif_top20,rbf_svm,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8977777777777778,0.9122704031246605,0.5,0.6666666666666666,1.0,0.0,0.6988888888888889,0.7061352015623302,0.5,False,False
64,M086_mutual_info_top40__random_forest,86,mutual_info_top40,random_forest,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.00382233842307655,1.0,0.0,0.975,0.05590169943749474,0.8211805555555556,0.7955709935489347,0.5,0.6666666666666666,1.0,0.0,0.5694444444444444,0.5762834951142008,0.5,0.6666666666666666,1.0,0.0,0.6953125,0.6859272443315678,0.5,False,False
65,M018_f_classif_top10__knn,18,f_classif_top10,knn,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9965214761040532,0.004763465138543138,0.9964909580607927,0.004805261658106563,0.9930429522081065,0.009526930277086305,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8811111111111111,0.8598043092709233,0.5,0.0,0.0,1.0,0.6905555555555556,0.6799021546354617,0.5,False,False
66,M009_all_features__knn,9,all_features,knn,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.875,0.8,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.6875,0.65,0.5,False,False
67,M063_f_classif_top95__knn,63,f_classif_top95,knn,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.875,0.8,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.6875,0.65,0.5,False,False
68,M099_mutual_info_top60__knn,99,mutual_info_top60,knn,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.8541666666666666,0.7741935483870968,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.6770833333333333,0.6370967741935484,0.5,False,False
69,M094_mutual_info_top60__rbf_svm,94,mutual_info_top60,rbf_svm,60,True,60,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GJB2;GPX1;GRN;GSR;HSPA9;IL18;IL1A;IL33;INHBA;LEPR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;RBFOX1;RELA;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;STAT6;TIMP1;TIMP2;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8377777777777778,0.8758080685523506,0.5,0.6666666666666666,1.0,0.0,0.6688888888888889,0.6879040342761753,0.5,False,False
70,M040_f_classif_top60__rbf_svm,40,f_classif_top60,rbf_svm,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;BMP2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IL18;IL1A;IL1B;IL5;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NLRP3;NOS3;NR3C1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;TIMP1;TIMP2;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8355555555555556,0.8578049056475545,0.5,0.6666666666666666,1.0,0.0,0.6677777777777778,0.6789024528237773,0.5,False,False
71,M049_f_classif_top80__rbf_svm,49,f_classif_top80,rbf_svm,80,True,80,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;ATF4;ATG5;BMP2;BSCL2;CAT;CCR7;CD36;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MKI67;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SIRT3;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.8111111111111111,0.8574533840395553,0.5,0.6666666666666666,1.0,0.0,0.6555555555555556,0.6787266920197776,0.5,False,False
72,M080_mutual_info_top20__gradient_boosting,80,mutual_info_top20,gradient_boosting,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9857456140350876,0.027236277079768025,0.9964909580607927,0.004805261658106563,0.9964912280701753,0.007845852552630865,0.975,0.05590169943749474,0.8142361111111112,0.8033757932064203,0.5,0.6666666666666666,1.0,0.0,0.46444444444444444,0.5281813193770313,0.5166666666666667,0.6666666666666666,0.9666666666666667,0.06666666666666667,0.6393402777777778,0.6657785562917258,0.5083333333333333,False,False
73,M077_mutual_info_top20__random_forest,77,mutual_info_top20,random_forest,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.853298611111111,0.8127209595959596,0.5,0.6666666666666666,1.0,0.0,0.42166666666666663,0.46980763492448585,0.5,0.6666666666666666,1.0,0.0,0.6374826388888888,0.6412642972602227,0.5,False,False
74,M023_f_classif_top20__random_forest,23,f_classif_top20,random_forest,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7942708333333334,0.8045072503512402,0.5,0.6666666666666666,1.0,0.0,0.4761111111111111,0.5201693847088584,0.5,0.6666666666666666,1.0,0.0,0.6351909722222222,0.6623383175300492,0.5,False,False
75,M004_all_features__rbf_svm,4,all_features,rbf_svm,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.7466666666666666,0.7913449572876969,0.5,0.6666666666666666,1.0,0.0,0.6233333333333333,0.6456724786438485,0.5,False,False
76,M058_f_classif_top95__rbf_svm,58,f_classif_top95,rbf_svm,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982905982905983,0.0038223384230765506,1.0,0.0,0.975,0.055901699437494734,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.7466666666666666,0.7913449572876969,0.5,0.6666666666666666,1.0,0.0,0.6233333333333333,0.6456724786438485,0.5,False,False
77,M079_mutual_info_top20__hist_gradient_boosting,79,mutual_info_top20,hist_gradient_boosting,20,True,20,ACACA;AGTR1;ANGPT2;BMP2;CD36;CEBPB;CNR1;EPAS1;FABP1;FASN;HSPA9;INHBA;NR3C1;PGR;RBFOX1;RXRA;TIMP1;TP53;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.7421875,0.7090277777777778,0.5,0.6666666666666666,1.0,0.0,0.485,0.5688368747273246,0.5,0.6666666666666666,1.0,0.0,0.6135937499999999,0.6389323262525513,0.5,False,False
78,M014_f_classif_top10__random_forest,14,f_classif_top10,random_forest,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.782986111111111,0.7436893300308143,0.5,0.6666666666666666,1.0,0.0,0.4238888888888889,0.48704277464937457,0.5,0.6666666666666666,1.0,0.0,0.6034375,0.6153660523400944,0.5,False,False
79,M070_mutual_info_top10__hist_gradient_boosting,70,mutual_info_top10,hist_gradient_boosting,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.7421875,0.7090277777777778,0.5,0.6666666666666666,1.0,0.0,0.4427777777777778,0.5780476539027263,0.5,0.6666666666666666,1.0,0.0,0.5924826388888889,0.643537715840252,0.5,False,False
80,M017_f_classif_top10__gradient_boosting,17,f_classif_top10,gradient_boosting,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9857456140350876,0.027236277079768025,0.9964909580607927,0.004805261658106563,0.9964912280701753,0.007845852552630865,0.975,0.05590169943749474,0.7291666666666667,0.719212962962963,0.5,0.6666666666666666,1.0,0.0,0.45444444444444443,0.5221536600120993,0.5,0.6666666666666666,1.0,0.0,0.5918055555555556,0.6206833114875312,0.5,False,False
81,M071_mutual_info_top10__gradient_boosting,71,mutual_info_top10,gradient_boosting,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.0001352733198729545,0.9857456140350876,0.027236277079768025,0.9964909580607927,0.004805261658106563,0.9964912280701753,0.007845852552630865,0.975,0.05590169943749474,0.7291666666666667,0.719212962962963,0.5,0.6666666666666666,1.0,0.0,0.45444444444444443,0.5221536600120993,0.5,0.6666666666666666,1.0,0.0,0.5918055555555556,0.6206833114875312,0.5,False,False
82,M026_f_classif_top20__gradient_boosting,26,f_classif_top20,gradient_boosting,20,True,20,ACACA;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FABP1;FAS;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.7118055555555556,0.7110603607770584,0.5,0.6666666666666666,1.0,0.0,0.4633333333333333,0.5319620891308732,0.5166666666666667,0.6741573033707865,1.0,0.03333333333333333,0.5875694444444445,0.6215112249539658,0.5083333333333333,False,False
83,M067_mutual_info_top10__rbf_svm,67,mutual_info_top10,rbf_svm,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9982758620689655,0.0038552896163789306,0.9982608695652175,0.0038888138739126554,0.9965517241379309,0.0077105792327579106,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.6744444444444445,0.6504512963786734,0.5,0.6666666666666666,1.0,0.0,0.5872222222222223,0.5752256481893367,0.5,False,False
84,M068_mutual_info_top10__random_forest,68,mutual_info_top10,random_forest,10,True,10,BMP2;CD36;CNR1;FABP1;INHBA;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7690972222222223,0.7170138888888888,0.5,0.6666666666666666,1.0,0.0,0.3416666666666666,0.41334491544361646,0.5,0.6666666666666666,1.0,0.0,0.5553819444444444,0.5651794021662526,0.5,False,False
85,M016_f_classif_top10__hist_gradient_boosting,16,f_classif_top10,hist_gradient_boosting,10,True,10,ACACA;BMP2;CD36;CNR1;FASN;INHBA;MKI67;TIMP1;UBE2C;VEGFA,5,0.9995614035087719,0.000980731569078883,0.9999395039322444,0.00013527331987290487,0.975,0.03423265984407288,0.9965514678558158,0.004722389545689568,1.0,0.0,0.95,0.06846531968814576,0.7421875,0.7090277777777778,0.5,0.6666666666666666,1.0,0.0,0.32388888888888884,0.43964207538415345,0.5,0.6666666666666666,1.0,0.0,0.5330381944444444,0.5743349265809656,0.5,False,False
86,M089_mutual_info_top40__gradient_boosting,89,mutual_info_top40,gradient_boosting,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BECN1;BMP2;BSCL2;CAT;CD36;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;HSPA9;IL18;IL1A;INHBA;MKI67;NOS3;NR3C1;PGR;PPARD;RBFOX1;RXRA;SLC2A1;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9875,0.02795084971874737,0.9982608695652175,0.0038888138739126554,1.0,0.0,0.975,0.05590169943749474,0.5,0.5,0.5,0.0,0.0,1.0,0.5638888888888889,0.5358024691358025,0.5,0.6666666666666666,1.0,0.0,0.5319444444444444,0.5179012345679013,0.5,False,False
